ExpenseID|Category|Amount|Date|RelatedProjectID|Description|ApprovedBy|PaymentMethod|ExpenseStatus
2095|High-End Test Equipment|1034.56|2024-07-25|None|High-End Test Equipment expense (Overhead)|196|ACH|Paid
2096|Fuel|7389.65|2023-04-11|None|Fuel expense (Overhead)|133|Check|Paid
2097|Design Services|72950.95|2023-11-04|621|Design Services expense for Project #621|109|ACH|Paid
2098|Premium Vehicle Fleet|1269.57|2023-08-14|None|Premium Vehicle Fleet expense (Overhead)|164|Corporate Card|Paid
2099|Client Entertainment|7275.02|2022-01-15|None|Client Entertainment expense (Overhead)|133|Wire Transfer|Paid
2100|Travel & Lodging (Project Specific)|93332.58|2022-09-20|232|Travel & Lodging (Project Specific) expense for Project #232|61|Wire Transfer|Paid
2101|Custom Fabrication|22951.93|2023-05-12|680|Custom Fabrication expense for Project #680|58|Corporate Card|Paid
2102|Luxury Office Lease|10818.5|2022-07-26|None|Luxury Office Lease expense (Overhead)|55|Corporate Card|Paid
2103|Travel & Lodging (Project Specific)|124097.73|2023-04-23|877|Travel & Lodging (Project Specific) expense for Project #877|141|Corporate Card|Paid
2104|Advanced Training Programs|3558.0|2024-12-25|None|Advanced Training Programs expense (Overhead)|54|ACH|Paid
2105|Permits and Inspections|117552.06|2025-02-05|691|Permits and Inspections expense for Project #691|69|Corporate Card|Paid
2106|Permits and Inspections|40523.82|2025-02-07|950|Permits and Inspections expense for Project #950|196|Wire Transfer|Paid
2107|Office Supplies|7271.54|2022-11-08|None|Office Supplies expense (Overhead)|61|Check|Paid
2108|Utilities|4453.38|2020-08-17|None|Utilities expense (Overhead)|131|Check|Paid
2109|Permits and Inspections|30957.72|2022-07-30|1047|Permits and Inspections expense for Project #1047|142|Wire Transfer|Paid
2110|Design Services|65388.01|2022-08-15|1109|Design Services expense for Project #1109|172|Corporate Card|Paid
2111|Premium Insurance|651.22|2020-09-24|None|Premium Insurance expense (Overhead)|54|ACH|Paid
2112|Programming Services|17353.44|2023-02-28|1039|Programming Services expense for Project #1039|69|Check|Paid
2113|Design Services|71558.53|2023-05-25|22|Design Services expense for Project #22|124|Wire Transfer|Paid
2114|High-End Test Equipment|9434.69|2023-09-24|None|High-End Test Equipment expense (Overhead)|3|Wire Transfer|Paid
2115|Design Software Licenses|9769.85|2023-01-30|None|Design Software Licenses expense (Overhead)|55|Check|Paid
2116|Design Software Licenses|388.19|2024-04-22|None|Design Software Licenses expense (Overhead)|109|Wire Transfer|Paid
2117|Programming Services|36149.08|2023-09-15|618|Programming Services expense for Project #618|116|Check|Paid
2118|Travel & Lodging (Project Specific)|69500.87|2025-03-22|1148|Travel & Lodging (Project Specific) expense for Project #1148|169|Check|Paid
2119|Luxury Office Lease|3874.33|2023-03-15|None|Luxury Office Lease expense (Overhead)|142|Wire Transfer|Paid
2120|Vehicle Maintenance|581.52|2021-04-25|None|Vehicle Maintenance expense (Overhead)|140|Corporate Card|Paid
2121|Luxury Office Lease|913.55|2024-11-12|None|Luxury Office Lease expense (Overhead)|124|Wire Transfer|Paid
2122|Subcontractor Fees|40122.53|2024-02-19|289|Subcontractor Fees expense for Project #289|147|Wire Transfer|Paid
2123|Travel & Lodging (Project Specific)|21000.65|2025-01-19|785|Travel & Lodging (Project Specific) expense for Project #785|147|Check|Paid
2124|Trade Show Exhibitions|9481.22|2022-06-25|None|Trade Show Exhibitions expense (Overhead)|69|Wire Transfer|Paid
2125|Permits and Inspections|109318.65|2023-08-02|996|Permits and Inspections expense for Project #996|61|ACH|Paid
2126|Permits and Inspections|56332.55|2023-04-29|496|Permits and Inspections expense for Project #496|116|Wire Transfer|Paid
2127|High-End Test Equipment|2229.47|2021-12-16|None|High-End Test Equipment expense (Overhead)|124|ACH|Paid
2128|Specialized Equipment Rental|99488.75|2023-10-12|1135|Specialized Equipment Rental expense for Project #1135|21|Corporate Card|Paid
2129|Premium Vehicle Fleet|544.19|2020-07-13|None|Premium Vehicle Fleet expense (Overhead)|164|Corporate Card|Paid
2130|Custom Fabrication|54341.02|2024-08-02|918|Custom Fabrication expense for Project #918|21|ACH|Paid
2131|Permits and Inspections|57349.95|2023-02-18|1068|Permits and Inspections expense for Project #1068|131|ACH|Paid
2132|Programming Services|84226.23|2021-04-04|156|Programming Services expense for Project #156|164|Wire Transfer|Paid
2133|Permits and Inspections|20709.38|2024-08-15|1051|Permits and Inspections expense for Project #1051|164|Check|Paid
2134|Subcontractor Fees|34194.11|2023-05-19|677|Subcontractor Fees expense for Project #677|116|Check|Paid
2135|Luxury Office Lease|4029.33|2021-08-06|None|Luxury Office Lease expense (Overhead)|56|Check|Paid
2136|Marketing & Branding|8565.22|2020-04-05|None|Marketing & Branding expense (Overhead)|189|Corporate Card|Paid
2137|Specialized Equipment Rental|109998.07|2022-04-18|759|Specialized Equipment Rental expense for Project #759|116|Check|Paid
2138|Custom Fabrication|161996.28|2021-07-07|164|Custom Fabrication expense for Project #164|142|Check|Paid
2139|Travel & Lodging (Project Specific)|63335.37|2023-04-27|99|Travel & Lodging (Project Specific) expense for Project #99|9|ACH|Paid
2140|Advanced Training Programs|8981.45|2020-05-09|None|Advanced Training Programs expense (Overhead)|56|Corporate Card|Paid
2141|Permits and Inspections|75838.99|2025-01-15|1155|Permits and Inspections expense for Project #1155|142|Wire Transfer|Paid
2142|Subcontractor Fees|41446.65|2024-10-03|471|Subcontractor Fees expense for Project #471|164|Wire Transfer|Paid
2143|Advanced Training Programs|6051.29|2022-09-23|None|Advanced Training Programs expense (Overhead)|124|Check|Paid
2144|Subcontractor Fees|109885.41|2023-06-11|996|Subcontractor Fees expense for Project #996|57|Corporate Card|Paid
2145|Specialized Equipment Rental|177823.48|2024-11-19|562|Specialized Equipment Rental expense for Project #562|58|Check|Paid
2146|Vehicle Maintenance|1759.42|2023-06-08|None|Vehicle Maintenance expense (Overhead)|142|ACH|Paid
2147|Travel & Lodging (Project Specific)|51039.47|2024-12-09|953|Travel & Lodging (Project Specific) expense for Project #953|9|ACH|Paid
2148|Premium Materials|184994.41|2022-11-25|852|Premium Materials expense for Project #852|190|Wire Transfer|Paid
2149|Design Services|112964.76|2022-12-23|1089|Design Services expense for Project #1089|185|Wire Transfer|Paid
2150|Custom Fabrication|105609.98|2025-04-04|85|Custom Fabrication expense for Project #85|21|ACH|Unpaid
2151|Professional Association Dues|7114.55|2021-11-12|None|Professional Association Dues expense (Overhead)|124|Check|Paid
2152|Subcontractor Fees|56312.61|2022-08-05|455|Subcontractor Fees expense for Project #455|131|Corporate Card|Paid
2153|Travel & Lodging (Project Specific)|122660.43|2024-03-27|554|Travel & Lodging (Project Specific) expense for Project #554|164|ACH|Paid
2154|Permits and Inspections|33488.5|2023-03-26|328|Permits and Inspections expense for Project #328|116|ACH|Paid
2155|Permits and Inspections|60189.99|2023-06-16|280|Permits and Inspections expense for Project #280|169|ACH|Paid
2156|Travel & Lodging (Project Specific)|52515.29|2024-03-22|283|Travel & Lodging (Project Specific) expense for Project #283|109|Wire Transfer|Paid
2157|Permits and Inspections|54499.49|2024-01-21|1047|Permits and Inspections expense for Project #1047|131|Check|Paid
2158|Programming Services|192684.79|2024-08-02|314|Programming Services expense for Project #314|16|ACH|Paid
2159|High-End Test Equipment|3706.62|2023-08-28|None|High-End Test Equipment expense (Overhead)|189|ACH|Paid
2160|Premium Vehicle Fleet|9782.02|2024-04-06|None|Premium Vehicle Fleet expense (Overhead)|Pending|Corporate Card|Paid
2161|Programming Services|97814.71|2023-11-18|514|Programming Services expense for Project #514|54|ACH|Paid
2162|Luxury Office Lease|3820.61|2022-09-26|None|Luxury Office Lease expense (Overhead)|196|ACH|Paid
2163|Specialized Equipment Rental|94639.87|2024-11-26|564|Specialized Equipment Rental expense for Project #564|56|Wire Transfer|Paid
2164|Programming Services|10406.64|2023-06-01|650|Programming Services expense for Project #650|54|Check|Paid
2165|Advanced Training Programs|2099.36|2021-08-10|None|Advanced Training Programs expense (Overhead)|124|Wire Transfer|Paid
2166|Specialized Equipment Rental|49505.48|2025-04-05|772|Specialized Equipment Rental expense for Project #772|3|Wire Transfer|Paid
2167|Vehicle Maintenance|6125.88|2022-11-12|None|Vehicle Maintenance expense (Overhead)|169|Wire Transfer|Paid
2168|Design Services|134192.26|2024-11-25|236|Design Services expense for Project #236|106|Corporate Card|Paid
2169|Permits and Inspections|163052.51|2025-03-10|977|Permits and Inspections expense for Project #977|9|Corporate Card|Paid
2170|Office Supplies|5736.96|2021-06-26|None|Office Supplies expense (Overhead)|142|Check|Paid
2171|Permits and Inspections|51803.2|2021-07-12|1144|Permits and Inspections expense for Project #1144|164|ACH|Paid
2172|Travel & Lodging (Project Specific)|115472.0|2022-06-02|660|Travel & Lodging (Project Specific) expense for Project #660|190|Wire Transfer|Paid
2173|Design Services|114536.53|2024-11-08|230|Design Services expense for Project #230|124|Wire Transfer|Paid
2174|Vehicle Maintenance|3298.36|2022-01-06|None|Vehicle Maintenance expense (Overhead)|69|ACH|Paid
2175|Design Software Licenses|6685.91|2023-12-20|None|Design Software Licenses expense (Overhead)|57|ACH|Paid
2176|Premium Materials|42263.2|2025-02-28|223|Premium Materials expense for Project #223|57|Check|Paid
2177|Subcontractor Fees|63030.59|2023-04-06|550|Subcontractor Fees expense for Project #550|54|Corporate Card|Paid
2178|Programming Services|157972.64|2022-12-28|1041|Programming Services expense for Project #1041|61|Wire Transfer|Paid
2179|Custom Fabrication|51707.61|2024-05-17|14|Custom Fabrication expense for Project #14|116|Wire Transfer|Paid
2180|Trade Show Exhibitions|4163.95|2022-11-11|None|Trade Show Exhibitions expense (Overhead)|9|Wire Transfer|Paid
2181|Premium Insurance|2492.37|2022-02-14|None|Premium Insurance expense (Overhead)|124|Check|Paid
2182|Programming Services|29386.53|2024-07-09|874|Programming Services expense for Project #874|196|Wire Transfer|Paid
2183|Design Services|76212.69|2025-03-26|29|Design Services expense for Project #29|58|Check|Unpaid
2184|Subcontractor Fees|27260.79|2021-12-06|993|Subcontractor Fees expense for Project #993|172|Corporate Card|Paid
2185|Subcontractor Fees|182617.71|2023-08-18|219|Subcontractor Fees expense for Project #219|56|Corporate Card|Paid
2186|Utilities|919.73|2024-04-12|None|Utilities expense (Overhead)|Pending|Wire Transfer|Paid
2187|Fuel|9781.16|2024-01-21|None|Fuel expense (Overhead)|133|Wire Transfer|Paid
2188|Premium Materials|129961.29|2022-10-13|249|Premium Materials expense for Project #249|169|Check|Paid
2189|Vehicle Maintenance|5970.51|2022-11-21|None|Vehicle Maintenance expense (Overhead)|Pending|Check|Paid
2190|Subcontractor Fees|69145.06|2024-12-06|1050|Subcontractor Fees expense for Project #1050|57|Wire Transfer|Paid
2191|Programming Services|146372.93|2021-11-26|844|Programming Services expense for Project #844|141|Wire Transfer|Paid
2192|Specialized Equipment Rental|45699.09|2023-04-19|677|Specialized Equipment Rental expense for Project #677|125|Corporate Card|Paid
2193|Premium Materials|8340.56|2024-04-08|133|Premium Materials expense for Project #133|125|Wire Transfer|Paid
2194|Travel & Lodging (Project Specific)|13079.75|2024-10-17|784|Travel & Lodging (Project Specific) expense for Project #784|169|ACH|Paid
2195|Marketing & Branding|1764.32|2023-08-14|None|Marketing & Branding expense (Overhead)|133|Corporate Card|Paid
2196|Vehicle Maintenance|5354.36|2023-08-07|None|Vehicle Maintenance expense (Overhead)|Pending|Check|Paid
2197|Travel & Lodging (Project Specific)|113979.57|2024-04-21|564|Travel & Lodging (Project Specific) expense for Project #564|147|Wire Transfer|Paid
2198|Programming Services|166596.09|2024-04-12|753|Programming Services expense for Project #753|3|Corporate Card|Paid
2199|Fuel|2308.85|2022-07-08|None|Fuel expense (Overhead)|131|Check|Paid
2200|Design Software Licenses|6822.7|2024-03-22|None|Design Software Licenses expense (Overhead)|56|Wire Transfer|Paid
2201|Design Services|73820.24|2024-03-02|418|Design Services expense for Project #418|190|Check|Paid
2202|Specialized Equipment Rental|92654.88|2021-04-03|48|Specialized Equipment Rental expense for Project #48|54|ACH|Paid
2203|Design Services|62959.47|2023-07-28|116|Design Services expense for Project #116|189|ACH|Paid
2204|Specialized Equipment Rental|146487.0|2022-03-20|951|Specialized Equipment Rental expense for Project #951|133|ACH|Paid
2205|Travel & Lodging (Project Specific)|58816.94|2024-11-30|1094|Travel & Lodging (Project Specific) expense for Project #1094|9|ACH|Paid
2206|Vehicle Maintenance|10821.42|2024-09-02|None|Vehicle Maintenance expense (Overhead)|172|Wire Transfer|Paid
2207|Custom Fabrication|50305.03|2021-03-13|82|Custom Fabrication expense for Project #82|125|ACH|Paid
2208|Office Supplies|7479.86|2023-01-30|None|Office Supplies expense (Overhead)|164|Wire Transfer|Paid
2209|Luxury Office Lease|5658.25|2023-10-27|None|Luxury Office Lease expense (Overhead)|58|Check|Paid
2210|Subcontractor Fees|102738.93|2023-12-06|889|Subcontractor Fees expense for Project #889|75|Wire Transfer|Paid
2211|Design Software Licenses|7244.74|2024-09-12|None|Design Software Licenses expense (Overhead)|196|Wire Transfer|Paid
2212|Trade Show Exhibitions|3392.48|2021-01-24|None|Trade Show Exhibitions expense (Overhead)|147|Corporate Card|Paid
2213|Professional Association Dues|379.61|2021-02-14|None|Professional Association Dues expense (Overhead)|140|Wire Transfer|Paid
2214|Professional Association Dues|189.79|2020-05-12|None|Professional Association Dues expense (Overhead)|57|Wire Transfer|Paid
2215|Permits and Inspections|51273.65|2025-04-05|814|Permits and Inspections expense for Project #814|185|ACH|Unpaid
2216|Premium Materials|81658.37|2023-06-15|261|Premium Materials expense for Project #261|125|Check|Paid
2217|Programming Services|96027.23|2024-08-13|1098|Programming Services expense for Project #1098|172|ACH|Paid
2218|Travel & Lodging (Project Specific)|85867.32|2024-06-28|362|Travel & Lodging (Project Specific) expense for Project #362|133|Check|Paid
2219|Premium Insurance|8523.5|2020-06-02|None|Premium Insurance expense (Overhead)|196|Corporate Card|Paid
2220|Travel & Lodging (Project Specific)|77986.95|2022-07-23|198|Travel & Lodging (Project Specific) expense for Project #198|147|Wire Transfer|Paid
2221|Premium Materials|109355.32|2021-11-27|744|Premium Materials expense for Project #744|54|ACH|Paid
2222|Custom Fabrication|119421.08|2022-07-01|1038|Custom Fabrication expense for Project #1038|54|ACH|Paid
2223|Programming Services|136699.13|2024-12-24|85|Programming Services expense for Project #85|54|Corporate Card|Paid
2224|Permits and Inspections|11923.48|2023-10-04|720|Permits and Inspections expense for Project #720|69|ACH|Paid
2225|Subcontractor Fees|19849.59|2023-11-27|603|Subcontractor Fees expense for Project #603|133|Corporate Card|Paid
2226|Custom Fabrication|24942.96|2024-08-28|822|Custom Fabrication expense for Project #822|21|Wire Transfer|Paid
2227|Design Services|56501.9|2021-08-26|654|Design Services expense for Project #654|Pending|ACH|Paid
2228|Design Services|14177.42|2025-03-21|182|Design Services expense for Project #182|172|Corporate Card|Unpaid
2229|Design Services|57194.32|2022-05-28|1113|Design Services expense for Project #1113|3|Check|Paid
2230|Premium Materials|145404.45|2022-11-14|313|Premium Materials expense for Project #313|3|ACH|Paid
2231|Permits and Inspections|44329.72|2023-03-02|1015|Permits and Inspections expense for Project #1015|172|Corporate Card|Paid
2232|Travel & Lodging (Project Specific)|68160.66|2022-01-05|402|Travel & Lodging (Project Specific) expense for Project #402|141|Corporate Card|Paid
2233|Design Services|117646.63|2022-10-23|651|Design Services expense for Project #651|69|Check|Paid
2234|Marketing & Branding|2133.5|2020-06-20|None|Marketing & Branding expense (Overhead)|75|Wire Transfer|Paid
2235|Design Services|112746.43|2024-12-05|176|Design Services expense for Project #176|189|ACH|Paid
2236|Premium Materials|90434.86|2022-08-18|722|Premium Materials expense for Project #722|185|Corporate Card|Paid
2237|Travel & Lodging (Project Specific)|7436.26|2023-05-22|1112|Travel & Lodging (Project Specific) expense for Project #1112|189|Corporate Card|Paid
2238|Programming Services|186166.49|2023-02-17|150|Programming Services expense for Project #150|131|Check|Paid
2239|Permits and Inspections|155367.44|2022-10-14|869|Permits and Inspections expense for Project #869|21|ACH|Paid
2240|Programming Services|24006.97|2024-07-02|880|Programming Services expense for Project #880|61|Check|Paid
2241|Programming Services|94993.35|2024-12-06|628|Programming Services expense for Project #628|109|Corporate Card|Paid
2242|High-End Test Equipment|9977.52|2022-10-05|None|High-End Test Equipment expense (Overhead)|3|Check|Paid
2243|Client Entertainment|3249.41|2024-05-01|None|Client Entertainment expense (Overhead)|141|Check|Paid
2244|Subcontractor Fees|34197.59|2023-08-10|271|Subcontractor Fees expense for Project #271|124|Check|Paid
2245|Vehicle Maintenance|605.41|2022-09-18|None|Vehicle Maintenance expense (Overhead)|9|Check|Paid
2246|Vehicle Maintenance|9567.52|2023-11-25|None|Vehicle Maintenance expense (Overhead)|69|Wire Transfer|Paid
2247|Specialized Equipment Rental|62835.21|2021-05-09|144|Specialized Equipment Rental expense for Project #144|147|Wire Transfer|Paid
2248|Vehicle Maintenance|5839.52|2022-12-30|None|Vehicle Maintenance expense (Overhead)|61|Check|Paid
2249|Permits and Inspections|162871.75|2022-09-13|674|Permits and Inspections expense for Project #674|169|ACH|Paid
2250|Premium Materials|72740.15|2023-01-26|799|Premium Materials expense for Project #799|Pending|Corporate Card|Paid
2251|Specialized Equipment Rental|182157.59|2023-02-14|855|Specialized Equipment Rental expense for Project #855|75|ACH|Paid
2252|Permits and Inspections|111790.18|2025-03-08|279|Permits and Inspections expense for Project #279|Pending|Check|Unpaid
2253|Design Software Licenses|1524.21|2020-03-29|None|Design Software Licenses expense (Overhead)|116|Check|Paid
2254|Luxury Office Lease|4144.94|2023-01-19|None|Luxury Office Lease expense (Overhead)|169|Check|Paid
2255|Specialized Equipment Rental|111642.95|2022-10-08|1075|Specialized Equipment Rental expense for Project #1075|9|Wire Transfer|Paid
2256|Subcontractor Fees|52106.26|2022-11-22|538|Subcontractor Fees expense for Project #538|190|Corporate Card|Paid
2257|Office Supplies|2892.73|2023-05-09|None|Office Supplies expense (Overhead)|56|Wire Transfer|Paid
2258|Marketing & Branding|9923.59|2024-06-10|None|Marketing & Branding expense (Overhead)|3|Corporate Card|Paid
2259|Advanced Training Programs|9337.59|2022-09-26|None|Advanced Training Programs expense (Overhead)|190|Check|Paid
2260|Professional Association Dues|8546.68|2023-06-20|None|Professional Association Dues expense (Overhead)|106|Wire Transfer|Paid
2261|Permits and Inspections|111111.73|2024-10-21|317|Permits and Inspections expense for Project #317|106|Corporate Card|Paid
2262|Luxury Office Lease|794.51|2023-07-07|None|Luxury Office Lease expense (Overhead)|54|Check|Paid
2263|Programming Services|60342.34|2022-06-03|357|Programming Services expense for Project #357|125|Check|Paid
2264|Programming Services|57931.8|2024-08-30|35|Programming Services expense for Project #35|106|Wire Transfer|Paid
2265|Advanced Training Programs|9140.29|2022-12-05|None|Advanced Training Programs expense (Overhead)|58|Corporate Card|Paid
2266|Travel & Lodging (Project Specific)|64470.97|2022-01-06|370|Travel & Lodging (Project Specific) expense for Project #370|140|Wire Transfer|Paid
2267|Vehicle Maintenance|7761.24|2022-05-24|None|Vehicle Maintenance expense (Overhead)|147|Check|Paid
2268|Professional Association Dues|412.79|2020-12-13|None|Professional Association Dues expense (Overhead)|142|Wire Transfer|Paid
2269|Design Services|105531.95|2021-11-16|432|Design Services expense for Project #432|140|Wire Transfer|Paid
2270|Custom Fabrication|107090.32|2021-10-29|970|Custom Fabrication expense for Project #970|9|Corporate Card|Paid
2271|Professional Association Dues|10962.52|2024-03-23|None|Professional Association Dues expense (Overhead)|190|Corporate Card|Paid
2272|Design Services|114154.14|2021-09-07|1028|Design Services expense for Project #1028|54|Wire Transfer|Paid
2273|Design Services|21401.0|2021-04-25|461|Design Services expense for Project #461|58|Corporate Card|Paid
2274|Travel & Lodging (Project Specific)|116359.64|2021-11-21|763|Travel & Lodging (Project Specific) expense for Project #763|131|Wire Transfer|Paid
2275|Travel & Lodging (Project Specific)|90217.38|2024-02-17|337|Travel & Lodging (Project Specific) expense for Project #337|69|Check|Paid
2276|High-End Test Equipment|5287.13|2024-04-04|None|High-End Test Equipment expense (Overhead)|196|Check|Paid
2277|Travel & Lodging (Project Specific)|38788.46|2023-05-24|878|Travel & Lodging (Project Specific) expense for Project #878|124|Corporate Card|Paid
2278|Programming Services|160180.79|2024-06-22|314|Programming Services expense for Project #314|189|Corporate Card|Paid
2279|Subcontractor Fees|130686.01|2024-12-27|500|Subcontractor Fees expense for Project #500|56|Wire Transfer|Paid
2280|Permits and Inspections|106580.27|2023-02-06|237|Permits and Inspections expense for Project #237|190|Corporate Card|Paid
2281|Specialized Equipment Rental|127701.82|2025-03-01|616|Specialized Equipment Rental expense for Project #616|16|Corporate Card|Paid
2282|Permits and Inspections|11220.7|2024-05-01|655|Permits and Inspections expense for Project #655|196|Check|Paid
2283|Premium Materials|70611.92|2022-02-17|676|Premium Materials expense for Project #676|3|Wire Transfer|Paid
2284|Programming Services|92136.0|2022-05-07|340|Programming Services expense for Project #340|58|Check|Paid
2285|Luxury Office Lease|5987.13|2021-11-10|None|Luxury Office Lease expense (Overhead)|196|Check|Paid
2286|Luxury Office Lease|10411.6|2022-12-14|None|Luxury Office Lease expense (Overhead)|196|Wire Transfer|Paid
2287|Design Services|134497.63|2025-02-09|366|Design Services expense for Project #366|133|Corporate Card|Unpaid
2288|Travel & Lodging (Project Specific)|17312.13|2024-12-15|403|Travel & Lodging (Project Specific) expense for Project #403|61|Corporate Card|Paid
2289|Luxury Office Lease|1000.91|2025-01-19|None|Luxury Office Lease expense (Overhead)|55|Corporate Card|Paid
2290|Fuel|5835.0|2024-05-29|None|Fuel expense (Overhead)|Pending|Corporate Card|Paid
2291|Custom Fabrication|89137.12|2022-06-04|1197|Custom Fabrication expense for Project #1197|3|ACH|Paid
2292|Design Services|33574.37|2024-07-29|880|Design Services expense for Project #880|106|ACH|Paid
2293|Office Supplies|4068.61|2023-05-01|None|Office Supplies expense (Overhead)|109|ACH|Paid
2294|Client Entertainment|2158.4|2024-12-02|None|Client Entertainment expense (Overhead)|69|Corporate Card|Paid
2295|Vehicle Maintenance|3109.97|2024-07-17|None|Vehicle Maintenance expense (Overhead)|125|Check|Paid
2296|Subcontractor Fees|62183.96|2024-09-13|747|Subcontractor Fees expense for Project #747|9|Corporate Card|Paid
2297|Custom Fabrication|43029.46|2022-03-04|749|Custom Fabrication expense for Project #749|Pending|Check|Paid
2298|Custom Fabrication|8766.02|2021-09-08|1114|Custom Fabrication expense for Project #1114|69|Corporate Card|Paid
2299|Luxury Office Lease|10432.03|2020-04-02|None|Luxury Office Lease expense (Overhead)|69|ACH|Paid
2300|Premium Materials|48258.71|2024-01-22|160|Premium Materials expense for Project #160|54|Check|Paid
2301|Subcontractor Fees|46066.1|2024-12-06|306|Subcontractor Fees expense for Project #306|124|ACH|Paid
2302|Travel & Lodging (Project Specific)|60766.76|2024-06-15|396|Travel & Lodging (Project Specific) expense for Project #396|131|Check|Paid
2303|Travel & Lodging (Project Specific)|74762.34|2021-05-07|654|Travel & Lodging (Project Specific) expense for Project #654|133|ACH|Paid
2304|Premium Materials|19696.11|2024-11-26|371|Premium Materials expense for Project #371|189|Check|Paid
2305|Design Services|31193.13|2023-06-23|466|Design Services expense for Project #466|21|Check|Paid
2306|Specialized Equipment Rental|184910.44|2024-08-23|1184|Specialized Equipment Rental expense for Project #1184|172|Check|Paid
2307|Premium Materials|90018.64|2023-05-07|1010|Premium Materials expense for Project #1010|124|Corporate Card|Paid
2308|Specialized Equipment Rental|100400.06|2025-01-08|1094|Specialized Equipment Rental expense for Project #1094|196|Check|Paid
2309|Permits and Inspections|121932.0|2022-11-15|836|Permits and Inspections expense for Project #836|Pending|Corporate Card|Paid
2310|Luxury Office Lease|6732.33|2021-05-27|None|Luxury Office Lease expense (Overhead)|69|ACH|Paid
2311|Utilities|6603.23|2021-03-02|None|Utilities expense (Overhead)|169|ACH|Paid
2312|Custom Fabrication|92390.93|2024-03-12|69|Custom Fabrication expense for Project #69|69|Wire Transfer|Paid
2313|Fuel|1137.94|2023-03-19|None|Fuel expense (Overhead)|61|Corporate Card|Paid
2314|Premium Materials|79616.59|2022-08-20|301|Premium Materials expense for Project #301|54|ACH|Paid
2315|Subcontractor Fees|52557.42|2023-11-19|1074|Subcontractor Fees expense for Project #1074|172|ACH|Paid
2316|Travel & Lodging (Project Specific)|11300.98|2024-10-31|784|Travel & Lodging (Project Specific) expense for Project #784|54|Check|Paid
2317|Subcontractor Fees|101233.39|2021-10-01|147|Subcontractor Fees expense for Project #147|142|Wire Transfer|Paid
2318|Luxury Office Lease|4497.61|2022-04-25|None|Luxury Office Lease expense (Overhead)|141|Corporate Card|Paid
2319|Programming Services|87907.87|2024-07-30|652|Programming Services expense for Project #652|16|Check|Paid
2320|Permits and Inspections|99972.4|2024-11-25|652|Permits and Inspections expense for Project #652|54|Corporate Card|Paid
2321|Custom Fabrication|42625.05|2024-01-12|273|Custom Fabrication expense for Project #273|54|Wire Transfer|Paid
2322|Travel & Lodging (Project Specific)|115175.06|2022-02-21|727|Travel & Lodging (Project Specific) expense for Project #727|124|ACH|Paid
2323|Subcontractor Fees|47931.91|2025-03-15|703|Subcontractor Fees expense for Project #703|54|Wire Transfer|Unpaid
2324|Premium Materials|66607.51|2021-05-30|447|Premium Materials expense for Project #447|56|Check|Paid
2325|Specialized Equipment Rental|43687.55|2023-02-19|745|Specialized Equipment Rental expense for Project #745|142|ACH|Paid
2326|Premium Materials|89181.64|2024-06-20|978|Premium Materials expense for Project #978|133|Wire Transfer|Paid
2327|Utilities|1048.47|2025-03-24|None|Utilities expense (Overhead)|164|Wire Transfer|Paid
2328|Custom Fabrication|17849.54|2023-11-06|416|Custom Fabrication expense for Project #416|125|Corporate Card|Paid
2329|Design Services|29595.43|2024-05-07|270|Design Services expense for Project #270|75|Check|Paid
2330|Custom Fabrication|58645.48|2022-07-15|152|Custom Fabrication expense for Project #152|9|Wire Transfer|Paid
2331|Client Entertainment|4608.16|2022-07-28|None|Client Entertainment expense (Overhead)|109|Corporate Card|Paid
2332|Permits and Inspections|28741.23|2022-04-26|274|Permits and Inspections expense for Project #274|3|Wire Transfer|Paid
2333|Travel & Lodging (Project Specific)|10884.73|2021-06-18|461|Travel & Lodging (Project Specific) expense for Project #461|109|Check|Paid
2334|Programming Services|40744.77|2025-03-19|1042|Programming Services expense for Project #1042|69|ACH|Unpaid
2335|Subcontractor Fees|57643.1|2022-02-08|402|Subcontractor Fees expense for Project #402|196|Wire Transfer|Paid
2336|Design Services|65778.2|2022-04-22|1048|Design Services expense for Project #1048|106|Wire Transfer|Paid
2337|Specialized Equipment Rental|71800.64|2024-03-08|304|Specialized Equipment Rental expense for Project #304|190|Corporate Card|Paid
2338|Permits and Inspections|91959.79|2025-03-17|1118|Permits and Inspections expense for Project #1118|189|Corporate Card|Unpaid
2339|Permits and Inspections|33832.45|2024-02-07|1116|Permits and Inspections expense for Project #1116|Pending|Check|Paid
2340|Custom Fabrication|13225.16|2021-08-19|986|Custom Fabrication expense for Project #986|141|Wire Transfer|Paid
2341|Permits and Inspections|21979.32|2023-11-10|403|Permits and Inspections expense for Project #403|9|ACH|Paid
2342|Subcontractor Fees|15819.45|2021-12-02|507|Subcontractor Fees expense for Project #507|106|Wire Transfer|Paid
2343|Travel & Lodging (Project Specific)|148516.53|2022-04-06|679|Travel & Lodging (Project Specific) expense for Project #679|109|Corporate Card|Paid
2344|Design Services|122876.48|2023-11-10|765|Design Services expense for Project #765|109|Corporate Card|Paid
2345|Premium Materials|7196.16|2024-06-19|425|Premium Materials expense for Project #425|133|Corporate Card|Paid
2346|Permits and Inspections|126690.76|2021-03-18|172|Permits and Inspections expense for Project #172|Pending|ACH|Paid
2347|Premium Materials|134181.12|2024-11-19|537|Premium Materials expense for Project #537|9|Check|Paid
