InvoiceID|ProjectID|CustomerID|RelatedServiceID|InvoiceDate|DueDate|Amount|Status|PaymentDate|PaymentMethod
980|606|120|556|2022-08-20|2022-09-19|2120.25|Paid|2022-09-28|Wire
981|783|96|1088|2021-11-13|2021-11-28|361.32|Paid|2021-11-24|Credit Card
982|956|209|382|2024-01-22|2024-02-21|3346.0|Paid|2024-01-29|Credit Card
983|670|357|1817|2024-05-02|2024-06-01|628.76|Paid|2024-06-06|ACH Transfer
984|None|170|1282|2023-10-09|2023-11-08|276.56|Paid|2023-10-28|Check
985|459|668|517|2025-03-11|2025-03-26|470.69|Paid|2025-03-15|Wire
986|None|394|769|2025-04-13|2025-05-13|353.33|Upcoming|N/A|N/A
987|None|444|1201|2024-06-14|2024-06-29|103.03|Overdue|N/A|N/A
988|None|570|1398|2021-06-18|2021-07-18|2971.06|Paid|2021-06-22|Credit Card
989|900|168|1643|2025-03-15|2025-04-14|3814.89|Outstanding|N/A|N/A
990|1177|331|1627|2025-04-05|2025-04-20|1048.99|Outstanding|N/A|N/A
991|None|236|1575|2023-03-07|2023-03-22|303.55|Paid|2023-03-13|Wire
992|None|599|166|2025-01-29|2025-02-28|772.02|Paid|2025-01-30|Wire
993|None|220|67|2023-05-08|2023-05-23|2403.74|Paid|2023-06-02|Wire
994|182|770|205|2025-03-15|2025-04-14|351.71|Paid|2025-04-09|Wire
995|None|240|1551|2023-04-23|2023-05-23|1785.13|Paid|2023-04-27|Wire
996|None|374|861|2021-07-25|2021-08-24|2815.45|Overdue|N/A|N/A
997|None|618|1102|2023-07-29|2023-08-13|215.05|Paid|2023-08-19|Wire
998|None|757|993|2024-11-25|2024-12-25|208.18|Paid|2025-01-02|Wire
999|None|639|957|2022-08-10|2022-09-09|2172.85|Paid|2022-09-07|Check
1000|176|372|1382|2024-06-12|2024-07-12|170.47|Paid|2024-06-18|Check
1001|None|379|1968|2021-05-01|2021-05-31|1061.31|Paid|2021-05-08|Wire
1002|1078|631|1360|2024-04-25|2024-05-25|336.37|Paid|2024-05-10|Check
1003|None|617|1273|2021-07-26|2021-08-25|432.19|Paid|2021-08-08|ACH Transfer
1004|None|438|1140|2021-11-12|2021-12-12|123.47|Overdue|N/A|N/A
1005|114|120|909|2024-08-15|2024-08-30|2400.3|Paid|2024-09-05|Credit Card
1006|887|90|133|2024-06-10|2024-06-25|1971.67|Paid|2024-06-23|Wire
1007|116|594|1713|2025-02-09|2025-02-24|3739.32|Paid|2025-02-15|ACH Transfer
1008|None|726|260|2023-06-19|2023-07-04|68.1|Paid|2023-07-12|ACH Transfer
1009|None|462|1708|2022-12-04|2022-12-19|239.69|Paid|2022-12-16|Credit Card
1010|655|298|597|2024-07-25|2024-08-09|1217.93|Paid|2024-08-06|Check
1011|None|298|595|2023-04-03|2023-05-03|248.05|Paid|2023-04-21|Wire
1012|None|391|996|2024-08-31|2024-09-30|140.22|Paid|2024-09-12|Check
1013|None|511|895|2021-08-19|2021-09-18|1165.67|Overdue|N/A|N/A
1014|182|770|205|2025-03-15|2025-03-30|372.38|Paid|2025-03-21|Credit Card
1015|None|299|601|2023-06-17|2023-07-17|390.83|Paid|2023-07-27|Check
1016|None|421|97|2025-04-14|2025-04-29|2040.2|Upcoming|N/A|N/A
1017|None|585|423|2021-03-20|2021-04-19|3150.87|Paid|2021-04-07|Credit Card
1018|1072|499|1839|2023-06-27|2023-07-12|1843.46|Paid|2023-07-08|Check
1019|845|61|1386|2023-10-30|2023-11-29|2079.38|Paid|2023-11-29|Check
1020|None|13|1226|2021-03-21|2021-04-20|820.22|Overdue|N/A|N/A
1021|None|435|1763|2021-10-15|2021-10-30|235.67|Overdue|N/A|N/A
1022|1018|725|1868|2025-03-07|2025-04-06|859.19|Paid|2025-04-04|Credit Card
1023|94|469|938|2025-01-01|2025-01-16|2267.97|Paid|2025-01-06|Credit Card
1024|None|193|85|2025-03-07|2025-04-06|756.09|Overdue|N/A|N/A
1025|None|381|1933|2024-10-01|2024-10-31|756.03|Paid|2024-11-02|Wire
1026|None|98|144|2021-01-10|2021-02-09|1898.54|Paid|2021-01-29|Wire
1027|354|563|441|2023-04-05|2023-05-05|185.91|Paid|2023-04-14|Wire
1028|None|200|1229|2022-03-21|2022-04-20|678.96|Paid|2022-03-30|ACH Transfer
1029|None|704|553|2021-06-11|2021-06-26|1763.38|Overdue|N/A|N/A
1030|1018|725|1868|2025-03-04|2025-03-19|847.69|Paid|2025-03-06|Check
1031|790|39|915|2024-07-29|2024-08-13|3635.18|Paid|2024-08-05|Credit Card
1032|None|521|486|2024-04-11|2024-04-26|1128.7|Paid|2024-04-23|Check
1033|None|497|1256|2024-04-26|2024-05-26|1257.8|Paid|2024-06-05|Credit Card
1034|476|147|908|2025-03-11|2025-03-26|987.37|Paid|2025-04-03|Wire
1035|None|762|1600|2021-10-06|2021-11-05|651.97|Paid|2021-10-17|Wire
1036|900|168|1643|2025-03-12|2025-04-11|3488.7|Paid|2025-03-22|Wire
1037|None|622|1591|2021-03-08|2021-03-23|382.11|Paid|2021-03-23|Wire
1038|345|450|653|2022-11-08|2022-11-23|218.16|Paid|2022-11-14|Wire
1039|490|107|1217|2024-09-26|2024-10-26|3339.28|Overdue|N/A|N/A
1040|23|470|189|2022-01-12|2022-02-11|2225.94|Paid|2022-02-20|Credit Card
1041|411|233|1457|2022-07-25|2022-08-09|1113.67|Paid|2022-08-01|Credit Card
1042|None|162|804|2024-08-19|2024-09-18|2059.25|Paid|2024-08-26|ACH Transfer
1043|None|443|1523|2024-10-12|2024-11-11|2904.29|Paid|2024-11-06|Credit Card
1044|None|56|1193|2022-04-28|2022-05-13|1526.95|Paid|2022-05-19|ACH Transfer
1045|None|219|871|2022-05-05|2022-05-20|204.76|Paid|2022-05-19|ACH Transfer
1046|742|800|766|2024-03-18|2024-04-17|171.13|Overdue|N/A|N/A
1047|None|699|456|2025-02-28|2025-03-15|172.37|Paid|2025-03-09|ACH Transfer
1048|882|784|386|2022-02-20|2022-03-07|1754.3|Paid|2022-02-24|Credit Card
1049|887|90|133|2024-06-08|2024-06-23|2071.01|Paid|2024-07-02|Credit Card
1050|None|438|1783|2022-11-21|2022-12-21|1223.72|Paid|2022-12-31|ACH Transfer
1051|None|788|75|2023-09-24|2023-10-09|2081.52|Paid|2023-10-11|Check
1052|None|775|411|2023-09-01|2023-10-01|5305.42|Paid|2023-10-01|Credit Card
1053|790|39|518|2025-03-07|2025-04-06|351.24|Paid|2025-03-14|Check
1054|None|239|1776|2021-09-22|2021-10-07|168.96|Paid|2021-09-23|Credit Card
1055|None|540|1595|2023-07-01|2023-07-16|2104.63|Paid|2023-07-14|Wire
1056|None|207|649|2023-10-10|2023-11-09|2929.29|Paid|2023-11-02|Check
1057|None|636|1146|2023-06-12|2023-07-12|304.13|Paid|2023-07-03|Credit Card
1058|None|91|472|2022-06-15|2022-06-30|116.72|Paid|2022-06-30|Wire
1059|None|787|1383|2023-02-02|2023-03-04|2675.29|Paid|2023-02-14|ACH Transfer
1060|1078|631|1360|2024-04-23|2024-05-23|351.68|Paid|2024-04-27|Credit Card
1061|None|298|595|2023-03-30|2023-04-29|255.77|Overdue|N/A|N/A
1062|None|219|871|2022-05-02|2022-06-01|216.82|Overdue|N/A|N/A
1063|349|295|1640|2025-01-31|2025-03-02|1127.61|Overdue|N/A|N/A
1064|None|726|260|2023-06-22|2023-07-07|72.59|Overdue|N/A|N/A
1065|None|11|1634|2021-10-26|2021-11-25|563.03|Paid|2021-11-11|Credit Card
1066|None|45|1059|2021-02-25|2021-03-12|172.49|Paid|2021-03-06|Credit Card
1067|568|447|1666|2024-01-22|2024-02-21|2006.54|Paid|2024-03-02|Check
1068|520|637|721|2022-02-19|2022-03-21|257.66|Paid|2022-03-24|Wire
1069|495|233|1399|2022-12-05|2023-01-04|3002.16|Paid|2023-01-08|ACH Transfer
1070|1200|756|1445|2024-06-16|2024-07-01|2652.83|Paid|2024-07-06|Check
1071|None|284|1637|2023-07-22|2023-08-21|334.2|Paid|2023-08-12|Wire
1072|322|66|1295|2022-11-27|2022-12-12|235.72|Paid|2022-12-13|Wire
1073|71|577|776|2022-07-03|2022-07-18|3137.52|Paid|2022-07-14|ACH Transfer
1074|None|236|1575|2023-03-07|2023-03-22|299.63|Paid|2023-03-19|Check
1075|1140|718|756|2024-07-17|2024-08-01|2010.94|Paid|2024-08-06|Check
1076|811|451|1243|2024-08-27|2024-09-11|2961.35|Paid|2024-09-04|Credit Card
1077|None|704|553|2021-06-10|2021-06-25|1741.45|Paid|2021-06-21|ACH Transfer
1078|None|322|361|2024-04-18|2024-05-03|2735.06|Paid|2024-04-23|Check
1079|352|568|1255|2022-08-17|2022-09-16|72.67|Paid|2022-08-18|ACH Transfer
1080|718|163|837|2024-12-07|2025-01-06|198.9|Paid|2025-01-15|Check
1081|None|397|735|2021-02-11|2021-02-26|3229.25|Overdue|N/A|N/A
1082|248|689|1675|2024-03-06|2024-04-05|1928.97|Paid|2024-03-12|Wire
1083|790|39|518|2025-03-07|2025-03-22|349.91|Overdue|N/A|N/A
1084|226|616|1601|2024-07-19|2024-08-18|130.55|Paid|2024-07-28|Check
1085|None|6|918|2023-09-03|2023-09-18|113.75|Paid|2023-09-27|Credit Card
1086|655|298|597|2024-07-30|2024-08-14|1138.79|Paid|2024-08-06|Check
1087|None|213|1633|2021-09-08|2021-10-08|207.38|Paid|2021-09-14|ACH Transfer
1088|579|768|855|2025-03-05|2025-03-20|935.24|Paid|2025-03-07|Credit Card
1089|23|470|189|2022-01-16|2022-02-15|2163.1|Paid|2022-02-13|Credit Card
1090|None|378|1661|2022-03-14|2022-04-13|1114.8|Paid|2022-03-17|Credit Card
1091|None|666|1979|2025-03-18|2025-04-02|916.08|Paid|2025-03-31|ACH Transfer
1092|None|262|708|2022-04-22|2022-05-22|1194.06|Paid|2022-05-29|Check
1093|907|341|1228|2022-07-12|2022-08-11|506.71|Paid|2022-07-27|ACH Transfer
1094|None|622|1591|2021-03-11|2021-03-26|383.15|Paid|2021-03-17|ACH Transfer
1095|54|377|66|2023-06-08|2023-07-08|211.7|Paid|2023-07-09|Check
1096|355|47|713|2024-11-06|2024-12-06|892.61|Overdue|N/A|N/A
1097|166|138|212|2024-10-19|2024-11-03|287.89|Paid|2024-11-05|Check
1098|None|45|1059|2021-02-21|2021-03-08|172.82|Paid|2021-02-27|ACH Transfer
1099|1115|145|821|2024-10-21|2024-11-05|323.19|Paid|2024-10-28|Check
1100|447|3|547|2022-06-17|2022-07-17|514.29|Overdue|N/A|N/A
1101|None|418|81|2022-10-28|2022-11-27|544.32|Paid|2022-11-21|Check
1102|703|241|1560|2024-12-09|2024-12-24|122.51|Paid|2024-12-26|Check
1103|None|191|1418|2024-01-30|2024-02-14|1313.74|Overdue|N/A|N/A
1104|None|564|1738|2022-09-07|2022-09-22|2351.74|Paid|2022-10-01|Wire
1105|33|768|71|2022-08-14|2022-09-13|268.94|Paid|2022-09-12|ACH Transfer
1106|6|92|1352|2022-04-21|2022-05-21|1159.27|Paid|2022-05-19|Wire
1107|718|163|837|2024-12-08|2025-01-07|216.31|Paid|2025-01-16|Credit Card
1108|956|209|382|2024-01-21|2024-02-05|3304.34|Paid|2024-02-14|Credit Card
1109|None|636|1146|2023-06-17|2023-07-02|296.71|Paid|2023-06-24|Wire
1110|1085|292|1597|2025-04-08|2025-05-08|155.16|Outstanding|N/A|N/A
1111|None|45|1059|2021-02-25|2021-03-27|173.54|Paid|2021-04-06|Wire
1112|114|120|909|2024-08-17|2024-09-01|2547.21|Overdue|N/A|N/A
1113|796|696|239|2025-04-02|2025-05-02|433.95|Paid|2025-04-07|Wire
1114|None|170|1282|2023-10-08|2023-10-23|280.88|Paid|2023-10-21|Wire
1115|None|579|800|2022-03-20|2022-04-19|353.17|Paid|2022-03-23|ACH Transfer
1116|None|444|1201|2024-06-15|2024-06-30|101.87|Paid|2024-06-30|ACH Transfer
1117|229|719|1257|2023-09-25|2023-10-10|2310.37|Paid|2023-10-20|ACH Transfer
1118|None|208|1063|2024-10-01|2024-10-31|2548.98|Paid|2024-10-19|Check
1119|845|61|1386|2023-10-28|2023-11-12|2059.94|Paid|2023-11-19|Check
1120|322|66|1295|2022-11-23|2022-12-08|227.77|Paid|2022-12-05|ACH Transfer
1121|241|234|1061|2025-04-07|2025-04-22|993.02|Paid|2025-04-09|Credit Card
1122|None|129|1799|2024-11-03|2024-11-18|127.78|Paid|2024-11-16|Credit Card
1123|742|800|766|2024-03-19|2024-04-03|165.85|Paid|2024-04-13|Check
1124|None|636|1146|2023-06-13|2023-06-28|280.28|Paid|2023-06-17|Check
1125|None|421|97|2025-04-14|2025-05-14|1993.2|Upcoming|N/A|N/A
1126|794|424|1623|2024-05-27|2024-06-26|1084.84|Paid|2024-06-20|Check
1127|None|721|1247|2021-05-31|2021-06-30|1086.92|Paid|2021-07-09|Credit Card
1128|None|435|1763|2021-10-18|2021-11-17|239.77|Paid|2021-10-21|Credit Card
1129|None|374|861|2021-07-27|2021-08-11|2867.9|Paid|2021-08-12|Wire
1130|None|508|1333|2022-03-16|2022-04-15|333.86|Paid|2022-04-09|Credit Card
1131|742|800|766|2024-03-21|2024-04-05|173.13|Paid|2024-04-02|ACH Transfer
1132|1140|718|756|2024-07-20|2024-08-19|1871.37|Overdue|N/A|N/A
1133|455|419|492|2023-06-13|2023-06-28|288.04|Paid|2023-06-17|Wire
1134|None|375|1997|2023-04-08|2023-05-08|1350.82|Paid|2023-04-26|Credit Card
1135|104|1|876|2024-12-02|2025-01-01|288.24|Paid|2024-12-12|Wire
1136|166|138|212|2024-10-15|2024-11-14|285.11|Paid|2024-10-22|ACH Transfer
1137|250|591|1368|2024-06-21|2024-07-06|1455.87|Paid|2024-07-04|Check
1138|None|240|1551|2023-04-29|2023-05-29|1858.2|Paid|2023-05-22|Credit Card
1139|None|4|1558|2025-01-26|2025-02-25|297.8|Paid|2025-02-11|ACH Transfer
1140|811|451|1414|2023-08-15|2023-08-30|162.68|Paid|2023-08-26|Wire
1141|None|778|255|2022-11-09|2022-12-09|137.68|Overdue|N/A|N/A
1142|207|657|1916|2024-07-02|2024-07-17|102.58|Paid|2024-07-15|Check
1143|617|308|896|2024-09-24|2024-10-24|287.47|Overdue|N/A|N/A
1144|None|795|1334|2025-01-06|2025-01-21|377.22|Overdue|N/A|N/A
1145|None|699|456|2025-02-25|2025-03-27|175.54|Paid|2025-04-01|Check
1146|1025|599|76|2024-09-01|2024-09-16|251.81|Overdue|N/A|N/A
1147|None|240|1551|2023-04-23|2023-05-23|1751.79|Paid|2023-05-05|ACH Transfer
1148|1085|292|1429|2025-04-10|2025-05-10|494.25|Upcoming|N/A|N/A
1149|None|678|1680|2023-06-06|2023-07-06|896.95|Paid|2023-06-13|Check
1150|1072|499|1020|2024-08-27|2024-09-11|931.14|Paid|2024-09-19|ACH Transfer
1151|150|271|549|2023-01-22|2023-02-21|901.33|Paid|2023-02-16|Credit Card
1152|611|553|542|2023-11-04|2023-12-04|1871.09|Paid|2023-11-25|Credit Card
1153|796|696|239|2025-04-05|2025-04-20|416.01|Paid|2025-04-09|ACH Transfer
1154|None|381|1933|2024-10-02|2024-11-01|757.16|Paid|2024-11-03|Wire
1155|611|553|542|2023-11-01|2023-12-01|1936.17|Paid|2023-12-04|Wire
1156|6|92|1352|2022-04-20|2022-05-05|1148.0|Paid|2022-05-05|Credit Card
1157|None|527|1435|2021-01-23|2021-02-07|204.02|Paid|2021-02-06|ACH Transfer
1158|None|714|1949|2024-01-02|2024-01-17|614.72|Paid|2024-01-19|ACH Transfer
1159|None|435|1763|2021-10-14|2021-10-29|243.04|Paid|2021-10-18|Wire
1160|None|571|619|2023-12-18|2024-01-17|165.91|Paid|2024-01-27|ACH Transfer
1161|960|512|1013|2023-06-09|2023-06-24|554.6|Paid|2023-06-28|Wire
1162|None|788|1678|2025-01-06|2025-02-05|761.82|Paid|2025-01-23|Credit Card
1163|409|429|521|2024-09-21|2024-10-21|668.84|Paid|2024-10-10|Wire
1164|459|668|517|2025-03-08|2025-03-23|430.36|Paid|2025-03-24|Credit Card
1165|434|672|3|2022-05-05|2022-05-20|448.19|Paid|2022-05-09|ACH Transfer
1166|842|139|240|2021-12-17|2022-01-16|3074.21|Paid|2022-01-03|Wire
1167|296|571|1062|2023-03-14|2023-04-13|1580.9|Paid|2023-04-06|Credit Card
1168|None|198|1156|2021-05-28|2021-06-12|203.6|Overdue|N/A|N/A
1169|100|670|1778|2023-07-30|2023-08-14|169.17|Paid|2023-08-18|Credit Card
1170|718|163|837|2024-12-09|2025-01-08|214.97|Paid|2024-12-14|ACH Transfer
1171|None|496|394|2023-12-04|2024-01-03|769.15|Paid|2023-12-13|Credit Card
1172|None|397|1837|2024-09-22|2024-10-22|2168.55|Paid|2024-10-21|Wire
1173|1040|15|1659|2022-09-06|2022-09-21|2069.87|Paid|2022-09-20|Wire
1174|None|435|1763|2021-10-19|2021-11-03|248.74|Paid|2021-10-21|Check
1175|None|721|1876|2022-02-21|2022-03-08|2939.1|Paid|2022-03-14|Check
1176|None|495|631|2021-11-14|2021-12-14|785.07|Overdue|N/A|N/A
1177|41|353|1351|2023-05-16|2023-06-15|2174.8|Paid|2023-06-25|Wire
1178|335|518|163|2024-11-10|2024-11-25|314.86|Paid|2024-11-20|Credit Card
1179|691|782|140|2025-02-24|2025-03-11|1714.65|Paid|2025-03-13|Wire
1180|514|106|96|2023-05-10|2023-06-09|2146.42|Paid|2023-06-06|ACH Transfer
1181|250|591|1368|2024-06-19|2024-07-04|1455.25|Paid|2024-06-24|Wire
1182|370|379|170|2024-10-10|2024-11-09|2027.55|Overdue|N/A|N/A
1183|None|421|97|2025-04-12|2025-04-27|2029.52|Upcoming|N/A|N/A
1184|None|134|1812|2022-02-17|2022-03-04|464.51|Paid|2022-03-08|Wire
1185|718|163|837|2024-12-11|2024-12-26|199.13|Paid|2024-12-13|Wire
1186|None|495|631|2021-11-17|2021-12-02|762.08|Overdue|N/A|N/A
1187|None|404|280|2022-06-10|2022-06-25|244.33|Paid|2022-07-03|ACH Transfer
1188|653|769|320|2024-08-30|2024-09-14|265.33|Paid|2024-09-10|Wire
1189|None|595|281|2021-03-22|2021-04-06|288.35|Paid|2021-04-16|Check
1190|185|83|1764|2024-08-06|2024-08-21|173.23|Paid|2024-08-10|Check
1191|611|553|542|2023-10-30|2023-11-14|1923.99|Paid|2023-11-02|ACH Transfer
1192|180|579|630|2024-03-10|2024-03-25|1018.08|Paid|2024-03-16|ACH Transfer
1193|487|371|1276|2025-04-07|2025-04-22|1981.11|Paid|2025-04-09|Wire
1194|57|152|378|2024-11-10|2024-11-25|2945.42|Paid|2024-12-04|Credit Card
1195|173|468|1920|2024-09-20|2024-10-05|247.59|Paid|2024-10-09|Check
1196|514|106|96|2023-05-06|2023-06-05|2261.82|Paid|2023-05-19|ACH Transfer
1197|611|553|319|2024-09-03|2024-10-03|707.81|Paid|2024-09-09|Check
1198|892|30|1728|2024-11-04|2024-12-04|2179.72|Paid|2024-12-07|Wire
1199|None|438|1783|2022-11-25|2022-12-10|1306.17|Paid|2022-12-20|Check
1200|1073|267|433|2024-09-17|2024-10-17|3012.26|Paid|2024-10-14|Check
1201|45|81|1494|2025-03-26|2025-04-25|1215.67|Paid|2025-04-09|Check
1202|476|147|908|2025-03-08|2025-03-23|987.04|Paid|2025-03-31|Credit Card
1203|None|596|1965|2021-08-13|2021-09-12|321.51|Overdue|N/A|N/A
1204|1023|282|1890|2024-06-01|2024-07-01|564.43|Paid|2024-07-09|ACH Transfer
1205|319|365|1434|2024-11-12|2024-11-27|1654.67|Paid|2024-11-17|ACH Transfer
1206|None|785|1289|2025-03-23|2025-04-22|3554.16|Outstanding|N/A|N/A
1207|None|592|63|2024-04-09|2024-05-09|1298.24|Paid|2024-05-15|Wire
1208|None|160|330|2024-11-20|2024-12-05|333.49|Paid|2024-11-29|Wire
1209|None|341|1863|2023-07-27|2023-08-26|519.06|Paid|2023-08-18|Credit Card
1210|882|784|386|2022-02-26|2022-03-13|1814.89|Paid|2022-03-12|ACH Transfer
1211|None|246|120|2023-12-05|2023-12-20|2070.93|Overdue|N/A|N/A
1212|717|419|1461|2022-02-24|2022-03-26|885.9|Paid|2022-03-19|ACH Transfer
1213|33|768|71|2022-08-17|2022-09-01|263.25|Paid|2022-08-31|ACH Transfer
1214|207|657|1929|2023-09-30|2023-10-15|2884.32|Paid|2023-10-17|Credit Card
1215|None|497|11|2025-01-08|2025-01-23|794.64|Overdue|N/A|N/A
1216|1072|499|1020|2024-08-24|2024-09-08|898.12|Overdue|N/A|N/A
1217|180|579|630|2024-03-10|2024-04-09|1089.57|Paid|2024-04-16|Wire
1218|None|90|235|2023-08-07|2023-08-22|2980.33|Paid|2023-08-26|Credit Card
1219|536|33|50|2025-01-15|2025-01-30|315.09|Paid|2025-01-20|Wire
1220|276|644|475|2024-04-15|2024-05-15|1852.45|Paid|2024-05-09|ACH Transfer
1221|None|734|1339|2022-01-02|2022-02-01|60.24|Overdue|N/A|N/A
1222|None|119|438|2023-04-18|2023-05-03|418.45|Paid|2023-04-20|Credit Card
1223|None|742|1291|2021-02-12|2021-03-14|1898.68|Paid|2021-02-21|ACH Transfer
1224|858|83|1251|2024-09-20|2024-10-20|1499.67|Paid|2024-09-28|Credit Card
1225|984|362|508|2024-11-04|2024-12-04|656.49|Paid|2024-11-13|Credit Card
1226|None|66|282|2022-11-27|2022-12-27|195.74|Paid|2022-12-21|Check
1227|161|31|863|2024-05-27|2024-06-26|145.63|Overdue|N/A|N/A
1228|188|676|910|2021-11-30|2021-12-30|854.26|Paid|2022-01-08|Credit Card
1229|None|785|1289|2025-03-28|2025-04-12|3442.2|Paid|2025-04-02|ACH Transfer
1230|457|489|867|2022-06-22|2022-07-07|723.54|Paid|2022-07-06|Wire
1231|None|579|694|2022-04-22|2022-05-22|622.83|Paid|2022-05-03|ACH Transfer
1232|None|11|1634|2021-10-23|2021-11-22|567.42|Paid|2021-11-11|Wire
1233|166|138|212|2024-10-15|2024-10-30|267.82|Paid|2024-10-18|Check
1234|931|79|141|2024-02-04|2024-03-05|649.73|Paid|2024-02-19|ACH Transfer
1235|None|603|79|2024-03-28|2024-04-27|3663.33|Paid|2024-04-13|ACH Transfer
1236|94|469|938|2024-12-29|2025-01-28|2266.1|Paid|2025-01-25|Credit Card
1237|None|462|1708|2022-12-04|2023-01-03|232.34|Paid|2022-12-11|Wire
1238|None|639|957|2022-08-12|2022-08-27|2246.57|Paid|2022-08-13|Wire
1239|None|521|762|2021-05-25|2021-06-24|476.5|Overdue|N/A|N/A
1240|1083|437|1536|2025-01-20|2025-02-04|1213.26|Paid|2025-02-07|ACH Transfer
1241|1072|499|1839|2023-06-24|2023-07-24|1901.53|Paid|2023-08-01|Check
1242|None|343|132|2021-05-16|2021-06-15|2304.53|Paid|2021-05-30|ACH Transfer
1243|568|447|1666|2024-01-18|2024-02-17|1875.83|Paid|2024-02-26|Check
1244|None|191|1418|2024-01-28|2024-02-12|1299.37|Paid|2024-02-09|Check
1245|1042|703|1261|2025-03-31|2025-04-15|838.7|Paid|2025-04-09|ACH Transfer
1246|None|210|1124|2022-07-25|2022-08-24|271.65|Paid|2022-08-28|ACH Transfer
1247|None|328|1035|2024-05-29|2024-06-13|3115.01|Paid|2024-06-22|ACH Transfer
1248|None|270|1804|2022-07-19|2022-08-18|612.87|Paid|2022-07-26|Check
1249|None|298|595|2023-04-04|2023-04-19|249.01|Paid|2023-04-17|ACH Transfer
1250|None|633|1667|2023-11-12|2023-12-12|833.18|Paid|2023-11-17|Check
1251|None|633|1811|2023-10-27|2023-11-11|1058.36|Paid|2023-11-20|Check
1252|None|785|1289|2025-03-24|2025-04-08|3464.3|Paid|2025-04-09|Wire
1253|1107|657|1594|2023-06-12|2023-06-27|858.73|Paid|2023-06-18|Credit Card
1254|960|512|1013|2023-06-13|2023-07-13|578.83|Paid|2023-07-07|Credit Card
1255|None|278|879|2024-01-21|2024-02-05|2639.92|Overdue|N/A|N/A
1256|1093|510|257|2023-12-02|2024-01-01|1177.95|Paid|2023-12-28|Check
1257|None|244|111|2024-12-10|2024-12-25|1196.23|Paid|2024-12-25|Wire
1258|1115|145|1438|2025-04-05|2025-04-20|3785.0|Paid|2025-04-09|ACH Transfer
1259|143|130|603|2024-11-27|2024-12-27|645.4|Paid|2025-01-02|Wire
1260|None|527|1435|2021-01-22|2021-02-21|220.52|Overdue|N/A|N/A
1261|1115|145|821|2024-10-22|2024-11-06|323.63|Overdue|N/A|N/A
1262|122|400|643|2024-04-11|2024-05-11|222.38|Paid|2024-04-15|Credit Card
1263|None|606|157|2024-07-25|2024-08-09|2280.12|Paid|2024-08-04|ACH Transfer
1264|None|770|1087|2021-09-02|2021-09-17|253.66|Paid|2021-09-23|Wire
1265|None|544|1701|2023-12-26|2024-01-25|2616.86|Overdue|N/A|N/A
1266|335|518|163|2024-11-11|2024-11-26|300.24|Paid|2024-12-05|ACH Transfer
1267|229|719|1257|2023-09-26|2023-10-11|2326.93|Paid|2023-09-29|Credit Card
1268|114|120|909|2024-08-20|2024-09-19|2497.29|Paid|2024-09-19|Wire
1269|None|790|535|2022-08-26|2022-09-10|2979.54|Overdue|N/A|N/A
1270|None|500|150|2024-05-20|2024-06-19|1103.08|Paid|2024-06-08|Check
1271|None|55|1658|2022-08-02|2022-08-17|993.04|Paid|2022-08-05|ACH Transfer
1272|1152|497|1831|2024-05-19|2024-06-18|2459.15|Paid|2024-05-24|Check
1273|None|394|769|2025-04-13|2025-04-28|343.86|Upcoming|N/A|N/A
1274|None|778|255|2022-11-08|2022-12-08|143.59|Paid|2022-11-09|Credit Card
1275|691|782|55|2024-07-28|2024-08-12|156.56|Paid|2024-08-10|ACH Transfer
1276|None|633|1667|2023-11-18|2023-12-03|853.58|Paid|2023-12-05|Check
1277|None|260|1225|2022-01-20|2022-02-04|632.15|Paid|2022-02-02|Credit Card
1278|228|720|1038|2024-09-09|2024-09-24|267.83|Paid|2024-09-27|ACH Transfer
1279|None|508|1333|2022-03-15|2022-04-14|324.29|Paid|2022-03-20|Wire
1280|236|776|548|2025-02-11|2025-03-13|676.89|Overdue|N/A|N/A
1281|447|3|547|2022-06-20|2022-07-20|565.65|Overdue|N/A|N/A
1282|440|647|449|2024-11-24|2024-12-24|698.79|Paid|2024-11-30|ACH Transfer
1283|None|761|615|2022-05-18|2022-06-02|1201.85|Paid|2022-06-07|Check
1284|248|689|825|2024-06-26|2024-07-26|136.72|Paid|2024-07-02|ACH Transfer
1285|None|408|1550|2025-01-27|2025-02-11|1591.62|Paid|2025-02-20|Credit Card
1286|None|781|848|2024-04-22|2024-05-22|2938.49|Paid|2024-05-13|Credit Card
1287|1029|232|177|2024-11-19|2024-12-04|211.73|Paid|2024-12-12|Credit Card
1288|693|44|899|2025-03-05|2025-03-20|1980.53|Paid|2025-03-28|Wire
1289|758|249|1277|2022-03-07|2022-04-06|795.94|Overdue|N/A|N/A
1290|None|699|456|2025-02-28|2025-03-30|166.29|Paid|2025-03-15|ACH Transfer
1291|173|468|1920|2024-09-14|2024-09-29|246.58|Paid|2024-10-01|ACH Transfer
1292|506|777|1534|2025-04-12|2025-04-27|3071.99|Upcoming|N/A|N/A
1293|None|104|651|2022-10-01|2022-10-16|287.04|Paid|2022-10-11|Wire
1294|117|573|400|2023-07-13|2023-07-28|2758.2|Paid|2023-07-16|Credit Card
1295|None|435|1763|2021-10-18|2021-11-02|232.61|Paid|2021-11-07|Credit Card
1296|None|167|1955|2024-11-29|2024-12-29|1743.82|Paid|2024-12-07|Wire
1297|100|670|1778|2023-07-31|2023-08-15|171.8|Overdue|N/A|N/A
