ChangeOrderID|ProjectID|RequestDate|Type|Description|OriginalSpec|NewSpec|Amount|Status|TimelineImpactDays|ApprovedBy
731|1120|2023-11-06|Material Substitution|Material Substitution - Technical requirement|Limited zones|Enhanced system|5581.83|Approved|17|131
732|1198|2022-04-18|Additional Features|Additional Features - Technical requirement|Included materials|Enhanced system|6137.92|Pending|0|N/A
733|597|2022-06-15|Upgrade Components|Upgrade Components - Client request|Included materials|Enhanced system|43572.78|Approved|18|172
734|749|2021-08-29|Material Substitution|Material Substitution - Technical requirement|Standard components|Premium components|7942.77|Approved|13|140
735|838|2024-03-09|Additional Programming|Additional Programming - Designer specification|Included materials|Premium components|10108.71|Approved|3|16
736|54|2023-05-20|Design Change|Design Change - Designer specification|Basic system|Enhanced system|30654.04|Approved|0|57
737|519|2022-11-04|Additional Features|Additional Features - Designer specification|Limited zones|Premium components|20519.91|Approved|6|172
738|642|2025-02-08|Material Substitution|Material Substitution - Technical requirement|Standard components|Extended coverage|31290.89|Approved|10|124
739|219|2023-08-30|Design Change|Design Change - Unforeseen condition|Included materials|Enhanced system|6597.44|Rejected|0|N/A
740|1108|2021-07-15|Additional Features|Additional Features - Designer specification|Basic system|Premium components|48457.17|Approved|13|172
741|917|2023-11-10|Additional Features|Additional Features - Designer specification|Standard components|Premium components|15519.56|Approved|0|133
742|769|2022-03-28|Additional Features|Additional Features - Client request|Standard components|Extended coverage|27517.94|Approved|6|61
743|158|2025-01-05|Add Equipment|Add Equipment - Client request|Standard components|Extended coverage|18656.83|Approved|8|16
744|39|2023-12-17|Material Substitution|Material Substitution - Client request|Limited zones|Extended coverage|5582.58|Rejected|0|N/A
745|993|2021-09-27|Material Substitution|Material Substitution - Technical requirement|Standard components|Extended coverage|3869.59|Approved|13|131
746|58|2025-01-06|Design Change|Design Change - Designer specification|Limited zones|Enhanced system|15272.38|Approved|2|69
748|229|2023-12-30|Design Change|Design Change - Technical requirement|Standard components|Premium components|5005.65|Rejected|0|N/A
749|700|2022-01-27|Design Change|Design Change - Client request|Standard components|Extended coverage|14664.02|Approved|10|190
750|239|2023-10-01|Upgrade Components|Upgrade Components - Technical requirement|Included materials|Extended coverage|40630.1|Approved|7|190
751|837|2023-09-27|Material Substitution|Material Substitution - Technical requirement|Included materials|Premium components|18643.27|Approved|10|61
752|152|2022-07-29|Additional Programming|Additional Programming - Client request|Limited zones|Premium components|13832.98|Approved|19|56
753|241|2025-04-08|Material Substitution|Material Substitution - Unforeseen condition|Limited zones|Premium components|6799.84|Pending|0|N/A
754|398|2025-01-08|Add Zone Coverage|Add Zone Coverage - Designer specification|Basic system|Extended coverage|2659.86|Approved|3|9
755|161|2024-09-06|Design Change|Design Change - Unforeseen condition|Basic system|Enhanced system|24675.47|Approved|7|189
756|557|2024-06-11|Material Substitution|Material Substitution - Designer specification|Included materials|Extended coverage|12583.94|Pending|0|N/A
757|1074|2023-10-06|Upgrade Components|Upgrade Components - Designer specification|Basic system|Extended coverage|7540.68|Approved|7|56
758|199|2024-05-11|Additional Features|Additional Features - Unforeseen condition|Limited zones|Extended coverage|5645.45|Approved|14|189
759|1114|2021-08-19|Material Substitution|Material Substitution - Client request|Basic system|Extended coverage|2550.1|Pending|0|N/A
760|485|2025-04-02|Upgrade Components|Upgrade Components - Client request|Standard components|Enhanced system|12554.87|Pending|0|N/A
761|374|2024-01-04|Upgrade Components|Upgrade Components - Client request|Included materials|Extended coverage|28736.49|Approved|10|16
762|402|2021-12-28|Additional Features|Additional Features - Unforeseen condition|Limited zones|Upgraded materials|8354.56|Approved|8|16
763|532|2023-04-12|Material Substitution|Material Substitution - Client request|Basic system|Enhanced system|25431.21|Approved|12|9
764|451|2024-05-10|Upgrade Components|Upgrade Components - Client request|Standard components|Enhanced system|21526.78|Approved|17|61
765|882|2022-08-20|Add Equipment|Add Equipment - Designer specification|Basic system|Upgraded materials|11286.04|Approved|9|54
766|411|2021-06-14|Additional Features|Additional Features - Unforeseen condition|Included materials|Premium components|1683.57|Approved|5|172
767|1196|2021-06-08|Material Substitution|Material Substitution - Client request|Standard components|Extended coverage|16998.7|Approved|2|57
768|561|2025-01-29|Additional Programming|Additional Programming - Client request|Basic system|Extended coverage|41592.31|Approved|5|75
769|115|2024-03-05|Add Zone Coverage|Add Zone Coverage - Technical requirement|Included materials|Upgraded materials|10928.49|Pending|0|N/A
770|237|2023-02-09|Add Zone Coverage|Add Zone Coverage - Client request|Included materials|Upgraded materials|7324.8|Approved|2|185
771|336|2023-12-30|Additional Programming|Additional Programming - Client request|Limited zones|Upgraded materials|1207.66|Approved|6|133
772|782|2024-07-02|Additional Programming|Additional Programming - Designer specification|Included materials|Enhanced system|7725.15|Pending|0|N/A
773|337|2024-03-26|Upgrade Components|Upgrade Components - Designer specification|Included materials|Upgraded materials|18236.18|Approved|12|116
774|842|2022-02-19|Additional Features|Additional Features - Designer specification|Included materials|Extended coverage|9670.84|Rejected|0|N/A
775|260|2023-02-12|Add Equipment|Add Equipment - Unforeseen condition|Basic system|Upgraded materials|3514.11|Approved|20|133
776|439|2025-01-19|Additional Programming|Additional Programming - Designer specification|Basic system|Premium components|11617.44|Approved|9|141
777|17|2025-02-15|Add Zone Coverage|Add Zone Coverage - Designer specification|Limited zones|Enhanced system|20645.51|Pending|0|N/A
778|483|2021-11-28|Additional Programming|Additional Programming - Unforeseen condition|Limited zones|Premium components|10418.22|Approved|4|58
779|1166|2024-09-15|Material Substitution|Material Substitution - Client request|Limited zones|Premium components|7258.41|Pending|0|N/A
780|480|2025-01-18|Add Equipment|Add Equipment - Client request|Limited zones|Extended coverage|13156.12|Approved|1|106
781|1001|2022-05-21|Upgrade Components|Upgrade Components - Technical requirement|Basic system|Upgraded materials|16515.34|Approved|7|61
782|1071|2023-12-26|Material Substitution|Material Substitution - Technical requirement|Included materials|Upgraded materials|23974.01|Pending|0|N/A
783|320|2025-02-23|Material Substitution|Material Substitution - Client request|Standard components|Extended coverage|7191.08|Approved|14|16
784|130|2022-06-16|Upgrade Components|Upgrade Components - Designer specification|Included materials|Enhanced system|12264.47|Approved|13|116
785|184|2024-01-26|Additional Features|Additional Features - Designer specification|Basic system|Upgraded materials|9967.56|Approved|17|58
786|811|2023-07-15|Additional Features|Additional Features - Designer specification|Included materials|Premium components|12614.31|Pending|0|N/A
787|682|2021-08-27|Material Substitution|Material Substitution - Client request|Limited zones|Extended coverage|20195.75|Rejected|0|N/A
788|617|2023-12-13|Add Zone Coverage|Add Zone Coverage - Technical requirement|Standard components|Extended coverage|21418.99|Approved|6|116
789|107|2021-11-06|Material Substitution|Material Substitution - Technical requirement|Limited zones|Enhanced system|39075.0|Pending|0|N/A
790|969|2024-11-04|Material Substitution|Material Substitution - Designer specification|Limited zones|Extended coverage|35389.76|Approved|17|172
791|527|2024-02-11|Additional Programming|Additional Programming - Unforeseen condition|Limited zones|Upgraded materials|6405.97|Approved|7|3
792|542|2023-01-02|Add Zone Coverage|Add Zone Coverage - Client request|Basic system|Upgraded materials|34575.59|Approved|16|185
793|743|2022-05-17|Add Zone Coverage|Add Zone Coverage - Unforeseen condition|Basic system|Enhanced system|14627.68|Approved|12|69
794|861|2021-10-18|Add Equipment|Add Equipment - Unforeseen condition|Standard components|Enhanced system|6730.64|Pending|0|N/A
795|780|2024-05-18|Material Substitution|Material Substitution - Technical requirement|Basic system|Enhanced system|18068.63|Pending|0|N/A
796|407|2023-02-24|Material Substitution|Material Substitution - Designer specification|Standard components|Upgraded materials|10456.12|Rejected|0|N/A
797|997|2023-01-08|Add Equipment|Add Equipment - Technical requirement|Basic system|Extended coverage|14692.19|Approved|6|140
798|632|2024-03-13|Design Change|Design Change - Unforeseen condition|Limited zones|Premium components|1556.86|Approved|13|55
799|1075|2022-12-28|Add Zone Coverage|Add Zone Coverage - Unforeseen condition|Basic system|Upgraded materials|49706.75|Approved|3|61
800|359|2024-10-29|Additional Programming|Additional Programming - Client request|Limited zones|Extended coverage|19602.4|Approved|3|147
801|96|2024-08-16|Upgrade Components|Upgrade Components - Client request|Basic system|Extended coverage|3480.24|Approved|9|190
802|1054|2021-12-01|Add Equipment|Add Equipment - Client request|Included materials|Upgraded materials|15655.22|Approved|12|189
803|116|2023-06-26|Material Substitution|Material Substitution - Client request|Basic system|Premium components|7797.53|Rejected|0|N/A
804|1165|2023-03-20|Additional Programming|Additional Programming - Technical requirement|Limited zones|Extended coverage|2142.7|Approved|12|54
805|426|2021-11-04|Upgrade Components|Upgrade Components - Unforeseen condition|Limited zones|Premium components|4461.07|Approved|13|69
806|182|2025-04-02|Additional Programming|Additional Programming - Technical requirement|Limited zones|Enhanced system|2923.16|Pending|0|N/A
807|617|2023-09-22|Add Equipment|Add Equipment - Client request|Included materials|Extended coverage|11589.0|Pending|0|N/A
808|35|2025-02-27|Add Equipment|Add Equipment - Client request|Basic system|Extended coverage|16268.38|Approved|17|125
809|990|2021-05-10|Additional Features|Additional Features - Designer specification|Standard components|Premium components|2559.53|Pending|0|N/A
810|140|2022-06-30|Additional Programming|Additional Programming - Unforeseen condition|Limited zones|Premium components|39565.92|Approved|12|75
811|570|2023-04-27|Material Substitution|Material Substitution - Client request|Basic system|Enhanced system|18552.1|Rejected|0|N/A
812|145|2024-12-30|Additional Programming|Additional Programming - Client request|Standard components|Enhanced system|1247.32|Approved|20|147
813|483|2021-07-26|Add Equipment|Add Equipment - Technical requirement|Basic system|Extended coverage|6534.14|Approved|14|172
814|230|2024-10-17|Add Zone Coverage|Add Zone Coverage - Unforeseen condition|Included materials|Premium components|14131.85|Approved|19|125
815|86|2022-06-18|Additional Features|Additional Features - Unforeseen condition|Included materials|Premium components|17365.71|Pending|0|N/A
816|418|2024-01-29|Additional Programming|Additional Programming - Designer specification|Included materials|Upgraded materials|6009.0|Approved|3|109
817|139|2023-03-25|Upgrade Components|Upgrade Components - Technical requirement|Limited zones|Premium components|10731.16|Approved|12|56
818|1015|2023-04-24|Additional Programming|Additional Programming - Technical requirement|Limited zones|Upgraded materials|3234.2|Approved|3|56
819|913|2023-03-04|Add Zone Coverage|Add Zone Coverage - Designer specification|Included materials|Premium components|3331.77|Approved|3|75
820|97|2023-06-20|Additional Programming|Additional Programming - Technical requirement|Included materials|Enhanced system|7800.68|Approved|5|55
821|1029|2025-03-27|Additional Programming|Additional Programming - Technical requirement|Included materials|Premium components|2912.59|Pending|0|N/A
822|46|2023-06-13|Add Equipment|Add Equipment - Client request|Basic system|Enhanced system|18432.95|Approved|12|164
823|526|2024-11-16|Add Zone Coverage|Add Zone Coverage - Client request|Included materials|Extended coverage|18673.15|Approved|11|185
824|907|2024-03-10|Upgrade Components|Upgrade Components - Designer specification|Included materials|Enhanced system|45156.45|Approved|10|106
825|461|2021-06-02|Design Change|Design Change - Client request|Basic system|Upgraded materials|3651.45|Approved|13|172
826|908|2021-09-21|Additional Programming|Additional Programming - Unforeseen condition|Basic system|Extended coverage|16288.82|Approved|0|21
827|287|2022-12-23|Additional Features|Additional Features - Client request|Basic system|Extended coverage|38010.37|Approved|1|189
828|935|2023-09-29|Add Zone Coverage|Add Zone Coverage - Technical requirement|Basic system|Enhanced system|1034.02|Pending|0|N/A
829|744|2021-06-14|Material Substitution|Material Substitution - Client request|Basic system|Premium components|23481.65|Approved|14|106
830|398|2024-11-17|Design Change|Design Change - Client request|Standard components|Premium components|2729.26|Approved|17|133
831|849|2024-06-19|Add Zone Coverage|Add Zone Coverage - Unforeseen condition|Basic system|Premium components|24976.71|Approved|1|125
832|822|2024-09-17|Design Change|Design Change - Client request|Basic system|Extended coverage|1029.08|Pending|0|N/A
833|78|2024-10-13|Upgrade Components|Upgrade Components - Client request|Included materials|Premium components|19252.91|Approved|3|116
834|1172|2025-04-06|Design Change|Design Change - Unforeseen condition|Included materials|Enhanced system|27670.83|Approved|11|9
835|150|2022-11-22|Additional Features|Additional Features - Client request|Limited zones|Extended coverage|13629.04|Approved|0|185
836|1168|2024-01-03|Additional Features|Additional Features - Designer specification|Standard components|Extended coverage|6443.11|Approved|9|106
837|1159|2025-02-21|Additional Features|Additional Features - Technical requirement|Limited zones|Extended coverage|27956.47|Rejected|0|N/A
838|183|2025-04-06|Design Change|Design Change - Client request|Included materials|Extended coverage|20951.45|Approved|16|196
839|806|2024-09-02|Additional Features|Additional Features - Client request|Included materials|Upgraded materials|2395.26|Approved|9|142
840|468|2025-02-23|Add Zone Coverage|Add Zone Coverage - Unforeseen condition|Basic system|Upgraded materials|26115.23|Approved|8|54
842|377|2023-11-26|Design Change|Design Change - Unforeseen condition|Included materials|Upgraded materials|8809.3|Approved|6|189
843|158|2025-02-01|Material Substitution|Material Substitution - Unforeseen condition|Limited zones|Extended coverage|21314.08|Approved|20|57
844|580|2023-01-26|Upgrade Components|Upgrade Components - Technical requirement|Included materials|Upgraded materials|25395.72|Rejected|0|N/A
845|699|2024-10-06|Design Change|Design Change - Client request|Included materials|Premium components|30800.29|Pending|0|N/A
846|858|2024-01-01|Add Equipment|Add Equipment - Technical requirement|Included materials|Upgraded materials|49513.35|Rejected|0|N/A
847|982|2024-10-22|Material Substitution|Material Substitution - Designer specification|Limited zones|Upgraded materials|17294.9|Approved|19|16
848|1147|2021-12-15|Additional Programming|Additional Programming - Technical requirement|Standard components|Upgraded materials|19571.47|Approved|4|58
849|315|2024-02-09|Add Equipment|Add Equipment - Technical requirement|Limited zones|Enhanced system|38294.73|Approved|0|147
850|965|2022-07-09|Add Equipment|Add Equipment - Designer specification|Included materials|Upgraded materials|6143.1|Approved|9|147
851|81|2021-11-01|Design Change|Design Change - Unforeseen condition|Limited zones|Enhanced system|38547.78|Approved|11|106
852|579|2025-02-24|Upgrade Components|Upgrade Components - Client request|Limited zones|Upgraded materials|9936.45|Approved|13|54
853|480|2024-08-23|Design Change|Design Change - Unforeseen condition|Limited zones|Premium components|13951.73|Rejected|0|N/A
854|185|2021-02-04|Material Substitution|Material Substitution - Unforeseen condition|Included materials|Enhanced system|16890.07|Approved|14|125
855|144|2021-03-28|Upgrade Components|Upgrade Components - Designer specification|Basic system|Upgraded materials|2010.1|Approved|10|124
856|258|2024-08-18|Upgrade Components|Upgrade Components - Technical requirement|Basic system|Enhanced system|12805.62|Approved|11|21
857|376|2023-09-14|Material Substitution|Material Substitution - Client request|Standard components|Extended coverage|5206.66|Approved|15|116
858|298|2022-02-22|Additional Features|Additional Features - Unforeseen condition|Included materials|Extended coverage|4389.41|Pending|0|N/A
859|167|2023-02-01|Material Substitution|Material Substitution - Designer specification|Limited zones|Enhanced system|46399.24|Rejected|0|N/A
860|680|2023-09-08|Design Change|Design Change - Technical requirement|Included materials|Enhanced system|5892.38|Approved|9|9
861|152|2022-08-04|Additional Programming|Additional Programming - Client request|Basic system|Upgraded materials|27767.96|Approved|8|164
862|759|2022-06-10|Add Equipment|Add Equipment - Technical requirement|Standard components|Extended coverage|34855.95|Approved|3|56
863|775|2024-05-21|Material Substitution|Material Substitution - Unforeseen condition|Basic system|Extended coverage|16213.09|Approved|3|75
864|1099|2022-11-27|Upgrade Components|Upgrade Components - Client request|Limited zones|Enhanced system|8393.99|Approved|19|58
865|528|2022-10-16|Add Equipment|Add Equipment - Technical requirement|Included materials|Extended coverage|3002.29|Rejected|0|N/A
866|1120|2023-11-30|Design Change|Design Change - Designer specification|Basic system|Extended coverage|13511.94|Approved|6|106
867|674|2022-07-24|Upgrade Components|Upgrade Components - Unforeseen condition|Standard components|Upgraded materials|11906.55|Approved|6|142
868|269|2023-02-22|Upgrade Components|Upgrade Components - Technical requirement|Limited zones|Premium components|3504.76|Pending|0|N/A
869|18|2024-12-30|Additional Programming|Additional Programming - Designer specification|Limited zones|Enhanced system|26217.11|Approved|0|185
870|533|2022-11-09|Additional Features|Additional Features - Technical requirement|Standard components|Premium components|5704.4|Approved|2|189
871|1176|2023-09-11|Upgrade Components|Upgrade Components - Designer specification|Basic system|Extended coverage|4795.46|Pending|0|N/A
872|579|2025-03-07|Material Substitution|Material Substitution - Unforeseen condition|Limited zones|Upgraded materials|1119.21|Approved|1|54
873|605|2025-01-30|Add Zone Coverage|Add Zone Coverage - Designer specification|Basic system|Upgraded materials|1046.75|Approved|1|3
874|1108|2021-07-08|Additional Programming|Additional Programming - Technical requirement|Limited zones|Upgraded materials|52048.46|Rejected|0|N/A
875|665|2024-06-14|Add Zone Coverage|Add Zone Coverage - Technical requirement|Standard components|Premium components|7800.42|Rejected|0|N/A
876|492|2023-06-24|Upgrade Components|Upgrade Components - Unforeseen condition|Standard components|Upgraded materials|6401.58|Approved|9|16
877|662|2024-08-23|Additional Programming|Additional Programming - Client request|Limited zones|Extended coverage|2545.21|Approved|12|57
878|230|2024-09-11|Add Equipment|Add Equipment - Unforeseen condition|Included materials|Premium components|21315.79|Approved|6|141
879|1112|2023-05-21|Additional Features|Additional Features - Unforeseen condition|Limited zones|Upgraded materials|596.64|Pending|0|N/A
880|743|2022-06-20|Additional Features|Additional Features - Designer specification|Basic system|Extended coverage|22167.63|Approved|1|61
881|759|2022-05-13|Upgrade Components|Upgrade Components - Client request|Basic system|Enhanced system|34250.2|Approved|5|172
882|256|2021-06-14|Design Change|Design Change - Unforeseen condition|Standard components|Enhanced system|3801.5|Approved|1|55
883|620|2024-02-02|Add Equipment|Add Equipment - Unforeseen condition|Included materials|Premium components|48282.71|Rejected|0|N/A
884|705|2024-02-07|Add Equipment|Add Equipment - Client request|Included materials|Premium components|3143.35|Approved|18|125
885|1087|2024-04-29|Add Zone Coverage|Add Zone Coverage - Client request|Limited zones|Upgraded materials|17190.56|Approved|8|3
886|637|2024-09-09|Upgrade Components|Upgrade Components - Designer specification|Basic system|Premium components|4548.25|Approved|11|9
887|102|2021-12-07|Design Change|Design Change - Client request|Included materials|Upgraded materials|23901.68|Approved|15|116
888|882|2022-03-24|Additional Programming|Additional Programming - Technical requirement|Limited zones|Enhanced system|3956.91|Approved|14|172
889|457|2022-03-23|Design Change|Design Change - Unforeseen condition|Included materials|Extended coverage|6790.45|Approved|14|69
890|295|2023-11-27|Material Substitution|Material Substitution - Client request|Limited zones|Premium components|1900.91|Approved|0|75
891|1018|2022-10-05|Add Equipment|Add Equipment - Client request|Included materials|Premium components|1422.67|Rejected|0|N/A
892|600|2023-06-17|Add Equipment|Add Equipment - Designer specification|Limited zones|Extended coverage|24684.28|Approved|0|190
893|4|2024-02-17|Material Substitution|Material Substitution - Unforeseen condition|Limited zones|Extended coverage|33568.83|Approved|17|140
894|1019|2021-11-23|Add Equipment|Add Equipment - Designer specification|Standard components|Enhanced system|17751.65|Pending|0|N/A
895|291|2023-07-03|Additional Programming|Additional Programming - Client request|Basic system|Upgraded materials|2981.37|Pending|0|N/A
896|617|2024-01-04|Design Change|Design Change - Technical requirement|Basic system|Extended coverage|23710.16|Approved|20|9
897|1136|2025-04-05|Add Zone Coverage|Add Zone Coverage - Client request|Included materials|Enhanced system|2867.4|Pending|0|N/A
898|660|2022-04-20|Design Change|Design Change - Designer specification|Standard components|Premium components|12672.01|Approved|11|185
899|1167|2023-12-23|Additional Programming|Additional Programming - Client request|Basic system|Enhanced system|33459.34|Approved|18|69
900|299|2025-01-06|Add Zone Coverage|Add Zone Coverage - Designer specification|Included materials|Extended coverage|3868.73|Approved|6|9
901|69|2023-12-27|Add Zone Coverage|Add Zone Coverage - Designer specification|Standard components|Enhanced system|1847.78|Approved|12|172
902|226|2022-02-20|Add Equipment|Add Equipment - Unforeseen condition|Included materials|Premium components|8581.89|Rejected|0|N/A
903|318|2023-02-11|Material Substitution|Material Substitution - Client request|Standard components|Enhanced system|9489.82|Approved|4|196
904|199|2022-11-22|Upgrade Components|Upgrade Components - Designer specification|Limited zones|Extended coverage|4616.3|Approved|17|131
905|1112|2023-04-18|Upgrade Components|Upgrade Components - Designer specification|Basic system|Extended coverage|876.19|Approved|18|54
906|1126|2024-04-27|Add Zone Coverage|Add Zone Coverage - Designer specification|Limited zones|Premium components|6127.35|Approved|13|116
907|730|2022-06-10|Add Zone Coverage|Add Zone Coverage - Technical requirement|Included materials|Extended coverage|14944.17|Approved|20|189
908|278|2023-09-26|Additional Features|Additional Features - Unforeseen condition|Limited zones|Premium components|13959.97|Approved|7|140
909|688|2025-01-20|Additional Programming|Additional Programming - Client request|Standard components|Extended coverage|36313.79|Approved|1|9
910|394|2024-12-08|Add Zone Coverage|Add Zone Coverage - Designer specification|Basic system|Upgraded materials|21980.14|Approved|11|116
911|349|2024-06-06|Design Change|Design Change - Unforeseen condition|Limited zones|Premium components|27517.93|Approved|13|196
912|1087|2024-03-19|Design Change|Design Change - Technical requirement|Basic system|Upgraded materials|6687.29|Approved|2|57
913|1015|2022-01-29|Additional Features|Additional Features - Technical requirement|Included materials|Extended coverage|15904.74|Approved|19|58
914|600|2023-02-07|Additional Programming|Additional Programming - Designer specification|Included materials|Extended coverage|22639.89|Approved|16|9
915|492|2023-07-29|Additional Features|Additional Features - Technical requirement|Included materials|Premium components|6464.96|Pending|0|N/A
916|871|2022-10-02|Design Change|Design Change - Technical requirement|Limited zones|Enhanced system|23825.81|Approved|3|169
917|664|2022-04-18|Design Change|Design Change - Unforeseen condition|Basic system|Enhanced system|28789.0|Approved|5|21
918|130|2022-06-29|Upgrade Components|Upgrade Components - Unforeseen condition|Basic system|Upgraded materials|13415.53|Approved|17|141
919|509|2021-07-07|Upgrade Components|Upgrade Components - Designer specification|Standard components|Extended coverage|10033.35|Approved|8|54
920|910|2025-02-01|Add Zone Coverage|Add Zone Coverage - Technical requirement|Limited zones|Upgraded materials|16168.29|Approved|3|169
921|263|2022-02-03|Additional Programming|Additional Programming - Technical requirement|Basic system|Extended coverage|9687.22|Approved|13|106
922|866|2024-09-06|Additional Features|Additional Features - Unforeseen condition|Basic system|Premium components|5267.97|Approved|12|57
923|976|2023-08-23|Material Substitution|Material Substitution - Designer specification|Limited zones|Upgraded materials|11762.73|Approved|9|109
924|1132|2025-03-22|Additional Features|Additional Features - Unforeseen condition|Basic system|Upgraded materials|33288.21|Approved|3|133
925|115|2023-12-18|Add Zone Coverage|Add Zone Coverage - Designer specification|Basic system|Premium components|11764.11|Approved|5|56
926|204|2024-10-04|Add Equipment|Add Equipment - Designer specification|Standard components|Premium components|11660.44|Rejected|0|N/A
927|250|2021-10-15|Design Change|Design Change - Client request|Limited zones|Enhanced system|25177.96|Pending|0|N/A
928|1123|2023-09-27|Add Equipment|Add Equipment - Designer specification|Limited zones|Extended coverage|6517.19|Approved|1|185
929|474|2023-11-11|Upgrade Components|Upgrade Components - Client request|Limited zones|Upgraded materials|8277.49|Approved|3|172
930|930|2021-08-17|Add Equipment|Add Equipment - Client request|Limited zones|Upgraded materials|43225.57|Approved|8|54
931|307|2021-03-04|Add Zone Coverage|Add Zone Coverage - Designer specification|Basic system|Enhanced system|8503.88|Pending|0|N/A
932|917|2023-11-18|Add Zone Coverage|Add Zone Coverage - Technical requirement|Basic system|Extended coverage|22760.32|Rejected|0|N/A
933|55|2023-12-16|Add Equipment|Add Equipment - Designer specification|Basic system|Upgraded materials|3156.45|Approved|2|57
934|879|2021-05-08|Add Equipment|Add Equipment - Technical requirement|Standard components|Extended coverage|3152.91|Rejected|0|N/A
935|958|2025-02-26|Add Equipment|Add Equipment - Designer specification|Standard components|Premium components|18958.33|Approved|13|131
936|7|2025-01-17|Add Zone Coverage|Add Zone Coverage - Technical requirement|Basic system|Extended coverage|4726.51|Approved|4|140
937|544|2025-03-31|Add Zone Coverage|Add Zone Coverage - Designer specification|Limited zones|Extended coverage|8374.44|Pending|0|N/A
938|313|2023-02-16|Additional Programming|Additional Programming - Unforeseen condition|Included materials|Premium components|26687.63|Pending|0|N/A
939|298|2021-12-28|Design Change|Design Change - Unforeseen condition|Limited zones|Enhanced system|7889.18|Approved|3|57
940|355|2023-12-05|Add Zone Coverage|Add Zone Coverage - Client request|Included materials|Extended coverage|28304.83|Approved|18|124
941|556|2024-03-16|Material Substitution|Material Substitution - Unforeseen condition|Basic system|Extended coverage|23956.32|Approved|7|116
942|590|2021-09-11|Add Equipment|Add Equipment - Designer specification|Standard components|Premium components|9574.22|Approved|3|3
943|798|2024-12-09|Material Substitution|Material Substitution - Unforeseen condition|Basic system|Upgraded materials|37526.08|Approved|13|142
944|980|2023-03-01|Upgrade Components|Upgrade Components - Unforeseen condition|Limited zones|Enhanced system|5715.1|Approved|19|164
945|229|2025-03-15|Additional Programming|Additional Programming - Client request|Basic system|Extended coverage|28354.31|Approved|15|164
946|621|2025-04-03|Add Zone Coverage|Add Zone Coverage - Client request|Included materials|Extended coverage|30911.48|Pending|0|N/A
947|1016|2022-10-20|Upgrade Components|Upgrade Components - Unforeseen condition|Basic system|Upgraded materials|21209.46|Approved|17|16
948|18|2024-12-15|Additional Features|Additional Features - Designer specification|Limited zones|Enhanced system|12644.91|Approved|15|142
949|695|2023-10-12|Upgrade Components|Upgrade Components - Unforeseen condition|Limited zones|Extended coverage|53458.1|Approved|15|164
950|783|2024-02-11|Additional Features|Additional Features - Client request|Standard components|Upgraded materials|4815.86|Rejected|0|N/A
951|391|2024-07-08|Add Zone Coverage|Add Zone Coverage - Designer specification|Standard components|Premium components|23575.44|Approved|1|75
952|581|2024-09-19|Additional Programming|Additional Programming - Client request|Limited zones|Premium components|11059.82|Approved|11|9
953|325|2025-01-14|Additional Programming|Additional Programming - Unforeseen condition|Basic system|Extended coverage|8234.32|Approved|12|57
954|1011|2022-08-21|Design Change|Design Change - Unforeseen condition|Included materials|Enhanced system|1788.93|Approved|20|9
955|750|2024-03-11|Add Equipment|Add Equipment - Designer specification|Basic system|Upgraded materials|28209.33|Approved|9|58
956|169|2023-11-23|Upgrade Components|Upgrade Components - Technical requirement|Limited zones|Extended coverage|12687.16|Approved|2|185
957|461|2021-04-26|Additional Programming|Additional Programming - Client request|Basic system|Enhanced system|4551.73|Approved|17|131
958|762|2024-08-15|Additional Programming|Additional Programming - Designer specification|Standard components|Enhanced system|9390.53|Pending|0|N/A
959|539|2023-05-10|Material Substitution|Material Substitution - Technical requirement|Included materials|Upgraded materials|15760.37|Approved|1|141
960|89|2023-01-29|Additional Features|Additional Features - Unforeseen condition|Included materials|Extended coverage|895.25|Rejected|0|N/A
961|689|2022-11-25|Design Change|Design Change - Unforeseen condition|Standard components|Extended coverage|42289.43|Pending|0|N/A
962|523|2024-01-19|Add Equipment|Add Equipment - Client request|Limited zones|Premium components|7464.82|Approved|8|164
963|1050|2025-04-03|Material Substitution|Material Substitution - Unforeseen condition|Included materials|Premium components|37877.33|Approved|2|116
964|521|2025-03-05|Material Substitution|Material Substitution - Technical requirement|Limited zones|Extended coverage|14229.33|Approved|0|141
965|199|2024-06-27|Design Change|Design Change - Designer specification|Included materials|Extended coverage|1075.24|Approved|5|185
966|832|2022-09-15|Design Change|Design Change - Technical requirement|Limited zones|Enhanced system|25071.88|Approved|14|189
967|85|2025-01-29|Additional Programming|Additional Programming - Technical requirement|Basic system|Upgraded materials|28769.14|Approved|13|169
968|877|2023-01-21|Upgrade Components|Upgrade Components - Unforeseen condition|Included materials|Enhanced system|14502.18|Approved|12|55
969|270|2024-08-03|Add Equipment|Add Equipment - Unforeseen condition|Basic system|Upgraded materials|746.59|Rejected|0|N/A
970|618|2023-11-21|Additional Features|Additional Features - Designer specification|Included materials|Premium components|9213.37|Approved|20|57
971|142|2023-11-28|Add Equipment|Add Equipment - Client request|Basic system|Upgraded materials|20145.15|Approved|3|16
972|1160|2023-05-05|Additional Features|Additional Features - Designer specification|Standard components|Enhanced system|7737.26|Approved|19|69
973|974|2023-07-27|Additional Programming|Additional Programming - Technical requirement|Included materials|Premium components|35508.63|Approved|20|141
974|137|2025-01-03|Add Zone Coverage|Add Zone Coverage - Client request|Limited zones|Extended coverage|35413.78|Approved|4|69
