EntryID|EmployeeID|Date|ServiceCallID|ProjectID|Category|RegularHours|OvertimeHours|TotalHours|Notes
25060|98|2024-05-03|None|690|Documentation|1.5|0|1.5|
25061|14|2021-12-16|None|597|Client Training|2.0|0|2.0|
25062|171|2023-12-12|None|190|Programming|3.3|0|3.3|
25063|78|2023-02-27|None|161|Documentation|2.0|0|2.0|
25064|181|2024-10-14|212|166|Maintenance|3.3|0|3.3|
25065|50|2024-08-27|None|1098|Wiring|5.3|0|5.3|
25066|44|2022-01-11|None|None|Training|1.3|0|1.3|
25067|45|2021-12-04|None|1048|Wiring|4.6|0|4.6|
25068|87|2022-02-23|None|667|Documentation|1.3|0|1.3|Completed phase ahead of schedule
25069|97|2022-04-25|None|808|Client Training|1.1|0|1.1|
25070|187|2021-12-07|None|844|Programming|6.9|0|6.9|
25071|156|2023-03-20|None|1189|Client Training|3.9|0|3.9|
25072|19|2024-01-10|None|570|Testing|4.5|0|4.5|
25073|102|2023-01-29|None|940|Programming|3.8|0|3.8|
25074|48|2022-12-01|None|536|Programming|4.5|0|4.5|
25075|70|2022-05-11|None|455|Documentation|0.8|0|0.8|
25076|6|2022-04-30|None|357|Client Training|3.4|0|3.4|
25077|41|2021-10-16|None|786|Programming|7.3|0|7.3|
25078|34|2021-01-20|None|233|Wiring|3.9|0|3.9|
25079|74|2022-04-17|None|135|Installation|7.0|0|7.0|Encountered unexpected issues
25080|178|2022-08-29|None|None|Travel|1.0|0|1.0|
25081|89|2024-01-31|None|108|Wiring|7.7|0|7.7|
25082|27|2024-01-04|None|264|Testing|7.4|0|7.4|
25083|102|2024-04-15|None|283|Project Management Task|1.9|0|1.9|
25084|101|2022-08-12|None|902|Project Management Task|3.7|0|3.7|
25085|161|2024-09-10|None|161|Testing|5.0|0|5.0|System testing OK
25086|163|2023-02-10|None|642|Testing|4.6|0|4.6|
25087|65|2021-05-21|None|947|Client Training|2.3|0|2.3|
25088|176|2022-12-29|None|None|Shop Work|1.7|0|1.7|
25089|170|2023-03-25|None|68|Project Management Task|2.8|0|2.8|
25090|160|2022-07-09|None|None|Internal Meeting|0.7|0|0.7|
25091|170|2023-11-17|None|642|Installation|4.7|0|4.7|
25092|1|2022-06-29|None|834|Project Management Task|1.3|0|1.3|Coordination meeting
25093|199|2021-09-11|None|228|Installation|4.4|0|4.4|
25094|159|2024-03-19|None|148|Project Management Task|2.5|0|2.5|Parts pickup
25095|102|2021-05-26|None|1077|Installation|3.5|0|3.5|
25096|197|2023-04-14|None|467|Project Management Task|3.5|0|3.5|
25097|93|2023-02-26|None|None|Internal Meeting|1.3|0|1.3|
25098|161|2022-06-08|None|299|Wiring|7.4|0|7.4|
25099|183|2023-06-16|None|242|Installation|4.4|0|4.4|
25100|105|2021-09-28|None|None|Sales Support|1.8|0|1.8|
25101|31|2025-04-03|None|1064|Programming|3.8|0|3.8|
25102|102|2022-09-25|None|1149|Testing|4.7|0|4.7|
25103|26|2022-12-27|None|929|Installation|3.9|0|3.9|
25104|32|2021-03-18|None|293|Programming|7.0|0|7.0|
25105|17|2023-10-13|None|395|Documentation|1.5|0|1.5|
25106|53|2022-05-27|None|None|Admin|1.5|0|1.5|Client requested additional work
25107|17|2022-04-04|None|609|Client Training|3.9|0|3.9|
25108|24|2021-06-04|None|746|Wiring|6.8|0|6.8|
25109|39|2024-12-19|None|316|Installation|3.8|0|3.8|
25110|97|2025-01-29|None|501|Installation|5.9|0|5.9|Parts pickup
25111|115|2025-02-24|None|1071|Wiring|3.7|0|3.7|
25112|159|2021-02-14|None|257|Documentation|1.8|0|1.8|
25113|2|2024-02-13|None|196|Client Training|2.7|0|2.7|
25114|111|2024-06-05|None|337|Documentation|0.7|0|0.7|
25115|94|2025-03-28|None|1132|Documentation|0.5|0|0.5|
25116|156|2021-10-04|None|1080|Testing|6.7|0|6.7|
25117|94|2021-10-08|None|682|Project Management Task|2.8|0|2.8|
25118|60|2023-12-08|None|195|Programming|7.8|0|7.8|
25119|152|2024-09-15|None|564|Installation|5.8|0|5.8|
25120|122|2023-06-12|None|None|Training|1.9|0|1.9|Completed phase ahead of schedule
25121|32|2023-09-22|None|557|Project Management Task|1.3|0|1.3|
25122|98|2021-02-20|None|251|Programming|5.3|0|5.3|
25123|24|2021-09-09|None|548|Documentation|0.8|0|0.8|
25124|168|2021-10-09|None|129|Client Training|1.9|0|1.9|
25125|122|2023-05-16|None|853|Client Training|3.7|0|3.7|Encountered unexpected issues
25126|118|2021-09-26|None|737|Installation|7.1|0|7.1|
25127|60|2023-01-11|None|None|Training|0.7|0|0.7|
25128|102|2022-07-16|None|274|Installation|6.2|0|6.2|Client requested additional work
25129|6|2024-06-04|None|272|Project Management Task|3.9|0|3.9|
25130|42|2025-03-07|None|597|Programming|7.0|0|7.0|
25131|29|2023-09-21|None|None|Sales Support|1.4|0|1.4|
25132|43|2022-05-18|None|667|Documentation|1.9|0|1.9|
25133|161|2022-09-07|None|512|Testing|4.5|0|4.5|
25134|136|2021-12-08|None|624|Programming|4.0|0|4.0|
25135|122|2024-08-23|None|None|Internal Meeting|1.9|0|1.9|
25136|44|2022-02-16|None|377|Testing|5.8|0|5.8|
25137|41|2023-10-04|None|918|Documentation|1.5|0|1.5|
25138|62|2024-03-24|None|1065|Installation|7.8|0|7.8|
25139|5|2023-04-05|None|None|Travel|0.6|0|0.6|
25140|161|2022-08-21|None|619|Client Training|1.5|0|1.5|
25141|155|2021-09-06|None|1171|Documentation|1.7|0|1.7|
25142|127|2021-06-08|None|779|Installation|6.2|0|6.2|
25143|42|2021-02-28|None|656|Documentation|1.6|0|1.6|
25144|155|2024-02-08|None|None|Sales Support|0.8|0|0.8|
25145|70|2022-04-04|None|227|Installation|6.6|0|6.6|
25146|102|2021-01-07|None|None|Admin|0.8|0|0.8|
25147|127|2023-12-18|None|809|Project Management Task|2.8|0|2.8|
25148|4|2024-05-11|None|1087|Project Management Task|3.1|0|3.1|
25149|43|2022-04-30|None|698|Project Management Task|1.8|0|1.8|
25150|159|2022-01-30|None|68|Programming|4.7|0|4.7|
25151|176|2025-03-10|None|454|Wiring|8|0|8.0|
25152|157|2021-08-01|None|293|Wiring|7.4|0|7.4|
25153|186|2022-05-07|None|513|Testing|5.6|0|5.6|
25154|99|2021-03-10|None|185|Client Training|3.2|0|3.2|
25155|174|2022-04-06|None|187|Testing|7.3|0|7.3|
25156|155|2023-01-24|None|199|Project Management Task|1.3|0|1.3|
25157|45|2023-08-06|None|853|Client Training|1.4|0|1.4|
25158|128|2021-01-13|None|None|Sales Support|1.7|0|1.7|
25159|136|2021-04-16|None|233|Project Management Task|1.6|0|1.6|Coordination meeting
25160|127|2022-04-27|None|1012|Testing|7.1|0|7.1|
25161|174|2022-11-19|None|1080|Installation|5.1|0|5.1|
25162|111|2024-09-25|None|212|Client Training|1.2|0|1.2|Client requested additional work
25163|14|2022-02-09|None|667|Project Management Task|1.5|0|1.5|
25164|91|2024-09-08|None|1170|Project Management Task|3.8|0|3.8|
25165|29|2025-04-02|None|468|Testing|5.5|0|5.5|
25166|2|2022-11-01|None|661|Wiring|7.4|0|7.4|
25167|31|2023-10-02|None|834|Testing|3.8|0|3.8|
25168|197|2021-01-20|None|233|Client Training|3.6|0|3.6|
25169|92|2022-08-22|None|783|Wiring|4.8|0|4.8|
25170|137|2022-05-02|None|None|Sales Support|2.0|0|2.0|
25171|10|2021-04-16|None|None|Admin|1.6|0|1.6|
25172|186|2024-01-30|None|671|Documentation|0.7|0|0.7|
25173|115|2024-09-01|None|161|Wiring|6.8|0|6.8|
25174|65|2021-05-31|None|None|Sales Support|0.8|0|0.8|
25175|171|2021-04-12|None|None|Sales Support|1.0|0|1.0|
25176|43|2023-08-09|None|191|Testing|3.4|0|3.4|
25177|187|2022-06-29|None|None|Shop Work|1.4|0|1.4|
25178|32|2024-03-07|None|233|Wiring|7.3|0|7.3|
25179|92|2022-10-25|None|802|Programming|8|0|8.0|Completed phase ahead of schedule
25180|98|2021-08-11|None|93|Wiring|6.6|0|6.6|
25181|161|2024-11-30|None|None|Admin|0.9|0|0.9|System testing OK
25182|66|2023-11-04|None|836|Installation|5.6|0|5.6|
25183|92|2025-03-04|None|1189|Testing|3.1|0|3.1|
25184|157|2021-03-26|None|701|Project Management Task|2.7|0|2.7|
25185|89|2022-02-25|None|994|Installation|3.6|0|3.6|
25186|154|2024-10-21|None|808|Client Training|3.2|0|3.2|
25187|95|2021-05-11|None|447|Installation|7.6|0|7.6|
25188|154|2023-08-14|None|264|Documentation|0.5|0|0.5|
25189|4|2021-12-23|None|566|Project Management Task|1.4|0|1.4|
25190|154|2024-01-29|None|568|Wiring|3.4|0|3.4|
25191|200|2022-11-30|None|686|Project Management Task|3.1|0|3.1|
25192|187|2022-05-20|None|626|Wiring|7.9|0|7.9|
25193|161|2022-08-29|None|852|Testing|7.5|0|7.5|
25194|29|2021-04-28|None|618|Wiring|3.4|0|3.4|
25195|29|2024-01-12|None|1121|Documentation|1.0|0|1.0|
25196|1|2021-04-26|None|35|Client Training|3.0|0|3.0|
25197|174|2024-06-18|None|826|Documentation|0.5|0|0.5|
25198|102|2024-08-12|None|520|Project Management Task|3.5|0|3.5|Encountered unexpected issues
25199|10|2024-04-13|None|619|Project Management Task|2.2|0|2.2|
25200|84|2025-02-12|None|946|Wiring|5.7|0|5.7|
25201|167|2023-08-20|None|783|Project Management Task|1.9|0|1.9|
25202|14|2021-03-23|None|1153|Installation|4.8|0|4.8|
25203|50|2022-03-19|None|836|Programming|6.9|0|6.9|System testing OK
25204|159|2021-03-15|None|618|Documentation|2.0|0|2.0|
25205|59|2021-08-13|None|None|Admin|0.6|0|0.6|
25206|91|2021-06-12|None|389|Installation|3.6|0|3.6|
25207|36|2021-10-17|None|None|Training|1.8|0|1.8|
25208|173|2023-04-12|None|531|Programming|5.0|0|5.0|
25209|132|2022-07-06|None|None|Shop Work|2.0|0|2.0|
25210|99|2021-12-19|None|293|Wiring|4.8|0|4.8|
25211|30|2022-07-13|None|541|Programming|5.7|0|5.7|
25212|39|2024-04-14|None|500|Documentation|1.5|0|1.5|
25213|96|2023-09-17|None|77|Client Training|1.5|0|1.5|
25214|127|2021-09-27|None|988|Testing|6.1|0|6.1|
25215|4|2024-06-09|None|187|Wiring|5.3|0|5.3|
25216|41|2023-05-31|None|154|Wiring|6.9|0|6.9|
25217|67|2021-10-25|None|999|Client Training|3.5|0|3.5|
25218|72|2021-04-12|None|744|Installation|5.6|0|5.6|
25219|46|2022-06-21|None|674|Wiring|3.3|0|3.3|
25220|4|2023-03-25|None|None|Shop Work|0.9|0|0.9|
25221|197|2023-08-17|None|976|Client Training|3.0|0|3.0|
25222|144|2022-05-11|None|1001|Client Training|2.3|0|2.3|
25223|87|2022-03-17|None|233|Installation|4.6|0|4.6|Client requested additional work
25224|180|2021-08-04|None|None|Travel|1.4|0|1.4|
25225|182|2023-09-15|None|None|Travel|0.9|0|0.9|
25226|24|2022-09-25|None|728|Documentation|1.4|0|1.4|
25227|72|2024-03-27|None|129|Wiring|6.5|0|6.5|
25228|85|2023-04-04|None|965|Wiring|5.5|0|5.5|
25229|85|2022-12-06|None|None|Admin|0.8|0|0.8|
25230|8|2024-08-31|None|299|Programming|5.6|0|5.6|Encountered unexpected issues
25231|183|2024-11-07|None|497|Project Management Task|1.5|0|1.5|
25232|30|2021-11-04|None|999|Project Management Task|3.1|0|3.1|
25233|126|2023-09-29|None|614|Wiring|5.4|0|5.4|
25234|100|2022-03-11|None|298|Testing|7.8|0|7.8|
25235|34|2024-11-11|None|877|Documentation|1.9|0|1.9|
25236|134|2024-10-21|None|1072|Documentation|1.1|0|1.1|
25237|167|2024-05-27|None|548|Installation|6.6|0|6.6|
25238|102|2022-03-30|None|507|Programming|5.0|0|5.0|
25239|137|2024-02-25|None|1071|Installation|8|0|8.0|
25240|83|2021-11-15|None|233|Installation|3.6|0|3.6|
25241|122|2021-05-09|None|132|Installation|6.4|0|6.4|
25242|96|2024-06-06|1313|224|Maintenance|1.2|0|1.2|
25243|59|2022-12-02|None|293|Documentation|0.9|0|0.9|
25244|166|2024-07-31|None|625|Project Management Task|3.5|0|3.5|
25245|6|2022-01-25|None|None|Shop Work|0.6|0|0.6|
25246|87|2021-09-30|None|749|Project Management Task|1.8|0|1.8|
25247|102|2021-07-08|None|256|Project Management Task|1.5|0|1.5|
25248|183|2023-02-19|None|1174|Project Management Task|3.4|0|3.4|
25249|180|2022-01-10|None|None|Admin|1.3|0|1.3|
25250|114|2021-11-04|None|None|Internal Meeting|1.4|0|1.4|
25251|65|2024-08-22|None|52|Testing|5.0|0|5.0|Parts pickup
25252|31|2021-01-27|None|None|Internal Meeting|0.8|0|0.8|
25253|22|2023-06-23|None|116|Project Management Task|2.5|0|2.5|
25254|34|2022-12-31|None|260|Testing|3.2|0|3.2|
25255|37|2024-03-22|None|289|Client Training|2.9|0|2.9|
25256|178|2023-12-19|None|1158|Installation|4.3|0|4.3|
25257|93|2022-07-24|None|806|Wiring|7.0|0|7.0|
25258|5|2024-08-04|None|808|Wiring|4.4|0|4.4|
25259|83|2022-06-07|None|907|Project Management Task|1.4|0|1.4|
25260|2|2023-02-16|None|None|Internal Meeting|1.4|0|1.4|
25261|138|2022-01-14|None|967|Programming|6.0|0|6.0|
25262|167|2024-07-12|None|1050|Client Training|1.1|0|1.1|
25263|127|2024-08-19|None|166|Installation|3.4|0|3.4|
25264|126|2024-07-19|None|687|Documentation|0.5|0|0.5|
25265|27|2024-12-01|None|None|Internal Meeting|0.7|0|0.7|
25266|92|2023-08-22|None|1184|Wiring|4.5|0|4.5|
25267|103|2022-05-14|None|83|Testing|6.8|0|6.8|
25268|99|2025-03-21|None|718|Installation|4.8|0|4.8|
25269|25|2024-05-14|None|1137|Project Management Task|3.6|0|3.6|
25270|194|2024-06-24|None|969|Project Management Task|1.2|0|1.2|
25271|144|2024-12-27|None|455|Documentation|0.9|0|0.9|
25272|97|2022-05-01|None|624|Project Management Task|1.0|0|1.0|System testing OK
25273|80|2024-06-19|None|1048|Documentation|0.9|0|0.9|
25274|200|2021-07-28|None|None|Sales Support|0.7|0|0.7|
25275|182|2023-02-05|None|135|Programming|6.9|0|6.9|
25276|5|2021-07-12|None|565|Wiring|7.3|0|7.3|
25277|17|2021-03-24|None|497|Documentation|1.1|0|1.1|
25278|126|2022-09-16|None|395|Testing|6.7|0|6.7|
25279|176|2021-03-13|None|1084|Wiring|7.9|0|7.9|
25280|53|2024-10-26|None|728|Documentation|1.0|0|1.0|
25281|46|2023-02-15|None|513|Programming|5.7|0|5.7|
25282|87|2023-07-18|None|None|Admin|1.2|0|1.2|
25283|44|2022-05-19|None|None|Training|0.8|0|0.8|
25284|136|2021-06-04|None|107|Client Training|3.1|0|3.1|
25285|182|2023-08-15|None|68|Documentation|1.6|0|1.6|
25286|1|2022-12-01|None|877|Project Management Task|2.0|0|2.0|
25287|105|2022-07-26|None|246|Client Training|1.3|0|1.3|
25288|14|2024-09-09|None|166|Client Training|3.1|0|3.1|
25289|132|2024-12-27|938|94|Troubleshooting|5.0|0|5.0|
25290|39|2024-12-07|None|793|Testing|5.8|0|5.8|
25291|95|2023-04-14|None|513|Testing|4.8|0|4.8|
25292|180|2025-02-28|None|1067|Installation|6.4|0|6.4|
25293|175|2022-06-23|None|768|Client Training|1.0|0|1.0|
25294|111|2023-09-23|None|161|Documentation|1.6|0|1.6|
25295|197|2023-03-01|None|39|Testing|4.0|0|4.0|
25296|183|2023-03-15|None|None|Internal Meeting|0.9|0|0.9|
25297|85|2023-10-02|None|299|Project Management Task|2.4|0|2.4|
25298|100|2021-01-12|None|185|Wiring|5.6|0|5.6|
25299|43|2023-11-10|None|148|Wiring|4.5|0|4.5|
25300|53|2024-09-11|None|None|Admin|1.9|0|1.9|
25301|122|2021-05-14|None|442|Programming|7.1|0|7.1|
25302|81|2021-02-22|None|None|Sales Support|0.7|0|0.7|
25303|144|2024-03-12|None|1087|Documentation|1.6|0|1.6|
25304|107|2023-06-07|None|None|Sales Support|1.6|0|1.6|
25305|120|2025-03-23|None|None|Sales Support|1.3|0|1.3|
25306|91|2022-04-14|None|584|Project Management Task|3.1|0|3.1|
25307|87|2023-12-16|619|None|System Check|0.9|0|0.9|
25308|170|2021-11-12|None|303|Client Training|3.0|0|3.0|
25309|96|2024-05-01|None|591|Documentation|2.0|0|2.0|
25310|161|2023-10-01|None|836|Wiring|4.4|0|4.4|
25311|40|2024-06-24|None|127|Programming|4.5|0|4.5|
25312|115|2022-05-02|None|39|Installation|3.6|0|3.6|
25313|122|2022-06-07|None|5|Wiring|7.3|0|7.3|
25314|23|2025-03-28|None|793|Project Management Task|3.1|0|3.1|
25315|165|2021-03-03|None|848|Documentation|1.1|0|1.1|
25316|85|2022-08-01|None|640|Testing|4.2|0|4.2|
25317|65|2024-02-25|None|445|Client Training|3.5|0|3.5|
25318|73|2024-07-03|None|1014|Client Training|2.4|0|2.4|
25319|104|2023-02-22|None|None|Sales Support|0.9|0|0.9|
25320|127|2022-07-07|None|676|Programming|7.0|0|7.0|
25321|72|2023-10-04|None|742|Wiring|4.7|0|4.7|
25322|174|2023-12-17|None|829|Testing|7.9|0|7.9|
25323|170|2025-03-11|None|85|Documentation|1.7|0|1.7|
25324|160|2024-03-10|None|None|Travel|1.5|0|1.5|Encountered unexpected issues
25325|50|2024-09-21|None|1009|Client Training|2.1|0|2.1|
25326|38|2021-10-25|None|737|Client Training|1.5|0|1.5|System testing OK
25327|84|2022-11-14|None|988|Testing|3.3|0|3.3|
25328|88|2021-06-20|None|5|Project Management Task|3.4|0|3.4|
25329|176|2021-08-14|None|227|Wiring|5.9|0|5.9|Encountered unexpected issues
25330|170|2022-11-25|None|406|Installation|4.0|0|4.0|
25331|178|2024-04-18|None|1184|Programming|4.3|0|4.3|
25332|93|2024-06-11|1855|677|Remote Support|1.2|0|1.2|
25333|47|2024-10-15|None|230|Installation|5.0|0|5.0|
25334|175|2023-12-11|None|499|Programming|5.8|0|5.8|
25335|62|2024-02-05|None|570|Programming|5.4|0|5.4|
25336|2|2023-01-29|None|None|Shop Work|1.1|0|1.1|
25337|102|2023-08-12|None|35|Client Training|3.6|0|3.6|
25338|40|2024-08-24|320|653|Remote Support|1.2|0|1.2|
25339|30|2021-08-14|None|227|Project Management Task|1.8|0|1.8|
25340|47|2025-02-23|None|664|Installation|3.4|0|3.4|
25341|126|2022-08-03|None|327|Wiring|4.3|0|4.3|
25342|107|2022-01-21|None|946|Programming|7.6|0|7.6|
25343|100|2024-10-19|None|None|Sales Support|1.9|0|1.9|
25344|73|2022-12-01|None|None|Internal Meeting|1.2|0|1.2|
25345|138|2023-03-22|None|362|Testing|3.6|0|3.6|
25346|74|2023-01-18|None|None|Admin|1.2|0|1.2|
25347|95|2024-08-10|None|883|Client Training|3.9|0|3.9|Client requested additional work
25348|98|2024-08-11|None|1098|Client Training|3.1|0|3.1|
25349|48|2024-01-13|None|None|Sales Support|1.7|0|1.7|
25350|192|2024-04-13|None|863|Testing|7.9|0|7.9|
25351|50|2023-04-20|None|835|Installation|7.3|0|7.3|
25352|4|2024-08-08|None|None|Travel|0.6|0|0.6|
25353|117|2022-06-01|None|834|Documentation|0.6|0|0.6|
25354|87|2024-02-24|None|646|Project Management Task|2.2|0|2.2|
25355|1|2022-07-14|None|834|Project Management Task|2.6|0|2.6|
25356|34|2022-11-13|None|227|Installation|4.2|0|4.2|
25357|81|2022-01-31|None|357|Installation|4.1|0|4.1|
25358|30|2024-04-24|None|454|Wiring|5.5|0|5.5|
25359|62|2022-08-24|None|463|Testing|4.0|0|4.0|
25360|132|2022-07-12|None|187|Documentation|0.9|0|0.9|
25361|84|2022-08-01|None|135|Client Training|2.3|0|2.3|
25362|87|2023-10-23|None|903|Documentation|1.0|0|1.0|
25363|168|2023-12-22|None|809|Client Training|2.8|0|2.8|
25364|74|2022-09-04|None|None|Internal Meeting|1.8|0|1.8|
25365|25|2025-02-24|None|14|Wiring|5.6|0|5.6|
25366|143|2022-09-17|None|242|Wiring|5.4|0|5.4|
25367|30|2022-09-15|None|1109|Project Management Task|2.7|0|2.7|
25368|137|2021-01-14|None|172|Programming|4.2|0|4.2|
25369|105|2022-11-30|None|624|Programming|7.0|0|7.0|Parts pickup
25370|50|2025-03-01|None|236|Project Management Task|2.9|0|2.9|
25371|11|2022-06-03|None|597|Wiring|5.0|0|5.0|
25372|90|2022-04-21|None|1080|Programming|4.2|0|4.2|
25373|95|2021-08-02|None|35|Programming|4.4|0|4.4|
25374|117|2021-09-23|307|None|Maintenance|2.5|0|2.5|
25375|163|2022-11-24|None|836|Client Training|1.1|0|1.1|
25376|187|2021-12-30|None|632|Testing|4.1|0|4.1|
25377|49|2025-03-16|None|977|Wiring|4.7|0|4.7|
25378|6|2022-12-22|None|83|Testing|7.6|0|7.6|
25379|92|2024-11-04|None|312|Wiring|3.4|0|3.4|Coordination meeting
25380|135|2023-06-29|None|312|Testing|6.4|0|6.4|
25381|95|2025-01-13|None|923|Installation|5.1|0|5.1|
25382|22|2022-04-01|None|853|Programming|3.0|0|3.0|
25383|156|2021-07-23|None|930|Installation|3.7|0|3.7|Coordination meeting
25384|59|2023-08-13|None|383|Programming|6.7|0|6.7|
25385|46|2022-09-09|None|808|Project Management Task|1.8|0|1.8|
25386|53|2024-09-03|None|None|Internal Meeting|1.2|0|1.2|
25387|153|2021-04-25|None|442|Wiring|5.1|0|5.1|
25388|72|2021-01-28|None|238|Testing|7.8|0|7.8|
25389|18|2022-12-18|None|419|Client Training|2.7|0|2.7|
25390|104|2025-02-04|None|1115|Testing|4.3|0|4.3|
25391|174|2022-04-04|None|None|Shop Work|1.1|0|1.1|
25392|187|2021-05-31|None|495|Testing|4.9|0|4.9|
25393|180|2021-12-24|None|698|Programming|3.2|0|3.2|
25394|105|2021-04-05|None|597|Wiring|5.5|0|5.5|
25395|143|2024-02-04|None|1068|Project Management Task|1.6|0|1.6|
25396|135|2023-08-08|None|1105|Installation|4.7|0|4.7|
25397|19|2024-08-19|None|148|Testing|3.5|0|3.5|
25398|47|2021-04-08|None|1028|Documentation|0.7|0|0.7|
25399|76|2021-08-03|None|None|Internal Meeting|1.4|0|1.4|
25400|8|2023-12-03|None|618|Project Management Task|1.7|0|1.7|
25401|24|2024-12-12|None|1136|Testing|4.3|0|4.3|
25402|90|2021-08-05|None|None|Shop Work|0.8|0|0.8|
25403|48|2024-10-21|None|1152|Documentation|1.1|0|1.1|
25404|175|2024-02-07|None|None|Admin|1.4|0|1.4|
25405|192|2022-12-01|None|661|Documentation|1.9|0|1.9|
25406|26|2023-12-16|None|1128|Wiring|4.1|0|4.1|
25407|4|2022-10-17|None|306|Client Training|2.9|0|2.9|
25408|156|2022-06-18|None|445|Testing|4.3|0|4.3|
25409|99|2022-04-16|None|795|Wiring|6.2|0|6.2|
25410|65|2021-08-23|None|147|Documentation|0.8|0|0.8|
25411|27|2021-04-27|None|256|Project Management Task|1.2|0|1.2|
25412|183|2022-03-15|None|293|Installation|6.9|0|6.9|
25413|41|2023-05-15|None|492|Wiring|5.0|0|5.0|
25414|145|2022-07-28|None|1048|Programming|3.9|0|3.9|
25415|26|2021-07-22|None|624|Wiring|3.6|0|3.6|
25416|98|2023-10-17|None|None|Admin|0.8|0|0.8|
25417|85|2025-03-04|None|549|Documentation|1.3|0|1.3|
25418|165|2022-08-12|None|451|Testing|7.3|0|7.3|Client requested additional work
25419|103|2022-12-07|None|661|Wiring|5.7|0|5.7|
25420|154|2024-02-06|None|269|Wiring|7.1|0|7.1|
25421|186|2023-06-13|None|1182|Project Management Task|2.5|0|2.5|
25422|5|2022-06-24|None|None|Internal Meeting|1.0|0|1.0|
25423|97|2021-01-05|None|495|Installation|6.7|0|6.7|
25424|41|2022-07-24|None|601|Programming|7.3|0|7.3|
25425|41|2025-02-14|1991|183|System Check|1.7|0|1.7|
25426|154|2022-04-25|None|1040|Wiring|4.1|0|4.1|
25427|163|2021-01-04|None|172|Wiring|4.5|0|4.5|
25428|143|2024-01-31|None|68|Wiring|7.7|0|7.7|
25429|87|2024-10-24|None|556|Installation|4.2|0|4.2|
25430|122|2022-04-04|None|676|Testing|4.3|0|4.3|
25431|6|2023-01-17|None|None|Training|1.7|0|1.7|
25432|66|2024-06-10|None|68|Wiring|7.9|0|7.9|
25433|102|2024-05-27|None|76|Installation|3.3|0|3.3|
25434|120|2023-06-12|None|518|Programming|4.4|0|4.4|
25435|80|2021-01-28|None|172|Project Management Task|3.2|0|3.2|
25436|85|2021-04-11|None|None|Shop Work|1.5|0|1.5|
25437|93|2024-07-16|None|270|Documentation|1.1|0|1.1|Parts pickup
25438|100|2025-02-15|None|196|Wiring|5.1|0|5.1|
25439|40|2021-01-03|None|495|Project Management Task|2.3|0|2.3|
25440|192|2023-12-15|None|161|Project Management Task|2.4|0|2.4|
25441|136|2022-04-25|None|1149|Installation|6.7|0|6.7|
25442|29|2021-02-03|None|238|Installation|5.3|0|5.3|
25443|117|2022-02-20|None|597|Installation|4.1|0|4.1|
25444|153|2021-06-24|None|1023|Documentation|1.5|0|1.5|
25445|176|2024-03-29|None|887|Documentation|1.3|0|1.3|
25446|84|2025-04-05|None|765|Installation|3.6|0|3.6|
25447|38|2022-12-16|None|894|Programming|7.7|0|7.7|
25448|98|2022-08-13|71|33|Remote Support|1.1|0|1.1|
25449|8|2021-08-14|None|455|Testing|5.7|0|5.7|
25450|37|2024-04-14|None|187|Client Training|1.0|0|1.0|
25451|6|2024-02-06|None|1120|Documentation|1.5|0|1.5|
25452|115|2021-08-08|None|483|Project Management Task|1.5|0|1.5|
25453|111|2021-03-03|None|228|Documentation|0.5|0|0.5|
25454|31|2021-02-26|None|None|Admin|1.5|0|1.5|
25455|71|2022-02-28|None|377|Documentation|1.8|0|1.8|
25456|154|2023-05-08|None|270|Wiring|4.0|0|4.0|
25457|95|2021-08-27|None|None|Travel|1.4|0|1.4|
25458|99|2024-05-31|None|591|Project Management Task|1.5|0|1.5|
25459|132|2025-03-03|None|868|Programming|6.6|0|6.6|
25460|101|2022-03-07|None|352|Project Management Task|1.5|0|1.5|Coordination meeting
25461|71|2021-06-18|None|None|Admin|1.8|0|1.8|
25462|159|2025-03-24|None|1068|Testing|5.7|0|5.7|
25463|36|2023-08-24|None|166|Client Training|2.2|0|2.2|
25464|192|2023-12-29|None|433|Client Training|3.5|0|3.5|
25465|167|2023-07-21|None|624|Documentation|1.2|0|1.2|
25466|47|2023-11-06|None|1102|Programming|4.8|0|4.8|
25467|46|2021-05-06|None|280|Documentation|1.2|0|1.2|
25468|145|2023-12-29|None|893|Testing|6.4|0|6.4|
25469|4|2021-11-14|None|None|Internal Meeting|1.2|0|1.2|
25470|50|2022-02-28|None|497|Installation|7.9|0|7.9|
25471|32|2022-04-13|None|None|Sales Support|1.7|0|1.7|
25472|1|2021-03-13|None|48|Installation|4.8|0|4.8|
25473|145|2021-09-21|None|891|Project Management Task|1.6|0|1.6|
25474|113|2021-03-11|None|447|Installation|5.6|0|5.6|
25475|99|2023-10-28|None|690|Installation|5.1|0|5.1|
25476|152|2023-11-22|None|816|Project Management Task|3.7|0|3.7|
25477|26|2021-02-26|None|144|Testing|5.5|0|5.5|
25478|89|2022-12-03|None|73|Client Training|3.7|0|3.7|
25479|67|2024-12-30|None|41|Documentation|0.7|0|0.7|
25480|175|2024-08-10|None|176|Project Management Task|1.4|0|1.4|Client requested additional work
25481|85|2022-12-14|None|1164|Testing|7.7|0|7.7|
25482|136|2021-10-02|None|None|Training|1.8|0|1.8|
25483|5|2021-04-05|None|1141|Testing|7.3|0|7.3|
25484|160|2025-01-22|None|786|Installation|7.7|0|7.7|
25485|128|2023-01-28|None|624|Client Training|3.1|0|3.1|
