ServiceID|CustomerID|ServiceType|RelatedProjectID|TechnicianID|DateStr|StartTime|EndTime|MaterialsCost|LaborHours|LaborCost|TotalCost|BilledAmount|SatisfactionScore|Priority|Resolution|ScheduledDate|ScheduledTime|ActualArrivalTime|ResponseTime|IssueCategory|FirstTimeFixStatus
1020|499|Troubleshooting|1072|60|2024-08-20|16:45|16:54|455.36|0.9|91.03|546.39|900.37|3|Standard|Followup Required|2024-08-18|12:00|13:30 (Late)|N/A|User Training|Yes
1438|145|Troubleshooting|1115|156|2025-03-29|14:15|17:30|1520.07|3.5|278.36|1798.4299999999998|3634.99|4|Standard|Followup Required|2025-03-29|08:00|08:15|1|Maintenance|Yes
1032|188|Troubleshooting|419|197|2024-10-19|11:30|12:42|169.06|1.7|183.51|352.57|523.69|3|Standard|Complete|2024-10-17|16:00|16:15 (Late)|N/A|Software|Yes
1427|600|Premium Maintenance|1103|166|2024-10-24|11:15|12:36|95.42|1.6|121.84|217.26|375.32|5|Standard|Complete|2024-10-22|11:00|11:30 (Late)|N/A|Hardware|No
993|757|Design Consultation|None|100|2024-11-20|08:15|09:36|0.0|1.6|144.66|144.66|203.85|4|Standard|Followup Required|2024-11-18|09:00|10:30 (Late)|N/A|User Training|Yes
1304|675|Premium Maintenance|None|119|2023-03-11|12:00|12:36|2.66|0.6|41.44|44.099999999999994|61.84|5|Emergency|Complete|2023-03-11|13:00|14:00 (Late)|N/A|Integration|Yes
1472|78|Design Consultation|366|102|2024-11-11|13:30|20:17|0.0|7.3|479.46|479.46|726.59|4|Standard|Complete|2024-11-10|08:00|09:15 (Late)|N/A|Integration|Yes
394|496|Design Consultation|None|120|2023-12-03|12:00|15:36|0.0|3.6|392.98|392.98|738.16|5|Standard|Complete|2023-11-30|15:00|16:30 (Late)|N/A|Maintenance|Yes
608|401|System Integration|140|102|2024-10-30|14:30|18:12|0.0|4.2|275.86|275.86|500.7|4|Standard|Complete|2024-10-30|12:00|13:30 (Late)|N/A|Integration|Yes
921|47|System Upgrade|1071|34|2022-06-14|09:00|10:23|767.36|1.4|72.48|839.84|1414.87|5|Standard|Complete|2022-06-12|15:00|16:30 (Late)|N/A|Software|Yes
976|544|Troubleshooting|None|200|2021-06-29|10:45|11:48|591.11|1.8|150.14|741.25|1104.93|4|Emergency|Complete|2021-06-29|09:00|10:45 (Late)|N/A|Maintenance|No
938|469|System Upgrade|94|132|2024-12-27|08:30|13:00|905.89|5.0|384.15|1290.04|2332.75|4|Standard|Complete|2024-12-27|08:00|09:45 (Late)|N/A|Integration|Yes
1085|793|Design Consultation|None|39|2024-03-12|12:00|16:24|0.0|4.4|254.41|254.41|408.65|5|Standard|Complete|2024-03-11|09:00|09:30 (Late)|N/A|Software|Yes
1717|648|Design Consultation|None|93|2022-06-16|09:15|09:48|0.0|0.8|70.1|70.1|116.89|3|Standard|Complete|2022-06-13|16:00|17:45 (Late)|N/A|Maintenance|Yes
1658|55|Troubleshooting|None|25|2022-07-31|15:00|17:17|323.56|2.3|163.65|487.21000000000004|948.66|3|Standard|Complete|2022-07-28|08:00|09:15 (Late)|N/A|User Training|Yes
1251|83|System Integration|858|36|2024-09-13|12:30|20:00|0.0|8.0|793.36|793.36|1454.56|5|Priority|Complete|2024-09-11|11:00|12:15 (Late)|N/A|Software|Yes
476|7|System Upgrade|723|99|2024-05-29|08:30|10:23|584.52|2.4|175.2|759.72|1625.9|5|Standard|Complete|2024-05-29|11:00|12:00 (Late)|N/A|Configuration|No
470|350|System Integration|None|74|2024-02-15|13:00|17:00|0.0|4.0|218.76|218.76|346.26|3|Standard|Complete|2024-02-14|10:00|11:00 (Late)|N/A|Configuration|No
475|644|System Upgrade|276|122|2024-04-09|10:30|11:11|1113.42|1.2|155.16|1268.5800000000002|1843.27|5|Standard|Followup Required|2024-04-08|08:00|08:45 (Late)|N/A|Network|Yes
1098|61|Design Consultation|845|117|2024-09-18|13:15|17:12|0.0|4.2|413.57|413.57|786.26|3|Standard|Complete|2024-09-16|09:00|09:45 (Late)|N/A|Configuration|Yes
1837|397|Custom Installation|None|72|2024-09-20|12:00|13:11|1188.88|1.2|108.06|1296.94|2078.82|4|Standard|Complete|2024-09-18|13:00|13:00 (Late)|N/A|Hardware|Yes
1391|761|Design Consultation|787|175|2024-08-01|09:15|10:36|0.0|1.6|130.69|130.69|234.49|4|Priority|Complete|2024-08-01|09:00|10:00 (Late)|N/A|User Training|Yes
882|311|Premium Maintenance|None|114|2021-06-19|13:30|17:05|64.61|4.1|262.65|327.26|533.38|3|Standard|Complete|2021-06-19|11:00|11:30 (Late)|N/A|User Training|No
213|462|Remote Support|None|173|2023-07-23|16:45|16:54|0.0|0.9|54.27|54.27|118.24|3|Standard|Followup Required|2023-07-23|16:00|17:30 (Late)|N/A|Software|No
361|322|Troubleshooting|None|7|2024-04-13|09:00|14:24|1218.96|5.4|488.59|1707.55|2832.91|3|Standard|Complete|2024-04-11|16:00|16:45 (Late)|N/A|Integration|No
623|255|System Integration|1028|36|2021-06-16|10:15|11:36|0.0|1.6|158.67|158.67|316.81|3|Standard|Complete|2021-06-15|09:00|09:15 (Late)|N/A|Software|Yes
386|784|Troubleshooting|882|136|2022-02-19|15:30|16:23|1107.2|1.4|120.67|1227.8700000000001|1770.36|5|Standard|Complete|2022-02-17|13:00|14:45 (Late)|N/A|Configuration|Yes
1044|490|System Upgrade|None|47|2023-03-06|14:30|18:24|1276.2|4.4|230.91|1507.1100000000001|3175.35|5|Emergency|Complete|2023-03-03|10:00|10:30 (Late)|N/A|Configuration|Yes
800|579|Premium Maintenance|None|4|2022-03-18|10:00|11:53|12.98|1.9|225.68|238.66|339.47|3|Standard|Complete|2022-03-15|12:00|13:15 (Late)|N/A|Network|Yes
1611|531|Remote Support|None|30|2024-03-02|12:30|16:17|0.0|4.3|412.24|412.24|743.37|4|Standard|Complete|2024-03-01|11:00|12:45 (Late)|N/A|Maintenance|No
1599|594|Custom Installation|None|76|2024-08-11|12:15|15:42|899.22|3.7|184.96|1084.18|1718.64|5|Standard|Complete|2024-08-11|09:00|09:30 (Late)|N/A|Integration|Yes
67|220|Troubleshooting|None|78|2023-05-03|13:45|13:36|1108.22|0.6|68.06|1176.28|2456.63|4|Standard|Complete|2023-05-02|12:00|12:15 (Late)|N/A|Software|Yes
1598|495|System Integration|None|135|2023-09-24|13:45|21:41|0.0|8.7|1064.62|1064.62|2204.06|3|Standard|Complete|2023-09-24|16:00|16:00|1|Software|No
1690|249|System Upgrade|758|72|2025-01-25|16:45|20:00|308.31|4.0|360.2|668.51|1090.44|4|Standard|Complete|2025-01-23|16:00|16:15 (Late)|N/A|Configuration|Yes
240|139|Custom Installation|842|10|2021-12-16|12:30|18:05|1027.63|6.1|492.15|1519.7800000000002|3197.55|5|Standard|Complete|2021-12-14|15:00|16:30 (Late)|N/A|Hardware|Yes
256|443|Custom Installation|1133|182|2025-02-19|14:45|14:48|58.63|0.8|42.95|101.58000000000001|186.91|4|Standard|Complete|2025-02-19|09:00|10:45 (Late)|N/A|Hardware|Yes
1088|96|Design Consultation|783|49|2021-11-12|08:45|10:53|0.0|2.9|231.77|231.77|355.23|5|Standard|Complete|2021-11-12|13:00|13:30 (Late)|N/A|Network|Yes
1276|371|System Upgrade|487|187|2025-04-05|15:00|15:30|1320.03|0.5|37.24|1357.27|2044.01|N/A|Standard|Complete|2025-04-05|08:00|09:30 (Late)|N/A|Hardware|Yes
1458|271|Premium Maintenance|None|17|2023-09-29|11:45|14:00|1.59|3.0|376.23|377.82|663.03|5|Standard|Complete|2023-09-27|15:00|15:15 (Late)|N/A|User Training|Yes
85|193|Troubleshooting|None|48|2025-03-06|08:45|10:36|395.59|2.6|149.47|545.06|775.38|4|Standard|Complete|2025-03-04|13:00|14:15 (Late)|N/A|Integration|Yes
1804|270|Premium Maintenance|None|78|2022-07-16|08:30|10:36|5.21|2.6|294.94|300.15|589.81|3|Standard|Complete|2022-07-13|08:00|09:30 (Late)|N/A|Maintenance|Yes
776|577|Troubleshooting|71|161|2022-07-02|13:15|14:11|1582.45|1.2|97.03|1679.48|3176.62|3|Standard|Complete|2022-07-01|08:00|09:15 (Late)|N/A|Network|Yes
1257|719|Custom Installation|229|11|2023-09-20|11:30|12:48|1316.71|1.8|133.51|1450.22|2230.1|3|Standard|Complete|2023-09-19|11:00|11:15 (Late)|N/A|User Training|Yes
1409|39|Custom Installation|None|8|2024-06-03|11:30|11:30|1381.67|0.5|41.51|1423.18|2922.62|3|Standard|Complete|2024-06-01|11:00|11:00 (Late)|N/A|User Training|Yes
864|65|Design Consultation|None|41|2021-03-04|13:45|15:00|0.0|2.0|183.48|183.48|378.69|4|Standard|Complete|2021-03-01|09:00|10:30 (Late)|N/A|Maintenance|Yes
150|500|Custom Installation|None|92|2024-05-16|11:45|14:42|318.03|3.7|219.15|537.18|1140.73|3|Standard|Complete|2024-05-13|14:00|14:15 (Late)|N/A|Configuration|Yes
319|553|Custom Installation|611|128|2024-08-27|16:00|17:53|240.35|1.9|115.6|355.95|691.64|5|Standard|Complete|2024-08-24|10:00|10:45 (Late)|N/A|Hardware|Yes
1575|236|Premium Maintenance|None|171|2023-03-04|12:00|12:42|92.81|0.7|59.83|152.64|307.32|4|Standard|Complete|2023-03-04|15:00|16:15 (Late)|N/A|Configuration|Yes
548|776|Premium Maintenance|236|160|2025-02-05|08:00|09:42|99.1|1.7|198.19|297.28999999999996|651.17|4|Standard|Followup Required|2025-02-03|16:00|17:00 (Late)|N/A|User Training|Yes
1861|539|Troubleshooting|None|5|2023-11-14|16:00|21:42|349.06|5.7|331.06|680.12|1232.08|4|Standard|Complete|2023-11-13|15:00|15:15 (Late)|N/A|Configuration|Yes
1289|785|Troubleshooting|None|59|2025-03-22|10:15|16:00|1325.79|6.0|504.54|1830.33|3392.17|4|Standard|Complete|2025-03-19|11:00|11:00 (Late)|N/A|Configuration|Yes
1680|678|Premium Maintenance|None|39|2023-06-02|12:30|19:35|106.16|7.6|439.43|545.59|939.26|3|Emergency|Complete|2023-06-01|11:00|11:15 (Late)|N/A|Maintenance|No
11|497|Remote Support|None|4|2025-01-02|10:45|13:30|0.0|3.5|415.73|415.73|807.52|3|Standard|Complete|2024-12-30|11:00|12:00 (Late)|N/A|Configuration|Yes
161|165|Troubleshooting|None|165|2022-08-19|15:15|16:42|270.48|1.7|151.27|421.75|920.59|3|Standard|Followup Required|2022-08-16|08:00|08:15 (Late)|N/A|Integration|Yes
986|376|Custom Installation|None|18|2023-04-23|11:30|12:23|1229.89|1.4|130.35|1360.24|2030.82|4|Standard|Complete|2023-04-22|10:00|10:15 (Late)|N/A|Integration|Yes
1136|26|Troubleshooting|None|7|2024-08-14|13:30|14:42|96.2|1.7|153.82|250.01999999999998|392.28|5|Standard|Complete|2024-08-13|13:00|14:30 (Late)|N/A|Network|Yes
1838|374|System Integration|None|39|2022-09-26|09:45|13:42|0.0|4.7|271.75|271.75|431.0|3|Standard|Complete|2022-09-24|14:00|15:15 (Late)|N/A|Software|No
1286|43|Design Consultation|None|59|2024-10-22|10:00|11:11|0.0|1.2|100.91|100.91|187.09|5|Standard|Complete|2024-10-21|11:00|12:45 (Late)|N/A|Maintenance|Yes
287|308|Troubleshooting|None|39|2023-10-24|14:15|15:36|619.55|1.6|92.51|712.06|1463.96|3|Standard|Followup Required|2023-10-23|16:00|16:00 (Late)|N/A|Configuration|Yes
1709|162|System Upgrade|None|143|2024-10-22|11:00|14:00|1494.82|3.0|337.8|1832.62|3916.25|3|Standard|Complete|2024-10-21|12:00|13:45 (Late)|N/A|Configuration|Yes
1004|252|System Upgrade|None|166|2024-01-24|14:30|18:00|213.72|4.0|304.6|518.32|804.6|3|Standard|Complete|2024-01-24|15:00|15:45 (Late)|N/A|Configuration|Yes
1695|724|Troubleshooting|60|197|2022-05-20|16:15|23:30|442.16|10.5|1133.48|1575.64|3382.13|5|Standard|Followup Required|2022-05-17|08:00|09:00 (Late)|N/A|Network|Yes
769|394|System Upgrade|None|94|2025-04-07|13:30|15:23|23.53|2.4|194.45|217.98|340.31|N/A|Standard|Complete|2025-04-05|14:00|15:15 (Late)|N/A|Network|Yes
341|399|Troubleshooting|508|167|2025-01-14|10:00|13:23|1189.85|3.4|294.03|1483.8799999999999|2791.79|3|Standard|Complete|2025-01-12|10:00|11:15 (Late)|N/A|Hardware|No
215|110|System Upgrade|None|127|2023-12-04|14:15|15:18|1607.25|1.3|105.77|1713.02|2848.41|3|Standard|Complete|2023-12-04|08:00|09:30 (Late)|N/A|Hardware|Yes
1551|240|System Upgrade|None|80|2023-04-22|16:30|23:17|660.34|7.3|494.94|1155.28|1775.75|3|Standard|Complete|2023-04-21|11:00|12:15 (Late)|N/A|Network|No
1624|574|Premium Maintenance|None|187|2023-02-02|13:00|15:36|94.53|2.6|193.65|288.18|576.96|3|Standard|Complete|2023-02-01|12:00|13:45 (Late)|N/A|Network|Yes
31|775|Troubleshooting|None|80|2021-01-24|13:15|18:35|855.26|5.6|379.68|1234.94|2592.06|3|Emergency|Complete|2021-01-24|11:00|12:45 (Late)|N/A|Maintenance|Yes
378|152|System Upgrade|57|103|2024-11-09|12:30|18:24|746.97|6.4|825.86|1572.83|2806.36|5|Standard|Complete|2024-11-08|11:00|12:15 (Late)|N/A|Network|No
1308|163|Design Consultation|None|53|2023-02-25|09:15|12:23|0.0|3.4|325.86|325.86|546.43|5|Priority|Complete|2023-02-23|16:00|17:15 (Late)|N/A|Configuration|Yes
1675|689|Custom Installation|248|115|2024-03-01|15:45|15:54|1269.16|0.9|76.37|1345.5300000000002|1992.44|4|Standard|Complete|2024-02-29|11:00|12:15 (Late)|N/A|User Training|Yes
615|761|Custom Installation|None|38|2022-05-11|12:45|14:23|451.97|2.4|170.71|622.6800000000001|1247.86|5|Emergency|Complete|2022-05-08|08:00|08:30 (Late)|N/A|Integration|No
1414|451|Design Consultation|811|163|2023-08-09|10:30|11:18|0.0|1.3|112.01|112.01|168.12|5|Standard|Complete|2023-08-08|12:00|13:45 (Late)|N/A|Configuration|Yes
996|391|System Integration|None|39|2024-08-30|16:15|17:11|0.0|1.2|69.38|69.38|137.28|4|Standard|Complete|2024-08-27|08:00|09:45 (Late)|N/A|Software|Yes
69|506|Design Consultation|280|94|2023-09-01|12:00|15:53|0.0|3.9|315.98|315.98|571.96|5|Standard|Complete|2023-08-29|14:00|14:00 (Late)|N/A|Maintenance|Yes
135|224|Custom Installation|762|74|2025-03-16|10:00|10:48|311.61|0.8|43.75|355.36|660.34|5|Standard|Complete|2025-03-13|08:00|08:00 (Late)|N/A|Network|Yes
849|752|Premium Maintenance|None|97|2024-09-25|08:30|08:48|102.42|0.8|75.28|177.7|365.65|4|Standard|Complete|2024-09-23|12:00|13:00 (Late)|N/A|Network|Yes
1059|45|System Integration|None|37|2021-02-18|15:30|16:42|0.0|1.7|104.79|104.79|170.51|4|Standard|Followup Required|2021-02-18|11:00|11:15|1|Maintenance|Yes
1994|485|Remote Support|None|62|2024-07-23|14:15|17:42|0.0|3.7|271.06|271.06|496.73|3|Standard|Complete|2024-07-20|12:00|12:00 (Late)|N/A|Hardware|Yes
1839|499|Custom Installation|1072|156|2023-06-21|08:45|09:36|891.25|1.6|127.25|1018.5|1939.16|4|Standard|Complete|2023-06-19|12:00|13:15 (Late)|N/A|Network|No
668|31|Premium Maintenance|161|18|2024-06-01|13:15|13:36|21.6|0.6|55.87|77.47|112.01|3|Standard|Complete|2024-05-31|11:00|11:30 (Late)|N/A|Maintenance|Yes
1320|369|Troubleshooting|1109|67|2024-09-27|10:00|12:00|624.96|2.0|163.44|788.4000000000001|1293.71|3|Standard|Complete|2024-09-25|10:00|11:00 (Late)|N/A|Hardware|Yes
1703|185|System Upgrade|None|91|2023-11-10|14:45|17:12|1605.92|3.2|406.91|2012.8300000000002|4369.73|3|Standard|Complete|2023-11-07|16:00|17:00 (Late)|N/A|User Training|Yes
771|660|Remote Support|None|194|2024-02-22|12:30|13:42|0.0|1.7|113.2|113.2|178.92|5|Priority|Complete|2024-02-20|08:00|08:30 (Late)|N/A|Network|Yes
1712|458|Design Consultation|910|22|2025-02-24|10:15|16:42|0.0|6.7|573.99|573.99|818.15|3|Standard|Complete|2025-02-22|09:00|10:45 (Late)|N/A|Configuration|Yes
1605|168|Troubleshooting|900|78|2024-10-13|14:30|15:36|255.66|1.6|181.5|437.15999999999997|820.21|4|Priority|Complete|2024-10-13|08:00|09:15 (Late)|N/A|Software|Yes
1631|749|System Integration|303|155|2022-01-31|08:30|15:35|0.0|7.6|747.23|747.23|1421.37|4|Standard|Complete|2022-01-30|09:00|09:45 (Late)|N/A|User Training|Yes
881|571|System Upgrade|None|11|2021-03-05|16:30|17:18|1487.2|1.3|96.42|1583.6200000000001|2599.47|5|Standard|Complete|2021-03-04|12:00|12:00 (Late)|N/A|Configuration|No
1294|419|System Upgrade|None|7|2023-02-04|13:45|14:53|744.9|1.9|171.91|916.81|1861.53|3|Standard|Followup Required|2023-02-01|12:00|13:15 (Late)|N/A|Software|Yes
311|623|Custom Installation|None|134|2022-04-28|08:45|09:36|913.32|1.6|116.48|1029.8|1718.79|3|Standard|Complete|2022-04-27|16:00|16:15 (Late)|N/A|Maintenance|Yes
97|421|Troubleshooting|None|104|2025-04-08|16:45|22:35|678.03|6.6|523.91|1201.94|2025.76|N/A|Standard|Complete|2025-04-05|12:00|13:00 (Late)|N/A|Software|Yes
280|404|System Integration|None|85|2022-06-08|15:15|16:53|0.0|1.9|124.32|124.32|243.41|4|Standard|Complete|2022-06-05|15:00|15:30 (Late)|N/A|Maintenance|Yes
1387|219|Remote Support|None|143|2021-07-14|15:00|18:23|0.0|3.4|382.84|382.84|683.63|4|Standard|Complete|2021-07-14|13:00|13:15|1|Software|Yes
1038|720|Remote Support|228|120|2024-09-07|16:15|17:42|0.0|1.7|185.57|185.57|271.6|3|Standard|Complete|2024-09-04|08:00|08:30 (Late)|N/A|Software|Yes
1653|245|Custom Installation|None|113|2023-06-12|13:00|14:30|1386.4|1.5|123.03|1509.43|2120.18|5|Standard|Followup Required|2023-06-09|14:00|14:45 (Late)|N/A|Network|Yes
359|794|System Upgrade|None|122|2023-04-13|09:30|12:12|26.54|3.2|413.76|440.3|798.15|4|Standard|Complete|2023-04-12|09:00|10:45 (Late)|N/A|Network|Yes
12|31|Troubleshooting|181|152|2024-12-25|13:00|15:00|108.65|2.0|158.84|267.49|574.24|5|Standard|Complete|2024-12-22|11:00|11:15 (Late)|N/A|User Training|Yes
134|600|Remote Support|1103|120|2024-07-10|16:45|17:11|0.0|1.2|130.99|130.99|283.16|4|Standard|Complete|2024-07-08|12:00|13:30 (Late)|N/A|Software|Yes
506|23|Premium Maintenance|None|5|2023-05-24|16:30|22:00|98.95|6.0|348.48|447.43|721.44|4|Standard|Complete|2023-05-21|16:00|17:15 (Late)|N/A|Configuration|No
212|138|Remote Support|166|181|2024-10-14|08:45|11:17|0.0|3.3|183.45|183.45|277.8|5|Standard|Complete|2024-10-11|09:00|09:45 (Late)|N/A|User Training|Yes
597|298|System Integration|655|78|2024-07-24|09:15|14:42|0.0|5.7|646.61|646.61|1177.68|4|Emergency|Complete|2024-07-24|12:00|12:45 (Late)|N/A|Maintenance|Yes
411|775|Custom Installation|None|50|2023-08-26|16:30|23:41|1117.82|10.7|1383.4|2501.2200000000003|5280.46|5|Standard|Complete|2023-08-25|10:00|11:45 (Late)|N/A|User Training|Yes
281|595|Remote Support|None|115|2021-03-20|14:30|15:42|0.0|1.7|144.26|144.26|284.26|3|Standard|Complete|2021-03-19|16:00|16:45 (Late)|N/A|Network|Yes
249|188|Premium Maintenance|419|104|2024-04-11|08:00|08:30|33.35|0.5|39.69|73.03999999999999|119.26|5|Standard|Complete|2024-04-10|14:00|15:30 (Late)|N/A|Maintenance|Yes
1797|704|Premium Maintenance|None|87|2022-04-16|08:30|08:36|2.96|0.6|56.43|59.39|119.51|3|Standard|Complete|2022-04-16|13:00|13:45 (Late)|N/A|Maintenance|Yes
653|450|System Integration|345|40|2022-11-01|13:45|14:11|0.0|1.2|132.95|132.95|228.32|3|Standard|Complete|2022-10-30|11:00|11:15 (Late)|N/A|Integration|Yes
1433|254|System Integration|None|53|2024-03-20|08:00|12:30|0.0|4.5|431.28|431.28|837.28|4|Standard|Complete|2024-03-20|11:00|11:45 (Late)|N/A|Software|No
593|602|Troubleshooting|365|5|2025-03-09|16:00|17:48|506.8|1.8|104.54|611.34|1333.01|3|Standard|Complete|2025-03-06|08:00|09:45 (Late)|N/A|Integration|Yes
441|563|Design Consultation|354|144|2023-04-01|12:45|13:00|0.0|1.0|111.66|111.66|183.13|5|Standard|Complete|2023-03-30|13:00|13:00 (Late)|N/A|Maintenance|Yes
1273|617|System Integration|None|137|2021-07-24|11:15|15:24|0.0|4.4|251.5|251.5|444.61|3|Standard|Complete|2021-07-24|10:00|11:30 (Late)|N/A|Integration|No
1560|241|Remote Support|703|62|2024-12-08|10:30|10:54|0.0|0.9|65.93|65.93|127.79|3|Standard|Complete|2024-12-07|14:00|14:00 (Late)|N/A|Network|Yes
957|639|Custom Installation|None|101|2022-08-06|14:15|20:24|718.98|6.4|700.99|1419.97|2152.8|5|Standard|Complete|2022-08-05|11:00|12:15 (Late)|N/A|User Training|No
123|304|System Upgrade|None|46|2023-02-02|09:00|12:12|1626.59|3.2|229.95|1856.54|3879.2|4|Standard|Complete|2023-01-31|14:00|15:45 (Late)|N/A|Software|Yes
1235|657|Premium Maintenance|207|118|2024-04-02|11:15|11:48|97.21|0.8|56.06|153.26999999999998|331.22|4|Standard|Complete|2024-04-01|14:00|15:00 (Late)|N/A|Integration|Yes
1261|703|Remote Support|1042|176|2025-03-24|09:15|12:17|0.0|3.3|367.65|367.65|807.18|5|Standard|Complete|2025-03-22|08:00|08:45 (Late)|N/A|Configuration|Yes
144|98|System Upgrade|None|39|2021-01-05|15:00|16:11|1178.82|1.2|69.38|1248.1999999999998|1865.05|5|Standard|Complete|2021-01-04|16:00|17:30 (Late)|N/A|Software|Yes
1949|714|System Integration|None|81|2023-12-29|15:00|19:00|0.0|4.0|355.4|355.4|617.87|3|Standard|Followup Required|2023-12-29|12:00|12:45 (Late)|N/A|Integration|Yes
988|489|System Integration|1176|32|2025-03-07|14:00|14:48|0.0|0.8|70.54|70.54|122.51|5|Standard|Complete|2025-03-07|12:00|13:00 (Late)|N/A|Network|Yes
448|501|Troubleshooting|128|24|2024-09-26|15:15|18:53|1225.09|3.9|282.63|1507.7199999999998|2578.03|5|Standard|Complete|2024-09-23|10:00|11:45 (Late)|N/A|Integration|Yes
210|765|System Integration|None|46|2021-10-19|16:15|21:24|0.0|5.4|388.04|388.04|603.1|4|Standard|Complete|2021-10-19|15:00|15:45 (Late)|N/A|Integration|Yes
721|637|Design Consultation|520|88|2022-02-12|14:00|15:36|0.0|1.6|152.54|152.54|259.19|3|Standard|Complete|2022-02-12|08:00|09:15 (Late)|N/A|User Training|No
1272|121|Troubleshooting|705|155|2024-09-18|11:30|12:11|1118.68|1.2|117.98|1236.66|2014.75|5|Standard|Complete|2024-09-17|16:00|16:45 (Late)|N/A|Configuration|Yes
390|358|Remote Support|460|156|2021-07-02|13:15|13:30|0.0|0.5|39.77|39.77|62.54|4|Standard|Complete|2021-07-02|10:00|11:45 (Late)|N/A|Software|Yes
261|263|Design Consultation|1030|70|2022-09-22|16:00|17:53|0.0|1.9|198.7|198.7|436.25|3|Standard|Complete|2022-09-22|08:00|09:30 (Late)|N/A|Hardware|Yes
132|343|System Upgrade|None|136|2021-05-09|09:30|10:30|1117.58|1.5|129.28|1246.86|2403.96|4|Standard|Complete|2021-05-06|08:00|08:00 (Late)|N/A|Software|No
935|503|System Upgrade|None|26|2021-03-20|10:00|13:23|59.84|3.4|379.03|438.87|628.78|3|Standard|Complete|2021-03-19|12:00|12:30 (Late)|N/A|User Training|Yes
1817|357|Troubleshooting|670|47|2024-04-29|11:30|16:42|41.37|5.7|299.14|340.51|655.53|5|Priority|Complete|2024-04-27|09:00|10:30 (Late)|N/A|Network|Yes
471|147|Remote Support|None|53|2023-06-01|10:00|10:36|0.0|0.6|57.5|57.5|102.49|4|Standard|Complete|2023-05-31|15:00|15:00 (Late)|N/A|Software|No
1517|189|Remote Support|None|36|2024-08-16|08:15|09:30|0.0|1.5|148.75|148.75|253.71|5|Standard|Complete|2024-08-13|09:00|09:15 (Late)|N/A|Hardware|Yes
1042|241|Premium Maintenance|None|76|2023-06-20|12:30|19:35|36.25|7.6|379.92|416.17|729.6|3|Standard|Complete|2023-06-19|12:00|12:00 (Late)|N/A|Maintenance|No
1141|788|System Integration|None|22|2023-12-12|08:45|12:35|0.0|4.6|394.08|394.08|833.73|5|Standard|Complete|2023-12-09|13:00|13:45 (Late)|N/A|Maintenance|Yes
321|667|Custom Installation|84|1|2022-03-19|12:30|14:17|1198.69|2.3|239.29|1437.98|3060.15|3|Standard|Complete|2022-03-18|13:00|14:45 (Late)|N/A|Configuration|Yes
840|753|Design Consultation|721|180|2024-04-12|15:00|15:36|0.0|0.6|58.38|58.38|86.13|5|Standard|Complete|2024-04-11|16:00|16:00 (Late)|N/A|Hardware|Yes
1766|92|System Upgrade|6|85|2024-05-29|11:15|18:42|368.42|7.7|503.81|872.23|1693.12|3|Standard|Complete|2024-05-29|14:00|15:45 (Late)|N/A|Hardware|Yes
643|400|System Integration|122|1|2024-04-08|12:00|13:00|0.0|1.0|104.04|104.04|213.26|3|Standard|Complete|2024-04-07|16:00|17:30 (Late)|N/A|Maintenance|Yes
1678|788|Custom Installation|None|128|2024-12-30|10:30|12:42|213.27|2.7|164.27|377.54|797.79|4|Standard|Complete|2024-12-27|12:00|12:00 (Late)|N/A|User Training|Yes
