TimelineEntryID|ProjectID|Milestone|EstimatedDate|ActualDate|Status|Notes
8424|1067|Final Walkthrough|2023-12-25|TBD|Pending|
8425|1068|Design Approval|2023-02-26|2023-03-08|Completed|Ahead of schedule
8426|1068|Materials Ordered|2023-03-12|2023-03-22|Completed|Slight delay - Materials
8427|1068|Rough-In Start|2023-04-02|2023-03-30|Completed|
8428|1068|Rough-In Complete|2023-04-21|2023-04-30|Completed|Slight delay - Materials
8429|1068|Trim-Out Start|2023-05-03|2023-05-04|Completed|
8430|1068|Trim-Out Complete|2023-05-21|2023-05-27|Completed|Slight delay - Materials
8431|1068|Programming Start|2023-05-30|2023-05-31|Completed|
8432|1068|Programming Complete|2023-06-18|2023-06-16|Completed|
8433|1068|Final Walkthrough|2023-06-27|2023-07-02|Completed|Slight delay - Materials
8434|1070|Design Approval|2023-01-24|2023-02-02|Completed|Delayed - Client Request
8435|1070|Materials Ordered|2023-02-09|2023-02-17|Completed|Delayed - Client Request
8436|1070|Rough-In Start|2023-02-20|2023-02-24|Completed|
8437|1070|Rough-In Complete|2023-03-14|2023-03-25|Completed|Delayed - Inspections
8438|1070|Trim-Out Start|2023-03-29|2023-04-06|Completed|Delayed - Inspections
8439|1070|Trim-Out Complete|2023-04-05|2023-04-12|Completed|
8440|1070|Programming Start|2023-04-25|2023-04-20|Completed|
8441|1070|Programming Complete|2023-05-05|2023-05-11|Completed|Delayed - Client Request
8442|1070|Final Walkthrough|2023-05-19|2023-05-23|Completed|
8443|1071|Design Approval|2021-09-28|2021-10-08|Completed|Ahead of schedule
8444|1071|Materials Ordered|2021-10-07|2021-10-11|Completed|Ahead of schedule
8445|1071|Rough-In Start|2021-10-20|2021-10-30|Completed|Slight delay - Materials
8446|1071|Rough-In Complete|2021-11-03|2021-10-30|Completed|
8447|1071|Trim-Out Start|2021-11-10|2021-11-14|Completed|Ahead of schedule
8448|1071|Trim-Out Complete|2021-11-18|2021-11-14|Completed|
8449|1071|Programming Start|2021-11-29|2021-11-24|Completed|
8450|1071|Programming Complete|2021-12-09|2021-12-17|Completed|Slight delay - Materials
8451|1071|Final Walkthrough|2021-12-27|2021-12-22|Completed|
8452|1072|Design Approval|2022-08-26|TBD|Pending|
8453|1072|Materials Ordered|2022-09-08|TBD|Pending|
8454|1072|Rough-In Start|2022-09-26|TBD|Pending|
8455|1072|Rough-In Complete|2022-10-07|TBD|Pending|
8456|1072|Trim-Out Start|2022-10-18|TBD|Pending|
8457|1072|Trim-Out Complete|2022-11-12|TBD|Pending|
8458|1072|Programming Start|2022-11-22|TBD|Pending|
8459|1072|Programming Complete|2022-12-08|TBD|Pending|
8460|1072|Final Walkthrough|2022-12-19|TBD|Pending|
8461|1073|Design Approval|2024-04-29|2024-05-09|Completed|Delayed - Materials
8462|1073|Materials Ordered|2024-05-09|2024-05-20|Completed|Delayed - Materials
8463|1073|Rough-In Start|2024-05-15|2024-05-23|Completed|
8464|1073|Rough-In Complete|2024-05-22|2024-05-25|Completed|
8465|1073|Trim-Out Start|2024-05-25|2024-05-31|Completed|Delayed - Client Request
8466|1073|Trim-Out Complete|2024-06-04|2024-05-31|Completed|
8467|1073|Programming Start|2024-06-08|2024-06-02|Completed|
8468|1073|Programming Complete|2024-06-17|2024-06-22|Completed|
8469|1073|Final Walkthrough|2024-06-22|2024-06-26|Completed|
8470|1074|Design Approval|2023-06-22|2023-06-28|Completed|Delayed - Materials
8471|1074|Materials Ordered|2023-07-05|2023-07-05|Completed|
8472|1074|Rough-In Start|2023-07-09|2023-07-05|Completed|
8473|1074|Rough-In Complete|2023-07-30|2023-08-07|Completed|Delayed - Inspections
8474|1074|Trim-Out Start|2023-08-05|2023-08-14|Completed|Delayed - Client Request
8475|1074|Trim-Out Complete|2023-08-19|2023-08-31|Completed|Delayed - Materials
8476|1074|Programming Start|2023-09-02|2023-09-06|Completed|
8477|1074|Programming Complete|2023-09-17|2023-09-12|Completed|
8478|1074|Final Walkthrough|2023-10-02|2023-09-30|Completed|
8479|1075|Design Approval|2022-10-08|2022-10-01|Completed|
8480|1075|Materials Ordered|2022-10-11|2022-10-14|Completed|
8481|1075|Rough-In Start|2022-10-19|2022-10-29|Completed|Delayed - Inspections
8482|1075|Rough-In Complete|2022-11-06|2022-11-04|Completed|
8483|1075|Trim-Out Start|2022-11-15|2022-11-09|Completed|
8484|1075|Trim-Out Complete|2022-11-22|2022-12-02|Completed|Delayed - Materials
8485|1075|Programming Start|2022-11-28|2022-12-10|Completed|Delayed - Client Request
8486|1075|Programming Complete|2022-12-14|2022-12-21|Completed|Delayed - Client Request
8487|1075|Final Walkthrough|2022-12-15|2022-12-25|Completed|
8488|1076|Design Approval|2024-08-11|2024-08-23|Completed|Delayed - Materials
8489|1076|Materials Ordered|2024-08-31|2024-09-11|Completed|Delayed - Materials
8490|1076|Rough-In Start|2024-09-17|2024-09-29|Completed|Delayed - Inspections
8491|1076|Rough-In Complete|2024-10-03|2024-10-06|Completed|
8492|1076|Trim-Out Start|2024-10-26|2024-11-04|Completed|Delayed - Inspections
8493|1076|Trim-Out Complete|2024-11-10|2024-11-21|Completed|Delayed - Materials
8494|1076|Programming Start|2024-11-29|2024-12-02|Completed|
8495|1076|Programming Complete|2024-12-24|2024-12-27|Completed|
8496|1076|Final Walkthrough|2025-01-16|2025-01-22|Completed|Delayed - Inspections
8497|1077|Design Approval|2021-05-04|2021-04-30|Completed|
8498|1077|Materials Ordered|2021-05-18|2021-05-30|Completed|Delayed - Inspections
8499|1077|Rough-In Start|2021-05-29|2021-06-07|Completed|Delayed - Client Request
8500|1077|Rough-In Complete|2021-06-11|2021-06-17|Completed|Delayed - Inspections
8501|1077|Trim-Out Start|2021-06-17|2021-07-01|Completed|Delayed - Inspections
8502|1077|Trim-Out Complete|2021-06-28|2021-07-02|Completed|
8503|1077|Programming Start|2021-07-13|2021-07-24|Completed|Delayed - Materials
8504|1077|Programming Complete|2021-07-17|2021-07-28|Completed|Delayed - Inspections
8505|1077|Final Walkthrough|2021-08-01|2021-08-01|Completed|
8506|1079|Design Approval|2022-07-26|TBD|Pending|
8507|1079|Materials Ordered|2022-07-27|TBD|Pending|
8508|1079|Rough-In Start|2022-08-12|TBD|Pending|
8509|1079|Rough-In Complete|2022-08-26|TBD|Pending|
8510|1079|Trim-Out Start|2022-08-27|TBD|Pending|
8511|1079|Trim-Out Complete|2022-09-16|TBD|Pending|
8512|1079|Programming Start|2022-09-25|TBD|Pending|
8513|1079|Programming Complete|2022-10-07|TBD|Pending|
8514|1079|Final Walkthrough|2022-10-09|TBD|Pending|
8515|1080|Design Approval|2021-07-10|2021-07-09|Completed|
8516|1080|Materials Ordered|2021-07-22|2021-07-28|Completed|Slight delay - Materials
8517|1080|Rough-In Start|2021-08-05|2021-08-08|Completed|
8518|1080|Rough-In Complete|2021-08-11|2021-08-09|Completed|
8519|1080|Trim-Out Start|2021-08-27|2021-09-02|Completed|Ahead of schedule
8520|1080|Trim-Out Complete|2021-09-05|2021-09-13|Completed|Slight delay - Materials
8521|1080|Programming Start|2021-09-22|2021-09-28|Completed|Slight delay - Materials
8522|1080|Programming Complete|2021-09-28|2021-10-03|Completed|Ahead of schedule
8523|1080|Final Walkthrough|2021-10-12|2021-10-07|Completed|
8524|1081|Design Approval|2025-03-13|TBD|Pending|
8525|1081|Materials Ordered|2025-04-04|TBD|Pending|
8526|1081|Rough-In Start|2025-04-16|TBD|Pending|
8527|1081|Rough-In Complete|2025-05-01|TBD|Pending|
8528|1081|Trim-Out Start|2025-05-16|TBD|Pending|
8529|1081|Trim-Out Complete|2025-06-04|TBD|Pending|
8530|1081|Programming Start|2025-06-27|TBD|Pending|
8531|1081|Programming Complete|2025-07-13|TBD|Pending|
8532|1081|Final Walkthrough|2025-07-27|TBD|Pending|
8533|1082|Design Approval|2021-07-11|2021-07-19|Completed|Delayed - Client Request
8534|1082|Materials Ordered|2021-07-23|2021-07-21|Completed|
8535|1082|Rough-In Start|2021-07-30|2021-07-24|Completed|
8536|1082|Rough-In Complete|2021-08-02|2021-08-12|Completed|Delayed - Client Request
8537|1082|Trim-Out Start|2021-08-18|2021-08-22|Completed|
8538|1082|Trim-Out Complete|2021-08-23|2021-09-04|Completed|Delayed - Inspections
8539|1082|Programming Start|2021-09-01|2021-09-08|Completed|Delayed - Client Request
8540|1082|Programming Complete|2021-09-02|2021-09-08|Completed|Delayed - Inspections
8541|1082|Final Walkthrough|2021-09-11|2021-09-10|Completed|
8542|1083|Design Approval|2024-11-09|2024-11-10|Completed|
8543|1083|Materials Ordered|2024-11-10|2024-11-15|Completed|Slight delay - Materials
8544|1083|Rough-In Start|2024-11-19|2024-11-28|Completed|Slight delay - Materials
8545|1083|Rough-In Complete|2024-11-23|2024-11-30|Completed|
8546|1083|Trim-Out Start|2024-11-27|2024-12-05|Completed|
8547|1083|Trim-Out Complete|2024-12-02|2024-12-10|Completed|Slight delay - Materials
8548|1083|Programming Start|2024-12-13|2024-12-21|Completed|Ahead of schedule
8549|1083|Programming Complete|2024-12-16|2024-12-24|Completed|
8550|1083|Final Walkthrough|2024-12-21|2024-12-27|Completed|
8551|1084|Design Approval|2021-03-23|2021-03-16|Completed|
8552|1084|Materials Ordered|2021-03-28|2021-03-26|Completed|
8553|1084|Rough-In Start|2021-04-04|2021-04-07|Completed|
8554|1084|Rough-In Complete|2021-04-10|2021-04-13|Completed|
8555|1084|Trim-Out Start|2021-04-29|2021-05-01|Completed|
8556|1084|Trim-Out Complete|2021-04-30|2021-05-05|Completed|
8557|1084|Programming Start|2021-05-08|2021-05-07|Completed|
8558|1084|Programming Complete|2021-05-19|2021-05-30|Completed|Delayed - Client Request
8559|1084|Final Walkthrough|2021-06-02|2021-06-05|Completed|
8560|1085|Design Approval|2025-04-03|2025-04-05|Completed|
8561|1085|Materials Ordered|2025-04-23|2025-04-24|Completed|
8562|1085|Rough-In Start|2025-05-08|2025-05-08|Completed|
8563|1085|Rough-In Complete|2025-05-28|2025-06-03|Completed|Delayed - Client Request
8564|1085|Trim-Out Start|2025-06-06|2025-06-03|Completed|
8565|1085|Trim-Out Complete|2025-06-29|2025-06-27|Completed|
8566|1085|Programming Start|2025-07-13|2025-07-18|Completed|
8567|1085|Programming Complete|2025-08-02|2025-08-01|Completed|
8568|1085|Final Walkthrough|2025-08-19|2025-09-01|Completed|Delayed - Materials
8569|1086|Design Approval|2022-09-23|2022-10-04|Completed|Delayed - Client Request
8570|1086|Materials Ordered|2022-10-04|2022-10-08|Completed|
8571|1086|Rough-In Start|2022-10-05|2022-10-09|Completed|
8572|1086|Rough-In Complete|2022-10-15|2022-10-22|Completed|Delayed - Inspections
8573|1086|Trim-Out Start|2022-10-20|2022-10-30|Completed|Delayed - Materials
8574|1086|Trim-Out Complete|2022-10-25|2022-11-08|Completed|Delayed - Inspections
8575|1086|Programming Start|2022-10-28|2022-11-11|Completed|Delayed - Client Request
8576|1086|Programming Complete|2022-11-06|2022-11-14|Completed|
8577|1086|Final Walkthrough|2022-11-10|2022-11-24|Completed|Delayed - Materials
8578|1087|Design Approval|2024-02-05|2024-02-10|Completed|
8579|1087|Materials Ordered|2024-02-08|2024-02-13|Completed|
8580|1087|Rough-In Start|2024-02-18|2024-02-26|Completed|Delayed - Inspections
8581|1087|Rough-In Complete|2024-02-22|2024-03-01|Completed|
8582|1087|Trim-Out Start|2024-03-09|2024-03-04|Completed|
8583|1087|Trim-Out Complete|2024-03-20|2024-04-01|Completed|Delayed - Client Request
8584|1087|Programming Start|2024-03-28|2024-04-02|Completed|
8585|1087|Programming Complete|2024-03-29|2024-04-06|Completed|
8586|1087|Final Walkthrough|2024-04-10|2024-04-12|Completed|
8587|1088|Design Approval|2024-02-08|2024-02-18|Completed|Slight delay - Materials
8588|1088|Materials Ordered|2024-02-15|2024-02-21|Completed|Slight delay - Materials
8589|1088|Rough-In Start|2024-02-28|2024-03-09|Completed|Slight delay - Materials
8590|1088|Rough-In Complete|2024-03-14|2024-03-24|Completed|Slight delay - Materials
8591|1088|Trim-Out Start|2024-03-27|2024-03-28|Completed|
8592|1088|Trim-Out Complete|2024-04-08|2024-04-11|Completed|
8593|1088|Programming Start|2024-04-24|2024-04-23|Completed|
8594|1088|Programming Complete|2024-05-12|2024-05-10|Completed|
8595|1088|Final Walkthrough|2024-05-26|2024-05-30|Completed|Ahead of schedule
8596|1089|Design Approval|2022-12-23|2022-12-25|Completed|
8597|1089|Materials Ordered|2022-12-25|2023-01-03|Completed|Delayed - Client Request
8598|1089|Rough-In Start|2022-12-31|2023-01-09|Completed|
8599|1089|Rough-In Complete|2023-01-16|2023-01-28|Completed|Delayed - Client Request
8600|1089|Trim-Out Start|2023-01-18|2023-01-31|Completed|
8601|1089|Trim-Out Complete|2023-01-30|2023-02-05|Completed|
8602|1089|Programming Start|2023-02-07|2023-02-14|Completed|Delayed - Client Request
8603|1089|Programming Complete|2023-02-13|2023-02-26|Completed|Delayed - Client Request
8604|1089|Final Walkthrough|2023-02-23|2023-03-02|Completed|Delayed - Client Request
8605|1090|Design Approval|2025-03-08|2025-03-17|Completed|Delayed - Materials
8606|1090|Materials Ordered|2025-03-12|2025-03-20|Completed|Delayed - Client Request
8607|1090|Rough-In Start|2025-03-25|2025-03-20|Completed|
8608|1090|Rough-In Complete|2025-03-31|2025-04-01|Completed|
8609|1090|Trim-Out Start|2025-04-01|2025-04-09|Completed|Delayed - Inspections
8610|1090|Trim-Out Complete|2025-04-16|2025-04-13|Completed|
8611|1090|Programming Start|2025-04-19|2025-04-25|Completed|Delayed - Client Request
8612|1090|Programming Complete|2025-04-21|2025-05-01|Completed|
8613|1090|Final Walkthrough|2025-05-01|2025-05-03|Completed|
8614|1091|Design Approval|2022-11-25|TBD|Pending|
8615|1091|Materials Ordered|2022-11-29|TBD|Pending|
8616|1091|Rough-In Start|2022-11-30|TBD|Pending|
8617|1091|Rough-In Complete|2022-12-04|TBD|Pending|
8618|1091|Trim-Out Start|2022-12-11|TBD|Pending|
8619|1091|Trim-Out Complete|2022-12-19|TBD|Pending|
8620|1091|Programming Start|2022-12-20|TBD|Pending|
8621|1091|Programming Complete|2022-12-25|TBD|Pending|
8622|1091|Final Walkthrough|2022-12-26|TBD|Pending|
8623|1092|Design Approval|2024-10-04|2024-10-14|Completed|Ahead of schedule
8624|1092|Materials Ordered|2024-10-20|2024-10-18|Completed|
8625|1092|Rough-In Start|2024-11-11|2024-11-07|Completed|
8626|1092|Rough-In Complete|2024-11-27|2024-12-07|Completed|Ahead of schedule
8627|1092|Trim-Out Start|2024-12-16|2024-12-17|Completed|
8628|1092|Trim-Out Complete|2024-12-26|2024-12-27|Completed|
8629|1092|Programming Start|2025-01-12|2025-01-18|Completed|Slight delay - Materials
8630|1092|Programming Complete|2025-01-24|2025-01-22|Completed|
8631|1092|Final Walkthrough|2025-02-10|2025-02-19|Completed|Slight delay - Materials
8632|1093|Design Approval|2023-07-16|2023-07-17|Completed|
8633|1093|Materials Ordered|2023-07-25|2023-07-28|Completed|
8634|1093|Rough-In Start|2023-07-31|2023-08-07|Completed|Delayed - Inspections
8635|1093|Rough-In Complete|2023-08-03|2023-08-10|Completed|
8636|1093|Trim-Out Start|2023-08-04|2023-08-13|Completed|
8637|1093|Trim-Out Complete|2023-08-12|2023-08-23|Completed|Delayed - Materials
8638|1093|Programming Start|2023-08-13|2023-08-27|Completed|
8639|1093|Programming Complete|2023-08-22|2023-08-31|Completed|
8640|1093|Final Walkthrough|2023-08-31|2023-09-02|Completed|
8641|1094|Design Approval|2023-07-10|TBD|Pending|
8642|1094|Materials Ordered|2023-07-20|TBD|Pending|
8643|1094|Rough-In Start|2023-08-07|TBD|Pending|
8644|1094|Rough-In Complete|2023-08-30|TBD|Pending|
8645|1094|Trim-Out Start|2023-09-14|TBD|Pending|
8646|1094|Trim-Out Complete|2023-09-28|TBD|Pending|
8647|1094|Programming Start|2023-10-17|TBD|Pending|
8648|1094|Programming Complete|2023-10-25|TBD|Pending|
8649|1094|Final Walkthrough|2023-11-16|TBD|Pending|
8650|1098|Design Approval|2024-07-24|2024-07-20|Completed|
8651|1098|Materials Ordered|2024-08-03|2024-08-05|Completed|
8652|1098|Rough-In Start|2024-08-07|2024-08-20|Completed|Delayed - Materials
8653|1098|Rough-In Complete|2024-08-12|2024-08-21|Completed|
8654|1098|Trim-Out Start|2024-08-20|2024-09-02|Completed|Delayed - Inspections
8655|1098|Trim-Out Complete|2024-08-30|2024-09-12|Completed|Delayed - Materials
8656|1098|Programming Start|2024-09-13|2024-09-15|Completed|
8657|1098|Programming Complete|2024-09-14|2024-09-18|Completed|
8658|1098|Final Walkthrough|2024-09-23|2024-09-20|Completed|
8659|1099|Design Approval|2022-07-25|2022-07-29|Completed|
8660|1099|Materials Ordered|2022-08-05|2022-08-16|Completed|Delayed - Materials
8661|1099|Rough-In Start|2022-08-20|2022-09-02|Completed|Delayed - Inspections
8662|1099|Rough-In Complete|2022-09-03|2022-09-09|Completed|
8663|1099|Trim-Out Start|2022-09-18|2022-09-23|Completed|
8664|1099|Trim-Out Complete|2022-09-25|2022-10-05|Completed|Delayed - Client Request
8665|1099|Programming Start|2022-10-16|2022-10-13|Completed|
8666|1099|Programming Complete|2022-10-28|2022-10-27|Completed|
8667|1099|Final Walkthrough|2022-11-13|2022-11-14|Completed|
8668|1100|Design Approval|2022-10-11|2022-10-16|Completed|Slight delay - Materials
8669|1100|Materials Ordered|2022-10-19|2022-10-29|Completed|Ahead of schedule
8670|1100|Rough-In Start|2022-11-09|2022-11-08|Completed|
8671|1100|Rough-In Complete|2022-11-23|2022-11-30|Completed|Slight delay - Materials
8672|1100|Trim-Out Start|2022-12-14|2022-12-20|Completed|Slight delay - Materials
8673|1100|Trim-Out Complete|2023-01-03|2023-01-06|Completed|
8674|1100|Programming Start|2023-01-15|2023-01-13|Completed|
8675|1100|Programming Complete|2023-02-07|2023-02-05|Completed|
8676|1100|Final Walkthrough|2023-02-15|2023-02-12|Completed|
8677|1101|Design Approval|2024-09-14|TBD|Pending|
8678|1101|Materials Ordered|2024-09-23|TBD|Pending|
8679|1101|Rough-In Start|2024-10-08|TBD|Pending|
8680|1101|Rough-In Complete|2024-10-09|TBD|Pending|
8681|1101|Trim-Out Start|2024-10-19|TBD|Pending|
8682|1101|Trim-Out Complete|2024-11-01|TBD|Pending|
8683|1101|Programming Start|2024-11-02|TBD|Pending|
8684|1101|Programming Complete|2024-11-20|TBD|Pending|
8685|1101|Final Walkthrough|2024-11-27|TBD|Pending|
8686|1102|Design Approval|2023-09-07|2023-09-19|Completed|Delayed - Materials
8687|1102|Materials Ordered|2023-09-29|2023-10-06|Completed|Delayed - Materials
8688|1102|Rough-In Start|2023-10-04|2023-10-08|Completed|
8689|1102|Rough-In Complete|2023-10-21|2023-10-16|Completed|
8690|1102|Trim-Out Start|2023-11-02|2023-11-01|Completed|
8691|1102|Trim-Out Complete|2023-11-16|2023-11-12|Completed|
8692|1102|Programming Start|2023-11-29|2023-11-24|Completed|
8693|1102|Programming Complete|2023-12-20|2023-12-24|Completed|
8694|1102|Final Walkthrough|2023-12-30|2023-12-30|Completed|
8695|1103|Design Approval|2023-11-16|2023-11-25|Completed|Slight delay - Materials
8696|1103|Materials Ordered|2023-12-01|2023-12-11|Completed|Ahead of schedule
8697|1103|Rough-In Start|2023-12-08|2023-12-17|Completed|Slight delay - Materials
8698|1103|Rough-In Complete|2023-12-26|2023-12-26|Completed|
8699|1103|Trim-Out Start|2024-01-16|2024-01-14|Completed|
8700|1103|Trim-Out Complete|2024-01-28|2024-01-29|Completed|
8701|1103|Programming Start|2024-02-12|2024-02-21|Completed|Slight delay - Materials
8702|1103|Programming Complete|2024-03-01|2024-03-10|Completed|Ahead of schedule
8703|1103|Final Walkthrough|2024-03-10|2024-03-15|Completed|Slight delay - Materials
8704|1104|Design Approval|2022-11-03|2022-11-11|Completed|Delayed - Inspections
8705|1104|Materials Ordered|2022-11-09|2022-11-19|Completed|Delayed - Inspections
8706|1104|Rough-In Start|2022-11-24|2022-11-22|Completed|
8707|1104|Rough-In Complete|2022-12-11|2022-12-10|Completed|
8708|1104|Trim-Out Start|2022-12-22|2023-01-04|Completed|Delayed - Materials
8709|1104|Trim-Out Complete|2023-01-05|2023-01-16|Completed|Delayed - Inspections
8710|1104|Programming Start|2023-01-27|2023-01-31|Completed|
8711|1104|Programming Complete|2023-02-11|2023-02-05|Completed|
8712|1104|Final Walkthrough|2023-02-22|2023-02-17|Completed|
8713|1105|Design Approval|2021-08-10|2021-08-17|Completed|Ahead of schedule
8714|1105|Materials Ordered|2021-08-16|2021-08-25|Completed|Slight delay - Materials
8715|1105|Rough-In Start|2021-08-23|2021-09-02|Completed|Ahead of schedule
8716|1105|Rough-In Complete|2021-09-03|2021-09-12|Completed|Ahead of schedule
8717|1105|Trim-Out Start|2021-09-11|2021-09-16|Completed|Ahead of schedule
8718|1105|Trim-Out Complete|2021-09-18|2021-09-25|Completed|Ahead of schedule
8719|1105|Programming Start|2021-09-30|2021-10-03|Completed|
8720|1105|Programming Complete|2021-10-10|2021-10-06|Completed|
8721|1105|Final Walkthrough|2021-10-19|2021-10-28|Completed|Ahead of schedule
8722|1106|Design Approval|2022-01-07|2022-01-09|Completed|
8723|1106|Materials Ordered|2022-01-23|2022-01-24|Completed|
8724|1106|Rough-In Start|2022-02-11|2022-02-17|Completed|Delayed - Materials
8725|1106|Rough-In Complete|2022-03-03|2022-03-17|Completed|Delayed - Materials
8726|1106|Trim-Out Start|2022-03-15|2022-03-23|Completed|
8727|1106|Trim-Out Complete|2022-04-07|2022-04-20|Completed|Delayed - Client Request
8728|1106|Programming Start|2022-04-23|2022-04-28|Completed|
8729|1106|Programming Complete|2022-05-14|2022-05-16|Completed|
8730|1106|Final Walkthrough|2022-06-03|2022-06-02|Completed|
8731|1108|Design Approval|2021-07-07|2021-07-01|Completed|
8732|1108|Materials Ordered|2021-07-17|2021-07-20|Completed|
8733|1108|Rough-In Start|2021-08-13|2021-08-23|Completed|Delayed - Client Request
8734|1108|Rough-In Complete|2021-09-01|2021-09-15|Completed|Delayed - Client Request
8735|1108|Trim-Out Start|2021-09-18|2021-09-15|Completed|
8736|1108|Trim-Out Complete|2021-09-28|2021-09-25|Completed|
8737|1108|Programming Start|2021-10-17|2021-10-26|Completed|Delayed - Materials
8738|1108|Programming Complete|2021-11-10|2021-11-03|Completed|
8739|1108|Final Walkthrough|2021-12-01|2021-12-04|Completed|
8740|1109|Design Approval|2022-06-10|2022-06-09|Completed|
8741|1109|Materials Ordered|2022-06-24|2022-07-05|Completed|Delayed - Client Request
8742|1109|Rough-In Start|2022-07-07|2022-07-17|Completed|Delayed - Inspections
8743|1109|Rough-In Complete|2022-07-15|2022-07-19|Completed|
8744|1109|Trim-Out Start|2022-07-26|2022-08-05|Completed|Delayed - Inspections
8745|1109|Trim-Out Complete|2022-08-08|2022-08-12|Completed|
8746|1109|Programming Start|2022-08-14|2022-08-20|Completed|Delayed - Materials
8747|1109|Programming Complete|2022-09-02|2022-08-30|Completed|
8748|1109|Final Walkthrough|2022-09-10|2022-09-07|Completed|
8749|1111|Design Approval|2024-11-14|2024-11-14|Completed|
8750|1111|Materials Ordered|2024-11-15|2024-11-29|Completed|Delayed - Inspections
8751|1111|Rough-In Start|2024-11-18|2024-12-05|Completed|
8752|1111|Rough-In Complete|2024-11-24|2024-12-10|Completed|
8753|1111|Trim-Out Start|2024-12-01|2024-12-10|Completed|Delayed - Materials
8754|1111|Trim-Out Complete|2024-12-11|2024-12-11|Completed|
8755|1111|Programming Start|2024-12-13|2024-12-17|Completed|
8756|1111|Programming Complete|2024-12-14|2024-12-23|Completed|Delayed - Inspections
8757|1111|Final Walkthrough|2024-12-22|2024-12-23|Completed|
8758|1112|Design Approval|2023-03-13|2023-03-22|Completed|Delayed - Client Request
8759|1112|Materials Ordered|2023-03-17|2023-03-28|Completed|Delayed - Inspections
8760|1112|Rough-In Start|2023-04-03|2023-04-14|Completed|Delayed - Inspections
8761|1112|Rough-In Complete|2023-04-14|2023-04-15|Completed|
8762|1112|Trim-Out Start|2023-04-24|2023-05-02|Completed|Delayed - Inspections
8763|1112|Trim-Out Complete|2023-05-09|2023-05-07|Completed|
8764|1112|Programming Start|2023-05-26|2023-06-07|Completed|Delayed - Inspections
8765|1112|Programming Complete|2023-06-01|2023-06-14|Completed|
8766|1112|Final Walkthrough|2023-06-11|2023-06-22|Completed|Delayed - Inspections
8767|1113|Design Approval|2022-05-20|2022-05-26|Completed|Delayed - Materials
8768|1113|Materials Ordered|2022-06-03|2022-06-12|Completed|Delayed - Materials
8769|1113|Rough-In Start|2022-06-14|2022-06-27|Completed|Delayed - Materials
8770|1113|Rough-In Complete|2022-06-25|2022-06-28|Completed|
8771|1113|Trim-Out Start|2022-07-06|2022-07-11|Completed|
8772|1113|Trim-Out Complete|2022-07-23|2022-07-30|Completed|Delayed - Materials
8773|1113|Programming Start|2022-08-02|2022-08-15|Completed|Delayed - Client Request
8774|1113|Programming Complete|2022-08-21|2022-08-16|Completed|
8775|1113|Final Walkthrough|2022-08-24|2022-09-01|Completed|Delayed - Materials
8776|1114|Design Approval|2021-08-18|2021-08-17|Completed|
8777|1114|Materials Ordered|2021-09-03|2021-09-02|Completed|
8778|1114|Rough-In Start|2021-09-19|2021-10-02|Completed|Delayed - Inspections
8779|1114|Rough-In Complete|2021-09-25|2021-10-04|Completed|
8780|1114|Trim-Out Start|2021-10-04|2021-10-10|Completed|Delayed - Inspections
8781|1114|Trim-Out Complete|2021-10-17|2021-10-29|Completed|Delayed - Materials
8782|1114|Programming Start|2021-11-05|2021-11-06|Completed|
8783|1114|Programming Complete|2021-11-18|2021-11-20|Completed|
8784|1114|Final Walkthrough|2021-12-02|2021-12-14|Completed|Delayed - Client Request
8785|1115|Design Approval|2024-08-08|TBD|Pending|
8786|1115|Materials Ordered|2024-08-21|TBD|Pending|
8787|1115|Rough-In Start|2024-08-22|TBD|Pending|
8788|1115|Rough-In Complete|2024-09-04|TBD|Pending|
8789|1115|Trim-Out Start|2024-09-16|TBD|Pending|
8790|1115|Trim-Out Complete|2024-09-21|TBD|Pending|
8791|1115|Programming Start|2024-09-27|TBD|Pending|
8792|1115|Programming Complete|2024-10-08|TBD|Pending|
8793|1115|Final Walkthrough|2024-10-09|TBD|Pending|
8794|1116|Design Approval|2023-08-17|2023-08-18|Completed|
8795|1116|Materials Ordered|2023-08-31|2023-09-02|Completed|
8796|1116|Rough-In Start|2023-09-13|2023-09-06|Completed|
8797|1116|Rough-In Complete|2023-09-30|2023-10-09|Completed|Delayed - Client Request
8798|1116|Trim-Out Start|2023-10-11|2023-10-09|Completed|
8799|1116|Trim-Out Complete|2023-10-23|2023-10-17|Completed|
8800|1116|Programming Start|2023-11-13|2023-11-07|Completed|
8801|1116|Programming Complete|2023-11-27|2023-12-05|Completed|Delayed - Inspections
8802|1116|Final Walkthrough|2023-12-15|2023-12-15|Completed|
8803|1118|Design Approval|2024-12-13|2024-12-08|Completed|
8804|1118|Materials Ordered|2024-12-30|2025-01-06|Completed|Delayed - Client Request
8805|1118|Rough-In Start|2025-01-19|2025-02-01|Completed|Delayed - Inspections
8806|1118|Rough-In Complete|2025-01-31|2025-02-06|Completed|Delayed - Client Request
8807|1118|Trim-Out Start|2025-02-21|2025-02-27|Completed|Delayed - Materials
8808|1118|Trim-Out Complete|2025-03-16|2025-03-17|Completed|
8809|1118|Programming Start|2025-03-24|2025-03-22|Completed|
8810|1118|Programming Complete|2025-04-12|2025-04-16|Completed|
8811|1118|Final Walkthrough|2025-05-04|2025-05-15|Completed|Delayed - Materials
8812|1120|Design Approval|2022-05-12|2022-05-20|Completed|Ahead of schedule
