BidID|CustomerID|BidDate|ProjectType|BidAmount|Status|RelatedProjectID|DeclineReason|CompetitorPrice|SalesPersonID
952|398|2021-09-29|Whole Home Battery Backup|216556.04|Lost|N/A|Outside service area|Unknown|79
953|113|2023-01-19|Whole-Home Automation|91491.86|Lost|N/A|Scope Mismatch|Unknown|193
954|336|2021-05-15|Biometric Security System|212792.82|Lost|N/A|No decision / Ghosted|Unknown|150
955|466|2023-03-31|Whole-Home Automation|234599.63|Lost|N/A|Scope Mismatch|Unknown|3
956|595|2023-02-17|Whole Home Battery Backup|56118.62|Lost|N/A|Client changed plans|Unknown|130
957|319|2023-01-10|Automated Lighting Control|380932.86|Lost|N/A|Competitor selected|Unknown|195
958|625|2024-02-09|Luxury Home Theater|111296.19|Lost|N/A|Competitor selected|Unknown|51
959|610|2021-04-04|Golf Simulator Room|141263.79|Lost|N/A|No decision / Ghosted|Unknown|196
960|690|2024-07-31|Smart Water Management|261532.32|Lost|N/A|Competitor selected|Unknown|190
961|100|2021-12-21|Outdoor Entertainment System|264051.36|Lost|N/A|Competitor selected|Unknown|198
962|371|2023-09-05|Whole-Home Automation|337306.15|Lost|N/A|Price too high|311057.86|12
963|716|2023-04-13|Smart Home Integration|169323.22|Lost|N/A|Project postponed|Unknown|189
964|471|2022-09-14|Whole Home Battery Backup|191173.53|Lost|N/A|Outside service area|Unknown|57
965|459|2024-07-08|Custom Wine Cellar Monitoring|156061.67|Lost|N/A|Outside service area|Unknown|28
966|164|2024-03-22|Automated Lighting Control|363379.42|Lost|N/A|Client changed plans|Unknown|79
967|412|2023-12-08|Whole Home Battery Backup|116507.08|Lost|N/A|No decision / Ghosted|Unknown|133
968|352|2023-01-11|Integrated Climate Control|120933.81|Lost|N/A|Competitor selected|Unknown|193
969|397|2024-12-09|Home Network Infrastructure|339815.06|Lost|N/A|Price too high|305712.64|158
970|589|2024-12-04|Automated Lighting Control|318942.27|Lost|N/A|Competitor selected|Unknown|133
971|468|2023-06-23|Whole-Home Automation|212388.45|Lost|N/A|Price too high|206803.61|151
972|515|2023-01-02|Biometric Security System|254171.93|Lost|N/A|Project postponed|Unknown|147
973|571|2023-01-19|Smart Home Integration|265768.83|Lost|N/A|Outside service area|Unknown|77
974|142|2024-07-19|Smart Home Integration|144583.96|Lost|N/A|Price too high|141372.27|21
975|246|2023-06-08|Custom Security System|141744.72|Lost|N/A|Competitor selected|Unknown|129
976|533|2021-09-10|Automated Shading Solutions|115265.6|Lost|N/A|Outside service area|Unknown|35
977|342|2023-12-15|Outdoor Entertainment System|188905.99|Lost|N/A|Client changed plans|Unknown|58
978|355|2024-05-01|Biometric Security System|338225.81|Lost|N/A|Outside service area|Unknown|61
979|346|2023-11-25|Whole-Home Automation|368183.88|Lost|N/A|Price too high|356744.43|3
980|9|2023-07-08|Whole Home Battery Backup|162613.85|Lost|N/A|Project postponed|Unknown|149
981|153|2024-03-17|Whole Home Battery Backup|67943.34|Lost|N/A|No decision / Ghosted|Unknown|151
982|11|2023-12-19|Home Network Infrastructure|51808.42|Lost|N/A|Price too high|50719.56|64
983|339|2021-01-23|Voice Control Integration|241327.26|Lost|N/A|Scope Mismatch|Unknown|193
984|277|2021-09-24|Whole Home Battery Backup|242017.47|Lost|N/A|Client changed plans|Unknown|139
985|497|2022-10-08|Golf Simulator Room|135485.96|Lost|N/A|Project postponed|Unknown|35
986|152|2021-12-19|Biometric Security System|234586.16|Lost|N/A|Price too high|215128.45|191
987|509|2023-12-30|Luxury Home Theater|84277.56|Lost|N/A|Competitor selected|Unknown|193
988|669|2025-02-01|Smart Water Management|341236.89|Lost|N/A|Client changed plans|Unknown|108
989|59|2023-05-27|Golf Simulator Room|168736.68|Lost|N/A|Client changed plans|Unknown|20
990|489|2022-06-30|Whole Home Battery Backup|337802.17|Lost|N/A|Scope Mismatch|Unknown|106
991|269|2023-03-28|Multi-Room Audio Video|139044.86|Lost|N/A|No decision / Ghosted|Unknown|121
992|452|2024-01-28|Home Network Infrastructure|198424.96|Lost|N/A|Scope Mismatch|Unknown|112
993|121|2021-06-08|Multi-Room Audio Video|231393.46|Lost|N/A|Scope Mismatch|Unknown|82
994|718|2023-01-30|Smart Water Management|313688.53|Lost|N/A|Client changed plans|Unknown|20
995|83|2021-08-03|Voice Control Integration|113736.76|Lost|N/A|Outside service area|Unknown|198
996|113|2025-03-28|Automated Shading Solutions|222461.79|Lost|N/A|Outside service area|Unknown|51
997|546|2021-10-07|Smart Water Management|90048.7|Lost|N/A|Project postponed|Unknown|57
998|613|2022-12-23|Home Network Infrastructure|125521.22|Lost|N/A|Scope Mismatch|Unknown|3
999|240|2023-05-08|Custom Wine Cellar Monitoring|272124.13|Lost|N/A|Price too high|240955.2|133
1000|431|2021-09-26|Automated Lighting Control|123771.5|Lost|N/A|Competitor selected|Unknown|13
1001|266|2021-09-29|Automated Lighting Control|355343.94|Lost|N/A|Price too high|347485.4|3
1002|143|2022-11-10|Custom Wine Cellar Monitoring|337243.9|Lost|N/A|Price too high|324036.26|9
1003|295|2023-09-13|Biometric Security System|79347.41|Lost|N/A|Price too high|67747.26|158
1004|710|2025-01-23|Automated Shading Solutions|64969.65|Lost|N/A|Scope Mismatch|Unknown|86
1005|686|2024-07-31|Whole-Home Automation|248566.42|Lost|N/A|Client changed plans|Unknown|13
1006|670|2023-02-08|Automated Shading Solutions|336529.74|Lost|N/A|Scope Mismatch|Unknown|151
1007|112|2024-03-24|Custom Security System|295458.15|Lost|N/A|Client changed plans|Unknown|179
1008|41|2023-10-15|Luxury Home Theater|147726.92|Lost|N/A|Competitor selected|Unknown|149
1009|643|2021-05-31|Multi-Room Audio Video|377489.89|Lost|N/A|Outside service area|Unknown|63
1010|57|2024-01-11|Integrated Climate Control|28661.2|Lost|N/A|Scope Mismatch|Unknown|9
1011|489|2021-04-01|Automated Shading Solutions|357121.38|Lost|N/A|Outside service area|Unknown|112
1012|480|2021-02-13|Voice Control Integration|221373.32|Lost|N/A|No decision / Ghosted|Unknown|52
1013|487|2023-12-02|Multi-Room Audio Video|254532.94|Lost|N/A|Scope Mismatch|Unknown|69
1014|602|2022-10-13|Custom Wine Cellar Monitoring|275466.06|Lost|N/A|Price too high|264011.37|16
1015|184|2024-06-30|Automated Shading Solutions|50786.74|Lost|N/A|Client changed plans|Unknown|35
1016|544|2024-07-06|Multi-Room Audio Video|270334.11|Lost|N/A|No decision / Ghosted|Unknown|54
1017|768|2023-02-11|Custom Wine Cellar Monitoring|116811.66|Lost|N/A|No decision / Ghosted|Unknown|129
1018|663|2024-08-23|Biometric Security System|382326.57|Lost|N/A|Client changed plans|Unknown|169
1019|622|2022-08-03|Whole Home Battery Backup|189811.45|Lost|N/A|Competitor selected|Unknown|158
1020|183|2024-06-29|Luxury Home Theater|332803.29|Lost|N/A|No decision / Ghosted|Unknown|109
1021|124|2021-08-25|Custom Security System|73382.96|Lost|N/A|Client changed plans|Unknown|123
1022|597|2023-07-08|Custom Security System|65755.16|Lost|N/A|Competitor selected|Unknown|75
1023|156|2024-02-13|Custom Wine Cellar Monitoring|161167.23|Lost|N/A|Scope Mismatch|Unknown|198
1024|100|2021-03-05|Automated Lighting Control|26224.75|Lost|N/A|No decision / Ghosted|Unknown|196
1025|150|2022-03-02|Voice Control Integration|100341.61|Lost|N/A|Client changed plans|Unknown|56
1026|671|2024-05-18|Integrated Climate Control|348498.25|Lost|N/A|Price too high|322219.41|150
1027|31|2025-01-26|Multi-Room Audio Video|334122.78|Lost|N/A|Competitor selected|Unknown|189
1028|572|2024-10-26|Smart Water Management|192570.97|Lost|N/A|Scope Mismatch|Unknown|140
1029|548|2022-07-21|Custom Security System|225946.81|Lost|N/A|Project postponed|Unknown|61
1030|252|2023-09-29|Multi-Room Audio Video|226902.88|Lost|N/A|Price too high|203980.49|116
1031|85|2024-01-09|Automated Lighting Control|28240.94|Lost|N/A|Project postponed|Unknown|106
1032|498|2024-07-03|Custom Security System|240227.54|Lost|N/A|Project postponed|Unknown|198
1033|443|2022-07-26|Automated Shading Solutions|193815.54|Lost|N/A|Client changed plans|Unknown|169
1034|111|2021-10-28|Whole Home Battery Backup|29632.92|Lost|N/A|Price too high|28321.11|35
1035|302|2023-11-02|Smart Home Integration|223416.72|Lost|N/A|Price too high|211815.82|185
1036|488|2022-04-14|Integrated Climate Control|185092.35|Lost|N/A|No decision / Ghosted|Unknown|184
1037|648|2021-05-14|Biometric Security System|305660.52|Lost|N/A|Outside service area|Unknown|52
1038|627|2024-03-14|Automated Lighting Control|109863.64|Lost|N/A|No decision / Ghosted|Unknown|55
1039|74|2024-01-13|Biometric Security System|157749.9|Lost|N/A|Scope Mismatch|Unknown|184
1040|413|2021-05-27|Smart Water Management|283662.17|Lost|N/A|Project postponed|Unknown|123
1041|149|2024-02-18|Outdoor Entertainment System|276285.27|Lost|N/A|Price too high|264510.77|35
1042|5|2022-08-04|Custom Wine Cellar Monitoring|247268.68|Lost|N/A|Scope Mismatch|Unknown|130
1043|491|2023-10-31|Golf Simulator Room|361799.95|Lost|N/A|Price too high|346055.53|61
1044|457|2023-08-27|Custom Wine Cellar Monitoring|257315.74|Lost|N/A|Client changed plans|Unknown|52
1045|202|2021-10-23|Golf Simulator Room|71932.7|Lost|N/A|Outside service area|Unknown|164
1046|582|2021-01-11|Whole Home Battery Backup|175732.6|Lost|N/A|Price too high|155949.14|188
1047|131|2022-02-23|Whole Home Battery Backup|170096.12|Lost|N/A|Scope Mismatch|Unknown|149
1048|128|2021-04-06|Custom Wine Cellar Monitoring|368366.96|Lost|N/A|No decision / Ghosted|Unknown|188
1049|8|2025-02-15|Voice Control Integration|338460.91|Lost|N/A|Outside service area|Unknown|106
1050|792|2023-05-03|Luxury Home Theater|347014.3|Lost|N/A|Project postponed|Unknown|16
1051|82|2021-12-02|Golf Simulator Room|60676.39|Lost|N/A|Scope Mismatch|Unknown|77
1052|225|2025-01-23|Custom Wine Cellar Monitoring|38325.06|Lost|N/A|Competitor selected|Unknown|142
1053|356|2024-03-01|Integrated Climate Control|67534.63|Lost|N/A|No decision / Ghosted|Unknown|77
1054|203|2023-11-30|Home Network Infrastructure|250315.68|Lost|N/A|Price too high|236249.68|82
1055|71|2025-01-22|Voice Control Integration|182835.11|Lost|N/A|Outside service area|Unknown|3
1056|336|2021-10-28|Voice Control Integration|375514.65|Lost|N/A|No decision / Ghosted|Unknown|58
1057|587|2021-05-09|Multi-Room Audio Video|118775.0|Lost|N/A|Outside service area|Unknown|121
1058|704|2024-02-23|Biometric Security System|152447.92|Lost|N/A|Project postponed|Unknown|185
1059|708|2021-05-28|Luxury Home Theater|363016.08|Lost|N/A|Client changed plans|Unknown|172
1060|49|2023-03-28|Golf Simulator Room|61376.52|Lost|N/A|Outside service area|Unknown|196
1061|604|2021-11-17|Automated Lighting Control|41511.85|Lost|N/A|No decision / Ghosted|Unknown|35
1062|214|2021-06-16|Whole Home Battery Backup|125891.58|Lost|N/A|No decision / Ghosted|Unknown|61
1063|54|2023-09-18|Smart Home Integration|65018.29|Lost|N/A|Scope Mismatch|Unknown|35
1064|637|2022-02-08|Automated Shading Solutions|291592.31|Lost|N/A|Client changed plans|Unknown|57
1065|718|2021-05-29|Luxury Home Theater|261390.9|Lost|N/A|Project postponed|Unknown|198
1066|437|2022-12-15|Custom Security System|80976.15|Lost|N/A|No decision / Ghosted|Unknown|125
1067|207|2022-03-30|Outdoor Entertainment System|122743.29|Lost|N/A|Price too high|111934.4|58
1068|409|2024-01-26|Whole-Home Automation|182853.28|Lost|N/A|No decision / Ghosted|Unknown|61
1069|572|2021-08-22|Custom Wine Cellar Monitoring|86585.5|Lost|N/A|Outside service area|Unknown|28
1070|475|2024-03-18|Custom Security System|142017.67|Lost|N/A|Project postponed|Unknown|162
1071|43|2024-01-31|Multi-Room Audio Video|245828.38|Lost|N/A|Competitor selected|Unknown|54
1072|624|2021-01-27|Automated Shading Solutions|228338.86|Lost|N/A|Price too high|215211.88|162
1073|251|2022-06-27|Golf Simulator Room|214242.01|Lost|N/A|Price too high|201007.87|12
1074|437|2021-04-14|Automated Shading Solutions|61401.45|Lost|N/A|Project postponed|Unknown|55
1075|407|2023-12-03|Biometric Security System|65965.53|Lost|N/A|Client changed plans|Unknown|121
1076|721|2022-10-10|Custom Wine Cellar Monitoring|303467.16|Lost|N/A|Price too high|261663.75|106
1077|585|2023-09-18|Automated Shading Solutions|53548.54|Lost|N/A|Price too high|46595.09|58
1078|482|2022-10-10|Automated Shading Solutions|300330.49|Lost|N/A|No decision / Ghosted|Unknown|190
1079|207|2021-06-21|Smart Water Management|362596.17|Lost|N/A|No decision / Ghosted|Unknown|77
1080|567|2024-12-20|Whole-Home Automation|110549.94|Lost|N/A|Competitor selected|Unknown|139
1081|380|2024-02-23|Home Network Infrastructure|340841.46|Lost|N/A|Project postponed|Unknown|9
1082|761|2021-02-28|Multi-Room Audio Video|285234.81|Lost|N/A|No decision / Ghosted|Unknown|129
1083|494|2024-03-12|Smart Water Management|182644.72|Lost|N/A|Project postponed|Unknown|55
1084|761|2024-09-22|Outdoor Entertainment System|62889.58|Lost|N/A|Competitor selected|Unknown|106
1085|114|2021-11-27|Integrated Climate Control|308793.65|Lost|N/A|Client changed plans|Unknown|13
1086|587|2022-11-13|Integrated Climate Control|384817.14|Lost|N/A|No decision / Ghosted|Unknown|123
1087|3|2022-05-21|Multi-Room Audio Video|249124.78|Lost|N/A|Scope Mismatch|Unknown|109
1088|636|2022-06-28|Smart Home Integration|282016.6|Lost|N/A|Competitor selected|Unknown|61
1089|322|2024-03-31|Whole-Home Automation|382332.82|Lost|N/A|Scope Mismatch|Unknown|149
1090|792|2023-11-12|Whole-Home Automation|189370.63|Lost|N/A|Outside service area|Unknown|185
1091|764|2023-12-12|Home Network Infrastructure|367380.73|Lost|N/A|Price too high|358035.82|20
1092|196|2022-05-20|Custom Security System|199725.91|Lost|N/A|Project postponed|Unknown|3
1093|669|2022-02-08|Golf Simulator Room|45406.42|Lost|N/A|No decision / Ghosted|Unknown|191
1094|709|2023-03-24|Smart Home Integration|325519.98|Lost|N/A|Price too high|276888.67|123
1095|439|2024-03-20|Automated Lighting Control|151150.5|Lost|N/A|Outside service area|Unknown|151
1096|767|2022-01-20|Whole-Home Automation|378425.58|Lost|N/A|Competitor selected|Unknown|195
1097|183|2022-12-12|Custom Security System|209707.63|Lost|N/A|Competitor selected|Unknown|77
1098|693|2023-03-17|Whole Home Battery Backup|356398.79|Lost|N/A|Client changed plans|Unknown|140
1099|40|2024-06-08|Luxury Home Theater|348416.9|Lost|N/A|Scope Mismatch|Unknown|52
1100|25|2023-12-19|Voice Control Integration|73952.3|Lost|N/A|Price too high|69233.84|190
1101|273|2022-05-11|Whole-Home Automation|91625.97|Lost|N/A|Scope Mismatch|Unknown|164
1102|474|2023-02-03|Automated Lighting Control|40099.66|Lost|N/A|No decision / Ghosted|Unknown|123
1103|708|2023-06-04|Smart Water Management|316261.62|Lost|N/A|Scope Mismatch|Unknown|196
1104|322|2021-01-11|Integrated Climate Control|356601.9|Lost|N/A|No decision / Ghosted|Unknown|61
1105|214|2023-05-05|Automated Shading Solutions|185539.92|Lost|N/A|Client changed plans|Unknown|133
1106|472|2025-03-26|Smart Water Management|83236.99|Lost|N/A|Scope Mismatch|Unknown|3
1107|19|2025-03-27|Custom Security System|263993.9|Lost|N/A|Outside service area|Unknown|9
1108|58|2025-03-27|Custom Security System|49228.42|Lost|N/A|Price too high|44645.46|51
1109|784|2021-09-18|Outdoor Entertainment System|86486.1|Lost|N/A|Client changed plans|Unknown|196
1110|151|2024-10-18|Automated Shading Solutions|353047.53|Lost|N/A|No decision / Ghosted|Unknown|57
1111|88|2021-06-01|Multi-Room Audio Video|187740.98|Lost|N/A|Project postponed|Unknown|63
1112|766|2023-08-09|Automated Shading Solutions|324870.8|Lost|N/A|Price too high|296357.8|147
1113|370|2024-08-01|Luxury Home Theater|185771.1|Lost|N/A|Outside service area|Unknown|142
1114|38|2024-08-23|Outdoor Entertainment System|194471.06|Lost|N/A|Scope Mismatch|Unknown|61
1115|727|2024-02-13|Automated Lighting Control|250558.88|Lost|N/A|Price too high|215370.82|184
1116|631|2021-11-19|Whole-Home Automation|38840.91|Lost|N/A|No decision / Ghosted|Unknown|116
1117|587|2021-10-16|Integrated Climate Control|286337.13|Lost|N/A|Outside service area|Unknown|131
1118|497|2024-07-07|Custom Security System|23944.48|Lost|N/A|Price too high|22112.09|56
1119|773|2021-03-07|Whole-Home Automation|199388.21|Lost|N/A|Client changed plans|Unknown|149
1120|756|2022-09-10|Voice Control Integration|45375.33|Lost|N/A|Client changed plans|Unknown|20
1121|599|2024-05-29|Integrated Climate Control|88754.47|Lost|N/A|Client changed plans|Unknown|177
1122|585|2023-01-26|Custom Security System|170030.65|Lost|N/A|Client changed plans|Unknown|77
1123|402|2021-08-22|Automated Lighting Control|85652.95|Lost|N/A|Project postponed|Unknown|147
1124|709|2023-06-23|Custom Wine Cellar Monitoring|187093.86|Lost|N/A|No decision / Ghosted|Unknown|57
1125|205|2021-10-09|Whole Home Battery Backup|237882.85|Lost|N/A|Client changed plans|Unknown|108
1126|507|2022-11-05|Custom Security System|219202.91|Lost|N/A|Price too high|201000.31|3
1127|397|2021-09-07|Integrated Climate Control|275978.95|Lost|N/A|Outside service area|Unknown|129
1128|723|2021-06-12|Whole Home Battery Backup|312958.2|Lost|N/A|Client changed plans|Unknown|196
1129|660|2025-02-11|Multi-Room Audio Video|178376.16|Lost|N/A|Project postponed|Unknown|86
1130|284|2021-04-22|Smart Water Management|42400.82|Lost|N/A|Competitor selected|Unknown|147
1131|780|2023-10-06|Custom Wine Cellar Monitoring|52488.27|Lost|N/A|No decision / Ghosted|Unknown|151
1132|342|2022-03-03|Multi-Room Audio Video|16755.97|Lost|N/A|Competitor selected|Unknown|189
1133|497|2021-05-31|Smart Home Integration|384961.85|Lost|N/A|Project postponed|Unknown|196
1134|675|2022-01-08|Whole Home Battery Backup|323363.35|Lost|N/A|Price too high|304608.47|147
1135|390|2021-07-21|Automated Shading Solutions|380671.64|Lost|N/A|Scope Mismatch|Unknown|106
1136|195|2021-10-08|Golf Simulator Room|92928.01|Lost|N/A|Price too high|89922.66|112
1137|222|2024-06-03|Smart Home Integration|278919.67|Lost|N/A|Outside service area|Unknown|51
1138|202|2025-01-11|Automated Lighting Control|18940.98|Lost|N/A|Outside service area|Unknown|3
1139|671|2025-02-26|Custom Security System|24492.02|Lost|N/A|Competitor selected|Unknown|124
1140|240|2022-11-05|Biometric Security System|200285.12|Lost|N/A|Client changed plans|Unknown|116
1141|133|2021-08-11|Custom Wine Cellar Monitoring|295537.92|Lost|N/A|Scope Mismatch|Unknown|131
1142|502|2023-08-22|Custom Security System|49622.46|Lost|N/A|Scope Mismatch|Unknown|55
1143|800|2022-06-15|Multi-Room Audio Video|279676.15|Lost|N/A|No decision / Ghosted|Unknown|35
1144|525|2023-05-10|Voice Control Integration|346181.41|Lost|N/A|Outside service area|Unknown|57
1145|207|2021-01-08|Multi-Room Audio Video|88776.04|Lost|N/A|Price too high|82368.16|54
1146|121|2021-12-24|Golf Simulator Room|118072.09|Lost|N/A|Outside service area|Unknown|77
1147|8|2021-08-16|Golf Simulator Room|209884.14|Lost|N/A|Client changed plans|Unknown|191
1148|197|2024-04-05|Outdoor Entertainment System|163600.91|Lost|N/A|Price too high|153643.57|149
1149|356|2023-06-03|Golf Simulator Room|87008.66|Lost|N/A|Scope Mismatch|Unknown|125
1150|776|2023-03-20|Biometric Security System|283669.22|Lost|N/A|Competitor selected|Unknown|63
1151|705|2024-11-21|Voice Control Integration|343753.7|Lost|N/A|Project postponed|Unknown|20
1152|113|2022-01-14|Whole Home Battery Backup|184178.03|Lost|N/A|Competitor selected|Unknown|109
1153|574|2023-06-05|Golf Simulator Room|299746.51|Lost|N/A|Project postponed|Unknown|184
1154|689|2023-03-29|Automated Lighting Control|184924.77|Lost|N/A|Client changed plans|Unknown|124
1155|214|2025-02-06|Smart Water Management|258528.47|Lost|N/A|Price too high|224228.39|177
1156|90|2022-09-29|Automated Lighting Control|312562.07|Lost|N/A|No decision / Ghosted|Unknown|20
1157|687|2022-03-09|Luxury Home Theater|82521.16|Lost|N/A|No decision / Ghosted|Unknown|164
1158|594|2022-12-01|Custom Wine Cellar Monitoring|238434.88|Lost|N/A|Price too high|224853.85|196
1159|71|2022-01-04|Smart Home Integration|179087.02|Lost|N/A|Project postponed|Unknown|28
1160|72|2022-10-22|Automated Lighting Control|149971.62|Lost|N/A|Scope Mismatch|Unknown|51
1161|159|2024-08-27|Home Network Infrastructure|62745.86|Lost|N/A|Client changed plans|Unknown|129
1162|419|2025-03-18|Golf Simulator Room|132888.19|Lost|N/A|Competitor selected|Unknown|123
1163|84|2024-01-08|Golf Simulator Room|258113.46|Lost|N/A|Scope Mismatch|Unknown|13
1164|784|2024-10-26|Biometric Security System|30299.76|Lost|N/A|Competitor selected|Unknown|56
1165|386|2025-02-06|Integrated Climate Control|103138.92|Lost|N/A|Price too high|100029.28|20
1166|38|2023-09-02|Integrated Climate Control|70504.46|Lost|N/A|Price too high|63059.9|133
1167|65|2024-10-31|Custom Security System|249483.46|Lost|N/A|Competitor selected|Unknown|57
1168|227|2023-06-17|Home Network Infrastructure|88270.86|Lost|N/A|No decision / Ghosted|Unknown|106
1169|571|2024-02-29|Smart Water Management|362785.75|Lost|N/A|No decision / Ghosted|Unknown|188
1170|453|2022-04-20|Voice Control Integration|202087.23|Lost|N/A|Project postponed|Unknown|28
1171|372|2024-01-22|Outdoor Entertainment System|365608.91|Lost|N/A|Competitor selected|Unknown|139
1172|258|2023-12-11|Smart Water Management|43465.86|Lost|N/A|Project postponed|Unknown|121
1173|580|2024-07-08|Outdoor Entertainment System|344965.29|Lost|N/A|Competitor selected|Unknown|146
1174|155|2022-11-28|Smart Home Integration|268347.91|Lost|N/A|Client changed plans|Unknown|77
1175|22|2022-06-10|Smart Home Integration|383055.14|Lost|N/A|Scope Mismatch|Unknown|179
1176|278|2024-03-19|Voice Control Integration|306178.58|Lost|N/A|Competitor selected|Unknown|129
1177|533|2022-06-23|Voice Control Integration|77983.88|Lost|N/A|Client changed plans|Unknown|13
1178|34|2023-09-20|Smart Home Integration|287653.52|Lost|N/A|Competitor selected|Unknown|146
1179|190|2022-06-20|Smart Water Management|88185.74|Lost|N/A|Client changed plans|Unknown|142
1180|26|2024-11-12|Smart Water Management|124085.64|Lost|N/A|Competitor selected|Unknown|63
1181|252|2024-04-30|Outdoor Entertainment System|154613.56|Lost|N/A|Price too high|149975.48|106
1182|541|2022-11-07|Integrated Climate Control|41699.5|Lost|N/A|Project postponed|Unknown|158
1183|168|2024-01-17|Luxury Home Theater|318340.41|Lost|N/A|Project postponed|Unknown|188
1184|164|2022-02-03|Custom Security System|244310.74|Lost|N/A|Competitor selected|Unknown|82
1185|121|2023-09-07|Smart Water Management|304501.72|Lost|N/A|Competitor selected|Unknown|55
1186|614|2024-09-08|Biometric Security System|280176.04|Lost|N/A|Scope Mismatch|Unknown|56
1187|501|2022-10-25|Golf Simulator Room|321009.02|Lost|N/A|Client changed plans|Unknown|64
1188|146|2021-04-21|Outdoor Entertainment System|381541.71|Lost|N/A|Price too high|345073.97|142
1189|599|2022-12-24|Smart Water Management|19677.98|Lost|N/A|No decision / Ghosted|Unknown|54
1190|471|2025-03-28|Voice Control Integration|277367.22|Lost|N/A|Competitor selected|Unknown|193
1191|450|2021-03-31|Smart Home Integration|264980.34|Lost|N/A|Competitor selected|Unknown|198
1192|447|2024-06-13|Smart Home Integration|382891.03|Lost|N/A|Outside service area|Unknown|185
1193|188|2022-05-25|Whole Home Battery Backup|159393.02|Lost|N/A|Price too high|137091.59|52
1194|323|2024-04-07|Automated Lighting Control|95251.47|Lost|N/A|Competitor selected|Unknown|64
1195|348|2024-12-04|Automated Lighting Control|147939.69|Lost|N/A|Outside service area|Unknown|149
1196|570|2023-08-29|Home Network Infrastructure|335346.22|Lost|N/A|Client changed plans|Unknown|139
1197|494|2023-04-19|Smart Home Integration|336726.32|Lost|N/A|Client changed plans|Unknown|86
1198|441|2022-09-20|Whole Home Battery Backup|280045.78|Lost|N/A|Client changed plans|Unknown|82
1199|10|2024-03-31|Biometric Security System|273701.24|Lost|N/A|No decision / Ghosted|Unknown|158
1200|794|2025-01-18|Golf Simulator Room|363979.95|Lost|N/A|Client changed plans|Unknown|52
1201|362|2023-11-22|Home Network Infrastructure|145334.28|Lost|N/A|No decision / Ghosted|Unknown|61
1202|680|2024-02-24|Smart Home Integration|208424.57|Lost|N/A|Project postponed|Unknown|75
1203|781|2022-03-06|Biometric Security System|87464.01|Lost|N/A|Scope Mismatch|Unknown|123
1204|582|2023-11-26|Luxury Home Theater|94241.17|Lost|N/A|Client changed plans|Unknown|184
1205|625|2024-03-25|Custom Security System|343349.34|Lost|N/A|Competitor selected|Unknown|195
1206|440|2021-08-19|Smart Home Integration|356400.04|Lost|N/A|Project postponed|Unknown|55
1207|308|2023-11-09|Multi-Room Audio Video|62038.69|Lost|N/A|Client changed plans|Unknown|123
1208|21|2021-06-15|Integrated Climate Control|329725.77|Lost|N/A|Scope Mismatch|Unknown|162
1209|141|2024-08-03|Integrated Climate Control|18205.36|Lost|N/A|Scope Mismatch|Unknown|3
1210|60|2021-11-24|Integrated Climate Control|156645.03|Lost|N/A|Competitor selected|Unknown|82
1211|304|2024-01-29|Automated Shading Solutions|348623.03|Lost|N/A|Price too high|331564.05|196
1212|252|2023-11-22|Automated Lighting Control|362611.17|Lost|N/A|Client changed plans|Unknown|106
1213|611|2022-06-25|Luxury Home Theater|166362.56|Lost|N/A|Price too high|146843.5|79
1214|12|2022-06-09|Automated Lighting Control|146827.8|Lost|N/A|Project postponed|Unknown|141
1215|359|2023-08-14|Automated Shading Solutions|43949.83|Lost|N/A|Project postponed|Unknown|108
1216|502|2022-01-07|Multi-Room Audio Video|229307.75|Lost|N/A|Client changed plans|Unknown|195
1217|651|2021-11-12|Automated Shading Solutions|157416.44|Lost|N/A|Outside service area|Unknown|79
1218|488|2021-04-23|Golf Simulator Room|209121.32|Lost|N/A|Scope Mismatch|Unknown|130
1219|553|2024-02-12|Integrated Climate Control|307442.31|Lost|N/A|Project postponed|Unknown|179
1220|64|2023-01-16|Whole-Home Automation|245287.87|Lost|N/A|Outside service area|Unknown|133
1221|384|2024-04-25|Multi-Room Audio Video|260622.87|Lost|N/A|No decision / Ghosted|Unknown|21
1222|696|2022-07-08|Home Network Infrastructure|152040.66|Lost|N/A|Price too high|147347.49|190
1223|610|2021-09-03|Custom Wine Cellar Monitoring|125781.8|Lost|N/A|Competitor selected|Unknown|140
1224|515|2023-12-11|Voice Control Integration|368783.51|Lost|N/A|Scope Mismatch|Unknown|82
1225|553|2021-10-23|Voice Control Integration|249081.57|Lost|N/A|Price too high|223895.58|61
1226|508|2022-06-02|Home Network Infrastructure|189884.64|Lost|N/A|Scope Mismatch|Unknown|15
1227|506|2024-10-16|Multi-Room Audio Video|348391.86|Lost|N/A|Client changed plans|Unknown|108
1228|437|2023-04-06|Custom Security System|56005.81|Lost|N/A|Competitor selected|Unknown|193
1229|206|2024-08-21|Outdoor Entertainment System|43976.63|Lost|N/A|Scope Mismatch|Unknown|82
1230|102|2022-11-07|Voice Control Integration|253038.42|Lost|N/A|Outside service area|Unknown|198
1231|552|2022-12-18|Whole-Home Automation|333280.4|Lost|N/A|Scope Mismatch|Unknown|196
1232|540|2024-10-25|Golf Simulator Room|166702.03|Lost|N/A|Scope Mismatch|Unknown|121
1233|249|2021-07-27|Smart Water Management|307414.02|Lost|N/A|Competitor selected|Unknown|75
1234|471|2022-08-27|Custom Security System|154748.23|Lost|N/A|No decision / Ghosted|Unknown|169
